Model,Covariance Type,Window Index,Mean Return,Forecasted Std
HRP,GARCH,0,0.001833758469107404,0.008166880336266905
HRP,Historical,0,0.002004671313428399,0.007194019743462373
MVP,GARCH,0,0.0012824220988031782,0.006067920012619779
MVP,Historical,0,0.0015052389217506757,0.005816609868281854
ERC,GARCH,0,0.002315936194151268,0.011364087269079032
ERC,Historical,0,0.0023587633828589675,0.008409986607333842
Naive,N/A,0,0.0026311267166194406,0.009365885758470952
HRP,GARCH,1,0.0011433845609329766,0.007681662039463651
HRP,Historical,1,0.0012977499278090637,0.006966728775306315
MVP,GARCH,1,0.0016186558921875635,0.005738878365789546
MVP,Historical,1,0.0019284650958407469,0.005391148708320813
ERC,GARCH,1,0.0006372538831826366,0.009882199040292075
ERC,Historical,1,0.0007448139093223017,0.008282389229481116
Naive,N/A,1,0.0002985302106314115,0.009333121191118798
HRP,GARCH,2,-0.00010041257432829879,0.00942070526026454
HRP,Historical,2,3.1657732088934686e-05,0.007216896754705027
MVP,GARCH,2,0.0005939552319164074,0.007346045685657352
MVP,Historical,2,0.0005338639990308454,0.005484876876497254
ERC,GARCH,2,-0.0003806982931034708,0.010926597332141703
ERC,Historical,2,-0.00026605131806983604,0.008790964151774957
Naive,N/A,2,-0.000684602389824133,0.010028132385080591
HRP,GARCH,3,0.0005689000656474204,0.007820793355003249
HRP,Historical,3,0.0007199004992560502,0.007285130924908253
MVP,GARCH,3,0.000994931692311932,0.005641622576719666
MVP,Historical,3,0.0012207102399119055,0.005403434559091994
ERC,GARCH,3,0.0006698298367011354,0.010168954596454316
ERC,Historical,3,0.0007492495034032397,0.008788626589243514
Naive,N/A,3,0.0007766319686784373,0.010068807920066727
HRP,GARCH,4,-7.429986170152299e-05,0.007193929732743431
HRP,Historical,4,-0.00024937918885487205,0.007084578539771026
MVP,GARCH,4,7.581930225220279e-05,0.005343141442315363
MVP,Historical,4,-0.00020303000698520396,0.005394801090418535
ERC,GARCH,4,5.572504283443402e-05,0.009652599187221842
ERC,Historical,4,-2.5382492570228768e-05,0.008788367671167845
Naive,N/A,4,0.0002851929826421032,0.010139311303579862
HRP,GARCH,5,0.0007433807911325527,0.009158582180587372
HRP,Historical,5,0.0010591942193867623,0.007557785910886887
MVP,GARCH,5,0.00011044982004486808,0.0078006916057312215
MVP,Historical,5,0.0013156798148773277,0.005903808892368684
ERC,GARCH,5,0.0007387689098481737,0.009725603031977764
ERC,Historical,5,0.000873634125109086,0.008921919834390158
Naive,N/A,5,0.0010405622059207152,0.010172918337786925
HRP,GARCH,6,0.0032019843277958696,0.007378367819110605
HRP,Historical,6,0.0032958862051397963,0.0074703984564521795
MVP,GARCH,6,0.0032688381932389488,0.005900572073528292
MVP,Historical,6,0.0035954722739696948,0.005854743824165966
ERC,GARCH,6,0.00312101222262232,0.008612361598862162
ERC,Historical,6,0.0031491115813160274,0.008854138518544193
Naive,N/A,6,0.00273886609034422,0.010123399711527063
HRP,GARCH,7,-0.0012023881757232775,0.007451993163205962
HRP,Historical,7,-0.0011823893488182183,0.00765872323948709
MVP,GARCH,7,-0.0019983318985907937,0.0059109419851771615
MVP,Historical,7,-0.0017866595508426446,0.006046368478963706
ERC,GARCH,7,-0.0007745187727983577,0.0086332494645844
ERC,Historical,7,-0.0007631436173283945,0.008923604175437881
Naive,N/A,7,-0.0005058436255401,0.0101179780170586
HRP,GARCH,8,-0.0012371550369108585,0.00669862299103481
HRP,Historical,8,-0.0008529932390111962,0.007491971848156836
MVP,GARCH,8,8.265708038631547e-05,0.00545392156550193
MVP,Historical,8,0.0003587351274613182,0.005952324000597789
ERC,GARCH,8,-0.0017928116537257852,0.007549152651720567
ERC,Historical,8,-0.001597223316954373,0.008753104225850596
Naive,N/A,8,-0.001974494742121198,0.009935158895450906
HRP,GARCH,9,-0.001049660735849537,0.00716352057305824
HRP,Historical,9,-0.0008687554136576155,0.007340134073069627
MVP,GARCH,9,-0.0004645851671264403,0.0060558131986632995
MVP,Historical,9,-0.00040139929148502555,0.006018385790417984
ERC,GARCH,9,-0.0011811270643941627,0.008174500007746213
ERC,Historical,9,-0.0011117498731156943,0.008640145274877428
Naive,N/A,9,-0.0016011474644062403,0.009786347354672235
HRP,GARCH,10,0.0029572179598195015,0.007414103195846265
HRP,Historical,10,0.003021230940070991,0.007422973380570608
MVP,GARCH,10,0.0012582053288086414,0.005900741863085394
MVP,Historical,10,0.0006090003798530056,0.006029290433653691
ERC,GARCH,10,0.003591227602939872,0.008875331071915496
ERC,Historical,10,0.0036643442898271783,0.008512276380442668
Naive,N/A,10,0.004365684057591257,0.009670960294725858
