Model,Covariance Type,Window Index,Mean Return,Forecasted Std
Naive,N/A,0,-0.0014051380666438291,0.018708453287000153
MVP,Historical,0,-0.0001653058574426886,0.009165455832511398
HRP,Historical,0,-0.0008746273991250741,0.014337337792039303
ERC,Historical,0,-0.0010902283854579875,0.016216752189998407
MVP,GARCH,0,0.00012063520530584967,0.007899696909990758
HRP,GARCH,0,-0.0008703097163882166,0.012909492118780994
ERC,GARCH,0,-0.0010986699436748518,0.014385469392285424
MVP,DCC,0,0.0003625160170619661,0.007425541150601167
HRP,DCC,0,-0.000947298501559297,0.0119408551548003
ERC,DCC,0,-0.0010957246657206329,0.013325897365055264
Naive,N/A,1,0.0016784724540192155,0.018713228811369453
MVP,Historical,1,0.0005723006690801631,0.009170089274937192
HRP,Historical,1,0.0014700051762161989,0.014400645274579548
ERC,Historical,1,0.0015919225345588403,0.01622196541846315
MVP,GARCH,1,0.000858652810452281,0.007338890519847554
HRP,GARCH,1,0.0015284555276598136,0.011618194173294549
ERC,GARCH,1,0.0016319662983362633,0.01284789840700906
MVP,DCC,1,0.0012498314267529059,0.006936362412596359
HRP,DCC,1,0.0015387214724627042,0.010684622619424017
ERC,DCC,1,0.0016305998801748587,0.011913887307047491
Naive,N/A,2,0.002370794580913142,0.01878318659613381
MVP,Historical,2,0.001183028873142629,0.00919238132358597
HRP,Historical,2,0.001963814893778705,0.014438225348904416
ERC,Historical,2,0.0021562543406523126,0.0162812886771034
MVP,GARCH,2,0.0019273816163640788,0.007484819306420004
HRP,GARCH,2,0.0019443859220668318,0.0117632879336093
ERC,GARCH,2,0.002094403599776155,0.01309452191365333
MVP,DCC,2,0.001466855675230704,0.007102611617505637
HRP,DCC,2,0.0018458904080725712,0.010934097157129969
ERC,DCC,2,0.002080463441431892,0.012242700185611757
Naive,N/A,3,0.0004997618181925045,0.018797564898338563
MVP,Historical,3,-0.0007785553680526498,0.009222589463106605
HRP,Historical,3,0.0005781783603134364,0.01444774097561645
ERC,Historical,3,0.000515916462221624,0.016296552162251565
MVP,GARCH,3,-0.0011782787611461947,0.007500466002278891
HRP,GARCH,3,0.000547694299926241,0.011959088340780313
ERC,GARCH,3,0.0004884887526752073,0.013265494285950866
MVP,DCC,3,-0.0010658168195893207,0.006990669777835769
HRP,DCC,3,0.00048755772209642303,0.011088385328575402
ERC,DCC,3,0.0004997624999093415,0.01240744106723421
Naive,N/A,4,-0.005990031552329566,0.01880394254326174
MVP,Historical,4,-0.0021245990359237206,0.009235238780112186
HRP,Historical,4,-0.004740694130986595,0.014535544636658928
ERC,Historical,4,-0.005223290235760789,0.016303283277071985
MVP,GARCH,4,-0.0016828406279973938,0.006862475357009189
HRP,GARCH,4,-0.004796980957446606,0.011066004380902687
ERC,GARCH,4,-0.005321675240099975,0.012084519894238454
MVP,DCC,4,-0.0014385156049288336,0.0064230306595549035
HRP,DCC,4,-0.0047197847836284905,0.010206291249867194
ERC,DCC,4,-0.005279511745395328,0.011287415410917129
Naive,N/A,5,0.005201557009307458,0.01883510503455397
MVP,Historical,5,0.0021548771283008885,0.009257763066487634
HRP,Historical,5,0.0038006485765404623,0.01445382757637596
ERC,Historical,5,0.004466413973921953,0.01633727988831787
MVP,GARCH,5,0.002479444596693823,0.00677647032291334
HRP,GARCH,5,0.003888049962520592,0.010929401013815279
ERC,GARCH,5,0.00453705924598035,0.01210552500311229
MVP,DCC,5,0.002687044606000785,0.006391835924279224
HRP,DCC,5,0.003942644270817199,0.01022168042799067
ERC,DCC,5,0.004518396487108013,0.011320489586579078
Naive,N/A,6,0.00301671471604318,0.018886244281692836
