Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1498180872675922,0.1708589948931952,0.1465443212105826,1.1659202723227515,-198.37407511725863,0.4614361669550579,0.0489206753798112,0.7942859118467273,0.9033930500823845,1.1214688016398673,-0.436534334160739,0.3431988632821418,-0.0247545803063568,-0.9228027772072354,26.76260940528717
ERC,GARCH,0.1500426185849503,0.1710336270277107,0.1528459822496891,1.1189932801001616,-197.5037545617625,0.4703946037454658,0.0481720870963173,0.7947939646122153,0.9037912980918696,1.1221233150886385,-0.4372071272435665,0.3431842923762818,-0.0247788343705696,-0.9264883248965956,26.63583155896413
ERC,Historical,0.1522400884655106,0.1738436215929652,0.1672977403549418,1.039127134796534,-195.92705714860656,0.5571583427412548,0.0105517801038327,0.7956614961910916,0.902908805511899,1.1287883825014084,-0.4373603170247502,0.3480884811433301,-0.025109319830522,-0.8033841944110296,25.84836149944352
HRP,DCC,0.1326549128291831,0.1610400023083235,0.1352178063451066,1.190967422569427,-198.37407511725863,,0.1308402590336533,0.7391693495362731,0.8549107330205492,1.0368404793038668,-0.3948066731577131,0.3359996723667121,-0.023320025294191,-1.0970376296871,30.47069676581309
HRP,GARCH,0.1333503375176288,0.1610782000357069,0.1410700838616352,1.1418310362223651,-197.5037545617625,,0.1051743342975957,0.7428374613930957,0.8585464862564133,1.0428918272615144,-0.3976683261885091,0.3353305474331791,-0.0233047749503786,-1.0787485940047854,29.960605611276012
HRP,Historical,0.1377350735741991,0.1653478582392291,0.1574112988349616,1.050419248573691,-195.92705714860656,,0.0313378054821694,0.7511847734890275,0.8639264263010716,1.0612035428026798,-0.4110272403189179,0.3350996237313367,-0.0237712827284156,-0.9344608318486934,29.08815778167543
MVP,DCC,0.0981033913716247,0.1498513170856205,0.1167972426102582,1.2830038940701771,-198.37407511725863,,0.2720052365361833,0.575772802431085,0.700094710434592,0.8059570207525791,-0.3896319202438904,0.2517847903996593,-0.0217200357739271,-0.9795930859050628,28.01745895520186
MVP,GARCH,0.0915982629682508,0.1511729045256808,0.119817741906795,1.2616904818927115,-197.5037545617625,,0.2813895097475996,0.5327548239327977,0.655994796386665,0.7444614951218516,-0.4098062066654374,0.2235160460686504,-0.0219267825297748,-0.9844277953115984,28.57583378442496
MVP,Historical,0.1045474388619207,0.1507285485323209,0.1380552354798264,1.0917988586846927,-195.92705714860656,,0.0158092432421251,0.6121865600614083,0.7358139569934754,0.8582668289838208,-0.3659549981121202,0.285683866599056,-0.0216165755643415,-1.1104788479205068,31.158404152890665
Naive,,0.1654012186977982,0.186011131745217,0.181544811777938,1.0246017494167892,-195.92705714860656,,0.0108772061324285,0.8164567863316531,0.9167001582064362,1.16446937496856,-0.4632688726074599,0.3570307190441156,-0.0268214715333893,-0.6368823249068792,21.799290005185114
