Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,0.0001681308489462673,0.01045597332704875,
MVP,Historical,0,0.0016237858878263164,0.009313192812391447,
HRP,Historical,0,0.001122335359499523,0.009759342006982365,
ERC,Historical,0,0.0006694147653783925,0.010017626885355988,0.0277368463332623
MVP,GARCH,0,0.0019859581333698203,0.007971829889627,
HRP,GARCH,0,0.001243000153931213,0.00872998770164829,
ERC,GARCH,0,0.000726917971332683,0.009192418109293233,0.03174798485530215
MVP,DCC,0,0.001942835913463329,0.007913771043294267,
HRP,DCC,0,0.0012337668735691635,0.008686993524419429,
ERC,DCC,0,0.0007315504046311325,0.009151548728817183,0.03188906191480704
Naive,N/A,1,0.0027864132832518007,0.0104449524278981,
MVP,Historical,1,0.002434428244452145,0.009303877819532853,
HRP,Historical,1,0.0024660548545800244,0.009749624673290078,
ERC,Historical,1,0.0026247966443865376,0.01000802079330526,0.026694097604291932
MVP,GARCH,1,0.0019660034034466637,0.008102352637862869,
HRP,GARCH,1,0.002298194647702873,0.00864448313198701,
ERC,GARCH,1,0.002524247372757764,0.008982778870000664,0.03042870003789412
MVP,DCC,1,0.0019946604052926255,0.00802491230367409,
HRP,DCC,1,0.0023039046822447167,0.008576816672229695,
ERC,DCC,1,0.0025243701409992996,0.008913781281205053,0.03029131144087188
Naive,N/A,2,-0.002211770780514484,0.010389061037056389,
MVP,Historical,2,-0.0015392364326095181,0.009265819528698815,
HRP,Historical,2,-0.0018097090946393793,0.00970473887431349,
ERC,Historical,2,-0.0019395242348410613,0.009961136146349229,0.030780093059117306
MVP,GARCH,2,-0.0014020272762886939,0.00783392593359543,
HRP,GARCH,2,-0.0017416650560897423,0.008413938572938186,
ERC,GARCH,2,-0.00191992013896331,0.008740529527318776,0.02816601192705903
MVP,DCC,2,-0.0014278808597992503,0.007784106295544207,
HRP,DCC,2,-0.0017440881096232577,0.008363304077030988,
ERC,DCC,2,-0.0019189476159505111,0.008693942671224923,0.028071104761712505
Naive,N/A,3,-0.0012285410144707944,0.010362128051114777,
MVP,Historical,3,-0.0015022415798963237,0.009223344326508627,
HRP,Historical,3,-0.0015189484102538797,0.009722634404570607,
ERC,Historical,3,-0.0013699002595168595,0.009934883852768,0.0311966167820296
MVP,GARCH,3,-0.0014011216818457556,0.007433497385005543,
HRP,GARCH,3,-0.0015130720237898387,0.008074395690186672,
ERC,GARCH,3,-0.0013691506101356228,0.008365294163150879,0.03306882898177418
MVP,DCC,3,-0.0013593579126861069,0.007334510657451296,
HRP,DCC,3,-0.001471567781430595,0.007920533115540406,
ERC,DCC,3,-0.0013624036227099106,0.008286157174947057,0.032375840477553534
Naive,N/A,4,0.002580591106376985,0.010251968575373485,
MVP,Historical,4,0.002175897441853029,0.00914007218193574,
HRP,Historical,4,0.0025286019827861217,0.009627389584192647,
ERC,Historical,4,0.002481065835729314,0.009832617031626256,0.020107870499296222
MVP,GARCH,4,0.001518906352690313,0.005801353404419087,
HRP,GARCH,4,0.0021536005992282576,0.007294703162985556,
ERC,GARCH,4,0.0023438512207711116,0.007896933002118791,0.022715013823476276
MVP,DCC,4,0.001571171041480651,0.005724584398380814,
HRP,DCC,4,0.0020769605641409936,0.007087675674398319,
ERC,DCC,4,0.002344057976190825,0.007777042431638993,0.023329531067686742
Naive,N/A,5,0.0033537537929325756,0.010167776256858187,
MVP,Historical,5,0.0034110937313272375,0.009062746374358445,
HRP,Historical,5,0.003183778197988843,0.009550802607899084,
ERC,Historical,5,0.0032742970614937335,0.009755718831681179,0.020445172798109385
MVP,GARCH,5,0.003689949287729175,0.007136466227668913,
HRP,GARCH,5,0.0032813017805776385,0.007927630446143153,
ERC,GARCH,5,0.0032810135269599116,0.008438879359435162,0.023819261394215727
MVP,DCC,5,0.0036172289542205282,0.007073095404590139,
HRP,DCC,5,0.003272004919441528,0.0078623326616562,
ERC,DCC,5,0.0032676138093374694,0.008376263741996464,0.023943539177646276
Naive,N/A,6,0.004464409287667437,0.01010793635129421,
MVP,Historical,6,0.0047152804628937195,0.009011801891011043,
HRP,Historical,6,0.004610647104500954,0.009438677174403684,
ERC,Historical,6,0.004507877705861725,0.00969826853238049,0.02180694592510278
MVP,GARCH,6,0.004505954793551903,0.007324640656834265,
HRP,GARCH,6,0.004490131060524087,0.008048471484690888,
ERC,GARCH,6,0.0044497833145514505,0.008396789810810037,0.021917432244908008
MVP,DCC,6,0.004440191441469938,0.007211427703128823,
HRP,DCC,6,0.004485608020432889,0.007962887869487432,
ERC,DCC,6,0.0044422308463103865,0.008317336280047322,0.022233952648238735
Naive,N/A,7,-0.0005257555798960727,0.01010432846201354,
MVP,Historical,7,-0.0008478356593363249,0.009028304670952364,
HRP,Historical,7,-0.0007539672344278601,0.009501483193155495,
ERC,Historical,7,-0.0006965870683764568,0.00970231807708803,0.01997590319989174
MVP,GARCH,7,-0.001505455200244712,0.00806110259559932,
HRP,GARCH,7,-0.0009606199789084634,0.00858303312467823,
ERC,GARCH,7,-0.0007651756489500933,0.008817691010578716,0.021478308878838902
MVP,DCC,7,-0.0014797205952167228,0.007998936794155576,
HRP,DCC,7,-0.0010046800956921194,0.008484096721495917,
ERC,DCC,7,-0.0007708948508053459,0.00876768245193267,0.021298249741258327
Naive,N/A,8,0.0026950380242643556,0.01009889772598775,
MVP,Historical,8,0.002626255207887935,0.009026574080485565,
HRP,Historical,8,0.002703422744410875,0.009532559124262338,
ERC,Historical,8,0.002663875384908978,0.009709357222853258,0.028971144532308566
MVP,GARCH,8,0.0030483764837742,0.008101122604371555,
HRP,GARCH,8,0.002900019320614192,0.008819389258716039,
ERC,GARCH,8,0.0027711338033696354,0.009070420632054339,0.02693915420433471
MVP,DCC,8,0.0029612957844950224,0.007965592290924011,
HRP,DCC,8,0.002922374447888639,0.008585487387619172,
ERC,DCC,8,0.0027568470819843063,0.008938514878330904,0.02653763428312261
Naive,N/A,9,0.004852149151546589,0.01007246529532572,
MVP,Historical,9,0.005530940828225859,0.008949405492632964,
HRP,Historical,9,0.004923202342527417,0.009444021188590416,
ERC,Historical,9,0.004866926190813549,0.009651006823896512,0.03293585100076185
MVP,GARCH,9,0.005427835689545092,0.007605937138806332,
HRP,GARCH,9,0.004942615981104166,0.008442529732678205,
ERC,GARCH,9,0.004871852507400526,0.008788779752586738,0.03424378633141165
MVP,DCC,9,0.005324878306281407,0.007538829200827421,
HRP,DCC,9,0.004844816161431892,0.00829503394048559,
ERC,DCC,9,0.00485801288864701,0.008708088951687462,0.03414858346331794
Naive,N/A,10,0.0034358945835633527,0.010005953275997239,
MVP,Historical,10,0.004115882900150923,0.008984718677390133,
HRP,Historical,10,0.003863787806000241,0.00945390245294116,
ERC,Historical,10,0.003597136030314706,0.009637809753032653,0.030497964765085733
MVP,GARCH,10,0.0032507546463398313,0.00891357802747918,
HRP,GARCH,10,0.003450754607124947,0.009461812251468004,
ERC,GARCH,10,0.00337366792289136,0.00963050566597023,0.024636470965603504
MVP,DCC,10,0.003170320713851613,0.008743225248565842,
HRP,DCC,10,0.0033542666934034205,0.009246821998505737,
ERC,DCC,10,0.003354854649084292,0.009482197963925326,0.024490220185334328
Naive,N/A,11,-0.0014026472372975598,0.010101944803322941,
MVP,Historical,11,-0.001392272883101726,0.009101331900434037,
HRP,Historical,11,-0.0015428046074875059,0.009564749095334037,
ERC,Historical,11,-0.0015448740124668788,0.009744520462749364,0.01622276312375191
MVP,GARCH,11,-0.0017707996748603288,0.00912097281503347,
HRP,GARCH,11,-0.0014204118499872808,0.009839664564080936,
ERC,GARCH,11,-0.0014420150919152181,0.010151986735803274,0.01400737454075541
MVP,DCC,11,-0.0017101451678673552,0.008949531838267912,
HRP,DCC,11,-0.0015513236385161387,0.009554796693405539,
ERC,DCC,11,-0.001443532953750925,0.00997943736581712,0.013791032062286327
Naive,N/A,12,0.0024299931681824307,0.01013360218772737,
MVP,Historical,12,0.002350351053314046,0.009149058064436732,
HRP,Historical,12,0.002567118111683926,0.00959716450202095,
ERC,Historical,12,0.0024896378441698237,0.009777506638592441,0.024590744452277647
MVP,GARCH,12,0.0008700179937494752,0.009005970565871428,
HRP,GARCH,12,0.002153051534327376,0.00951518476607095,
ERC,GARCH,12,0.0022929618903855635,0.009749193767835427,0.023370575912548944
MVP,DCC,12,0.0007869952383309677,0.008860479658936037,
HRP,DCC,12,0.0019415605951340858,0.0093178926150592,
ERC,DCC,12,0.0022726234772265006,0.009627276484101603,0.023112244150143228
Naive,N/A,13,-0.0023410606062612203,0.010156879225642106,
MVP,Historical,13,-0.002029908200960857,0.00917316935191841,
HRP,Historical,13,-0.0024337643258574245,0.009591913714748853,
ERC,Historical,13,-0.0023528547202211017,0.009805142825214185,0.0195087305457482
MVP,GARCH,13,-0.003242117051019424,0.009078938734410423,
HRP,GARCH,13,-0.0027276706218031257,0.009420240315239059,
ERC,GARCH,13,-0.002486037127987835,0.00963075406428208,0.019281740724985664
MVP,DCC,13,-0.0031676740418608664,0.008912445640549766,
HRP,DCC,13,-0.0027109611717399057,0.009252309199703341,
ERC,DCC,13,-0.0024905049514372616,0.009476522325008242,0.019039372061048915
Naive,N/A,14,0.002083453747866262,0.010279151301942069,
MVP,Historical,14,0.0027452638264418394,0.009280250118002806,
HRP,Historical,14,0.0023780940326499286,0.009717737376988318,
ERC,Historical,14,0.0021354415762379207,0.009935683312142079,0.02349767753891687
MVP,GARCH,14,0.0039951007444304545,0.009504278516816652,
HRP,GARCH,14,0.002937910696313107,0.010131260070208089,
ERC,GARCH,14,0.0023730431294818376,0.010502490417274751,0.023846471309262672
MVP,DCC,14,0.003944452037585812,0.009292903869820542,
HRP,DCC,14,0.002920062677726672,0.009930168239489981,
ERC,DCC,14,0.0024093052963640857,0.010294849015838324,0.024977980108220645
Naive,N/A,15,-0.0033634663860149607,0.010108586502127868,
MVP,Historical,15,-0.003799280173774478,0.00913993855961452,
HRP,Historical,15,-0.003647858971035738,0.009566765807186111,
ERC,Historical,15,-0.003457338307473297,0.00976954744964354,0.013728323448126164
MVP,GARCH,15,-0.0024783468726675625,0.008907718793498377,
HRP,GARCH,15,-0.0032261395631853285,0.009444274929561661,
ERC,GARCH,15,-0.003269228272658154,0.009651399617897715,0.011060044692518393
MVP,DCC,15,-0.002371948006139408,0.008705105410722466,
HRP,DCC,15,-0.003239388911477273,0.009265149248725688,
ERC,DCC,15,-0.0032463410016164065,0.009479778929543376,0.01169880721751831
Naive,N/A,16,0.0006540037883400443,0.010119599251364682,
MVP,Historical,16,0.0012951468167503638,0.009177238584073516,
HRP,Historical,16,0.0009799613669171463,0.009605002940843434,
ERC,Historical,16,0.0007918583475650438,0.00978728097451538,0.020808750738872252
MVP,GARCH,16,-0.0009314180592944826,0.009865509970771869,
HRP,GARCH,16,0.0003934994209071666,0.010467823548780212,
ERC,GARCH,16,0.0004937464980684298,0.010649820442470228,0.014517875957051464
MVP,DCC,16,-0.0008112798278419357,0.009714863863044024,
HRP,DCC,16,0.0004145250090551804,0.010306002243418336,
ERC,DCC,16,0.0005041106063932219,0.010506674650767177,0.014392309556445217
Naive,N/A,17,0.00038022987687431187,0.009935777839378093,
MVP,Historical,17,0.0005349446911322013,0.008967916670041709,
HRP,Historical,17,0.0004213786511421034,0.009391282762676033,
ERC,Historical,17,0.0004085429171638908,0.009591612943213526,0.015386931479061868
MVP,GARCH,17,0.0006138678360754953,0.009098002880485515,
HRP,GARCH,17,0.00043700531516781835,0.009537803093006246,
ERC,GARCH,17,0.0004095892099330469,0.009762910295550322,0.011867152657575373
MVP,DCC,17,0.0006272932961720256,0.009066917902287306,
HRP,DCC,17,0.0004434537678753543,0.009539358152028988,
ERC,DCC,17,0.00041733226928567635,0.00976405239951069,0.012092389442521095
Naive,N/A,18,0.0023796577034452485,0.00966234185034449,
MVP,Historical,18,0.0021799261888318993,0.008751646164601766,
HRP,Historical,18,0.0021393815489991926,0.009139148262042884,
ERC,Historical,18,0.0022466782820151467,0.009329717379447737,0.02064536202556698
MVP,GARCH,18,0.0021079374837648535,0.00866610035446103,
HRP,GARCH,18,0.0021577524811110275,0.009122674512337746,
ERC,GARCH,18,0.0022780226813995247,0.0093034135637095,0.019767847844387367
MVP,DCC,18,0.002119237854484248,0.0087142980878705,
HRP,DCC,18,0.0021543340067059894,0.009236943214588655,
ERC,DCC,18,0.002273235791732887,0.0094160328436237,0.019838109968367355
Naive,N/A,19,0.0035521204781056026,0.009503156779970639,
MVP,Historical,19,0.0034498140374715556,0.008636982572277166,
HRP,Historical,19,0.0035371668977982303,0.009028672891193815,
ERC,Historical,19,0.0034584923294743784,0.009195198700049537,0.014624662763225608
MVP,GARCH,19,0.002565165959542306,0.007855775922814588,
HRP,GARCH,19,0.0033231266928670585,0.008443819878215901,
ERC,GARCH,19,0.0033655657185453595,0.008728725375382832,0.018517380273420446
MVP,DCC,19,0.002644886464070681,0.008250307727555004,
HRP,DCC,19,0.0033021716082592334,0.008745202363523372,
ERC,DCC,19,0.003388043590590518,0.008967053359970573,0.014589478146097314
Naive,N/A,20,0.0033332615748428215,0.009506423370817176,
MVP,Historical,20,0.002433143513987585,0.008623727553649556,
