Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1483010118142098,0.1726809894154604,0.153393349637745,1.1257397391951165,-197.0800404077139,0.0173429675431761,0.0990166591924262,0.7774662787745489,0.8879970396734406,1.098605874879207,-0.437203030329932,0.3392039888248158,-0.0250443526536125,-0.8524214053446689,25.83226521542463
ERC,GARCH,0.1488716374698584,0.1728870379454743,0.1608420279428476,1.0748872055188627,-196.62219971545483,0.0174820612260749,0.099156409346296,0.7796262753152761,0.8900272703521079,1.1017397618157976,-0.4360548845526806,0.3414057329562443,-0.0250653422120864,-0.8601299869933546,25.84536578575993
ERC,Historical,0.1511325259001075,0.1750392432055757,0.1703846133567086,1.0273183696412913,-194.6123266487599,0.0176753883176601,0.0498349461984309,0.7833879813837907,0.8924345806135875,1.110252004236443,-0.4372414869286752,0.3456500135925137,-0.0253534958669813,-0.781917734729709,25.650291931930916
HRP,DCC,0.1324247312399922,0.1636342508505086,0.1428274636250673,1.1456777758097043,-197.0800404077139,,0.2134747462478408,0.7260561622834372,0.8426788695469986,1.019964415571213,-0.4077222705644382,0.3247915083389177,-0.0236920227243888,-1.0301910698606491,28.949649953055175
HRP,GARCH,0.1335192421220956,0.1636693693740784,0.1497210516679415,1.0931620340008843,-196.62219971545483,,0.2013846767711793,0.7318367786123775,0.8484432906222055,1.0278142021179093,-0.4164668306469933,0.3205999428926179,-0.0236959825597335,-1.0387515390434696,28.858715381725265
HRP,Historical,0.1373132693658698,0.1668334369275632,0.1607099717253517,1.0381025840305438,-194.6123266487599,,0.0971785862857919,0.7410799760864611,0.8554781315933754,1.046158201607266,-0.4146606572285947,0.3311461238777992,-0.0241000145796659,-0.8897758279518518,28.52029020776768
MVP,DCC,0.1048920226962759,0.1512750230622759,0.1251947002324765,1.2083181059691053,-197.0800404077139,,0.5251131651062471,0.609591771769798,0.7356995718549975,0.8538990193302541,-0.3862559844384781,0.2715608998233732,-0.0217368641494817,-0.994154000701296,27.702238075134417
MVP,GARCH,0.1042688739883859,0.1525311385987762,0.1288634077106434,1.183665256946158,-196.62219971545483,,0.5379596388728496,0.6021519485761593,0.7272249121500266,0.8436820382050272,-0.3950188177145253,0.2639592579200609,-0.0218708591998488,-1.024643244072766,28.27858717873359
MVP,Historical,0.1056999819988784,0.1530374579703497,0.1413647350678355,1.0825716745899383,-194.6123266487599,,0.0780442150200053,0.6090891988968864,0.7337458513267295,0.858450474550809,-0.3493662410786292,0.302547783874428,-0.0218750404677373,-0.8985325283305152,31.25374608004696
Naive,,0.1645320624388921,0.1862177361435115,0.1839746981484494,1.0121921004227017,-194.6123266487599,,0.0510847091110599,0.8093865658071769,0.9118959833290995,1.1520542160415828,-0.4646284813822628,0.3541153180050687,-0.0269380572505779,-0.6514688941534561,22.161331915866494
