Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,0.003112938888839548,0.006594109849573199
HRP,Historical,0,0.0029641643205739697,0.007194019743462373
MVP,GARCH,0,0.001692771930220042,0.004829188995354951
MVP,Historical,0,0.0016658268555704338,0.005816609868281854
ERC,GARCH,0,0.004139470501494826,0.0103720837215347
ERC,Historical,0,0.003585754510625131,0.008409957582221093
Naive,N/A,0,0.0040626171905700555,0.009365885758470952
HRP,GARCH,1,-0.0009803783989241245,0.007460123516037329
HRP,Historical,1,0.0008473178216465826,0.007205567006780614
MVP,GARCH,1,-0.0023882240016062243,0.005684506047074257
MVP,Historical,1,-0.0009428095642345556,0.005796768974438018
ERC,GARCH,1,0.001081144562008872,0.009706670195737368
ERC,Historical,1,0.0022659061969780986,0.008401902454015895
Naive,N/A,1,0.0028742037736216226,0.00936737158086966
HRP,GARCH,2,0.0029782687759020037,0.006763638032925423
HRP,Historical,2,0.0021247431370494717,0.007097125432822109
MVP,GARCH,2,0.004181364906698458,0.005036164810422957
MVP,Historical,2,0.003810563827362768,0.005699049664131312
ERC,GARCH,2,0.0015384328083823898,0.009752059519018001
ERC,Historical,2,0.0012298340136602652,0.008357963272595996
Naive,N/A,2,0.000956559185666643,0.009393951094464252
HRP,GARCH,3,-0.005121045467840781,0.007862289732858586
HRP,Historical,3,-0.004418167813991196,0.006966728775306315
MVP,GARCH,3,-0.0007625450693470341,0.0060049189623942525
MVP,Historical,3,-7.748020904398321e-05,0.005391148708320813
ERC,GARCH,3,-0.007967973890369632,0.009642526477100316
ERC,Historical,3,-0.007367020839627665,0.008282351830160784
Naive,N/A,3,-0.009549985191236657,0.009333121191118798
HRP,GARCH,4,0.0026495639053692598,0.006771484758382368
HRP,Historical,4,0.0040476657651529625,0.007150153452888145
MVP,GARCH,4,0.0008529907648185773,0.004867988353211229
MVP,Historical,4,0.0017405934858419187,0.005458278255029679
ERC,GARCH,4,0.005172826350994411,0.010953106680538288
ERC,Historical,4,0.005474329133197823,0.008669506077201801
