Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.0736815036273352,0.1847552328909041,0.1530755083692533,1.212043899203243,-142.09497839649146,0.0001448757741296,0.0322381338046633,0.4710978767597211,0.0747529125294892,0.401282839651634,0.4775317679612847,0.5566134314534548,-0.5235004638175691,0.1407477332303033,-0.0285942047374746,-0.3502328756096597,13.774190402566909
ERC,GARCH,0.0743383260926517,0.1847719651443117,0.1521820377282433,1.219165862958654,-140.8362258577319,0.0001464008742189,0.0320303106260022,0.47588939954886206,0.0739016741057177,0.4045659586118142,0.4808085795589984,0.5615015391140217,-0.516683899968059,0.1438758322007853,-0.0285679059364539,-0.3415444540336703,13.608756309638869
ERC,Historical,0.0762500954923086,0.1900874911043795,0.1823218072649342,1.0468823576557529,-138.24737034842403,0.0002078944208848,0.0334432137829064,0.4905834727449321,0.0132875691872403,0.4078672672994897,0.4819763978001449,0.5671763783823154,-0.5269063784954136,0.144712796436516,-0.0294195860504817,-0.3299255754495191,12.98072838578494
HRP,DCC,0.0724759709668427,0.1731881722969182,0.1420020142294543,1.2247903831868474,-142.09497839649146,0.0001448757741296,,0.6414690724713744,0.1738811564440263,0.4096035695256773,0.4909494899642982,0.5666045059202064,-0.4925762979462161,0.147136537565915,-0.0267174391540702,-0.3872996494131328,15.09084182833955
HRP,GARCH,0.0716491731908723,0.1737563122819474,0.1416913844995966,1.231413430607464,-140.8362258577319,0.0001464008742189,,0.6430271864037526,0.1520039499241604,0.4043811641785014,0.4854619305640351,0.559878959311605,-0.4913948207851175,0.1458077500214515,-0.0267638923771201,-0.3674189886059953,14.979776309203205
HRP,Historical,0.0750256448726724,0.1809562336583283,0.1721951067763548,1.055369295368621,-138.24737034842403,0.0002078944208848,,0.6692546950147636,0.0186555858912565,0.4127730901543752,0.4906260099410804,0.5729175684140533,-0.5057278230640989,0.1483518237499923,-0.0279907966872616,-0.3678302049430784,14.037966226990722
MVP,DCC,0.0710628803696777,0.1481115217662157,0.1157845102122611,1.2835392397360084,-142.09497839649146,0.0001448757741296,,1.363418679699302,0.5483664467783742,0.4427058451359468,0.5378431464810285,0.6132715045500797,-0.429368960404115,0.165505397276027,-0.0222779876406088,-0.3907237154484154,19.402225749615265
MVP,GARCH,0.0713320335012184,0.1497722397204658,0.1158101314593118,1.2972409823497868,-140.8362258577319,0.0001464008742189,,1.3870150829398982,0.5583457475648544,0.4410885720350026,0.5351775850747471,0.6125629742362066,-0.4171687376793325,0.1709908414950537,-0.0224801413078001,-0.3114781926519814,18.778205475530452
MVP,Historical,0.0605969128960222,0.1525517028222399,0.1400600617062632,1.0921253619549216,-138.24737034842403,0.0002078944208848,,1.4142793402022062,0.0106227856456442,0.3697604386980598,0.4620954211339905,0.5152659564558958,-0.4398845401691699,0.1377564050619237,-0.0229719006695756,-0.1967635994058682,15.579369633250137
Naive,,0.0754250863344281,0.1996065846268152,0.1932464151046428,1.0370859995836892,-138.24737034842403,0.0002078944208848,,,0.0135833553007327,0.393902924670496,0.4644741894767263,0.548173909342115,-0.5450960529927935,0.1383702668920725,-0.0308830208703982,-0.3145208319486343,12.080180079913742
