Model,Covariance Type,#Rolling Windows,Sharpe Ratio,Mean Return,Std Dev
HRP,GARCH,1,0.2851075694482086,0.0026806009628496776,0.009402068728086238
HRP,Historical,1,0.2859343046170774,0.0027995824174959823,0.00979099874443249
MVP,GARCH,1,0.2163695933138808,0.0019624709569531196,0.009069994202495092
MVP,Historical,1,0.24685506703518634,0.002647675205461797,0.010725626325038738
ERC,GARCH,1,0.23460535682419845,0.00263273235559981,0.011221961813824432
ERC,Historical,1,0.23296618693629495,0.0026925417906522287,0.011557650601838238
Naive,N/A,1,0.18219373548271897,0.002492554807392121,0.01368079314466078
HRP,GARCH,2,0.13343532298512786,0.001847343625419993,0.013844487232409143
HRP,Historical,2,0.12870533297323972,0.0018068692786776567,0.014038806605265837
MVP,GARCH,2,0.09754375274968927,0.0013944415832086619,0.01429554988300472
MVP,Historical,2,0.17323215478698503,0.0029044361233583533,0.016766149026604178
ERC,GARCH,2,0.14433920583389465,0.0022510769764314898,0.01559574173507665
ERC,Historical,2,0.14242511676657157,0.0022467360420356935,0.015774858346916394
Naive,N/A,2,0.15153612653412465,0.002669547171020477,0.01761657257630455
HRP,GARCH,3,0.1786688532418423,0.002538117949735024,0.014205710193368075
HRP,Historical,3,0.16966920357867873,0.002402140435648282,0.014157786946494182
MVP,GARCH,3,0.3067035740126441,0.004097356302813683,0.013359336668977866
MVP,Historical,3,0.28054242923339,0.0020065728940860195,0.007152475650721279
ERC,GARCH,3,0.19778146179041253,0.0031315827026425743,0.015833550193703635
ERC,Historical,3,0.190563639090118,0.0030014844031914937,0.015750561951496343
Naive,N/A,3,0.20204342044268772,0.0035434122660112466,0.017537875067881174
HRP,GARCH,4,-0.028791734761028417,-0.0007011952241544718,0.024354045700073188
HRP,Historical,4,-0.027847164773515145,-0.0006735585556472331,0.024187688805139707
MVP,GARCH,4,0.04848036163334368,0.0007916936263021542,0.016330192259903554
MVP,Historical,4,0.29369098835287344,0.0033768405492439176,0.011497937230496842
ERC,GARCH,4,-0.03350793679845317,-0.0009068641540686779,0.027064159739925903
ERC,Historical,4,-0.03296353240435732,-0.0008844284257765478,0.026830511212434217
Naive,N/A,4,-0.03913503326033188,-0.0011866513691357566,0.030321971652406188
HRP,GARCH,5,0.29299237593017535,0.003412414500108423,0.011646768927945259
HRP,Historical,5,0.29188547074394694,0.0035109477572354475,0.012028511553818946
MVP,GARCH,5,0.1336898783252638,0.002341918202809408,0.017517543079152074
MVP,Historical,5,-0.0628688800699948,-0.001258716422263652,0.020021295446368145
ERC,GARCH,5,0.2814459036354134,0.003613963080363288,0.012840702364760072
ERC,Historical,5,0.283161323205948,0.003700070836369689,0.013067006448753473
Naive,N/A,5,0.27033845806566104,0.0039090719454969725,0.014459918035589001
HRP,GARCH,6,0.3111275208037313,0.002257750695165555,0.007256673049472254
HRP,Historical,6,0.32958237655848277,0.0023202904195773716,0.007040092506783801
MVP,GARCH,6,-0.07429394336367681,-0.0007002686793971637,0.009425649624886292
MVP,Historical,6,0.16025285366046899,0.0018298811571135782,0.01141871183767239
ERC,GARCH,6,0.3396979657616042,0.0027881065635521956,0.008207604532753822
ERC,Historical,6,0.34843667398660966,0.002779239626782041,0.007976312008100636
Naive,N/A,6,0.3784419256778038,0.003440299514271825,0.00909069339532114
HRP,GARCH,7,0.24174559253002476,0.001882005568703321,0.007785066726581897
HRP,Historical,7,0.26339065077559287,0.0020027571886190604,0.007603752003807442
MVP,GARCH,7,0.06610839633577446,0.0012203777410516275,0.018460253291475198
MVP,Historical,7,0.13063666602416316,0.0019396764530603139,0.014847871674109798
ERC,GARCH,7,0.22260618431165086,0.0019428130233001626,0.008727578837523243
ERC,Historical,7,0.23402861194078503,0.0020118924240320607,0.008596779715726036
Naive,N/A,7,0.19437170211629667,0.0019186316903288,0.009870941445894435
HRP,GARCH,8,0.06536910443766147,0.0008167278902017558,0.012494096365976978
HRP,Historical,8,0.07542270910416744,0.0009694103218659217,0.012853029722481256
MVP,GARCH,8,0.20373785399426914,0.0020068986402982303,0.009850396482308494
MVP,Historical,8,0.15502890426523697,0.0010920979977621908,0.007044479885465321
ERC,GARCH,8,0.04497080782183269,0.0005990064558634355,0.013319895391619502
ERC,Historical,8,0.053750598089842686,0.0007289212587178709,0.013561174844966349
Naive,N/A,8,0.021168686539746934,0.0003041450652532597,0.014367687134588542
HRP,GARCH,9,-0.1245928939719177,-0.0035573224709152906,0.028551567890517774
HRP,Historical,9,-0.12461275677925426,-0.0035471576086551957,0.028465445274907297
MVP,GARCH,9,-0.1045932977180672,-0.0025743223659359725,0.024612689551820967
MVP,Historical,9,-0.0727253887950446,-0.0015738411668765825,0.021640876631295807
ERC,GARCH,9,-0.12962944514251404,-0.003975938570821276,0.030671569769122647
ERC,Historical,9,-0.1281043798889079,-0.00389818937840204,0.030429790002360176
Naive,N/A,9,-0.13586248751117294,-0.004471639256570464,0.03291297942857648
HRP,GARCH,10,0.23076947645979437,0.004525944631954045,0.019612405857940985
HRP,Historical,10,0.22905343276979842,0.004512379542677816,0.019700117514557462
MVP,GARCH,10,-0.018891766051938666,-0.00022576646442091104,0.011950521925807088
MVP,Historical,10,-0.011818888528149983,-0.0001472814576143788,0.01246153200138802
ERC,GARCH,10,0.2066094633742196,0.004687413801018993,0.0226873141455721
ERC,Historical,10,0.2071869047040182,0.004675768497174033,0.022567876593618277
Naive,N/A,10,0.18831374783272645,0.004857206189834997,0.0257931576729571
HRP,GARCH,11,0.16531135413971482,0.0022977139029578715,0.013899310878646194
HRP,Historical,11,0.1663912616797793,0.00238189704392218,0.01431503685876336
MVP,GARCH,11,0.2420552772622042,0.003955643798699358,0.016341902739903675
MVP,Historical,11,0.126202531541879,0.0016655774142036398,0.01319765454665967
ERC,GARCH,11,0.17312315133807019,0.0026909134905228663,0.015543348591593759
ERC,Historical,11,0.17334203699446304,0.002735130596348825,0.01577880728629139
Naive,N/A,11,0.18282528162344175,0.003194616430755536,0.01747360322592236
HRP,GARCH,12,0.09072877393845483,0.0008966886477973025,0.009883178278211545
HRP,Historical,12,0.08152314951941993,0.0008099676302628347,0.009935431040601411
MVP,GARCH,12,0.4223603518494642,0.003895390013101424,0.009222906449537672
MVP,Historical,12,0.1429505373879332,0.0016595002969296696,0.011608912615880464
ERC,GARCH,12,0.07749119642224334,0.0008462347331415472,0.01092039834474205
ERC,Historical,12,0.07110299169805488,0.0007741737279104872,0.010888061239365062
Naive,N/A,12,0.06792406898951246,0.000838363526646531,0.012342657604566874
HRP,GARCH,13,0.09761261856428947,0.0014598487949818635,0.014955533582170834
HRP,Historical,13,0.09293863699062908,0.0014071770755547796,0.015140926541634821
MVP,GARCH,13,0.228257420076791,0.0025816714349972216,0.011310350542508929
MVP,Historical,13,0.31806058196217957,0.004332518711988103,0.013621677622734403
ERC,GARCH,13,0.06617998506470897,0.0011110743717990944,0.016788676677891606
ERC,Historical,13,0.06423719744514127,0.001081240483206286,0.016831999623421745
Naive,N/A,13,0.03297617005907685,0.0006307750996070642,0.019128209809599776
HRP,GARCH,14,0.25948222896205403,0.0017760116360441103,0.006844444196229828
HRP,Historical,14,0.2637226123788212,0.001901238178577302,0.007209234587158915
MVP,GARCH,14,0.2777317403474456,0.0025459901480906853,0.009167083837467128
MVP,Historical,14,0.3379328879817162,0.005162711238468413,0.01527732701395947
ERC,GARCH,14,0.2449864040057095,0.001857670868377997,0.007582750871083863
ERC,Historical,14,0.25088082747015833,0.0019601984931312626,0.007813265417280337
Naive,N/A,14,0.23900196290160122,0.0021276791786767986,0.008902350226942609
HRP,GARCH,15,0.021510611901835466,0.00018263522402086455,0.008490470882666084
HRP,Historical,15,0.028586262964476482,0.00024363254920323468,0.008522714196885108
MVP,GARCH,15,-0.39643378837029286,-0.0037044161059434995,0.009344350089764178
MVP,Historical,15,-0.2314730603470732,-0.002951418284135158,0.01275059084504162
ERC,GARCH,15,0.029501391120996284,0.00026247335655721707,0.008896982365364238
ERC,Historical,15,0.038312879217810306,0.0003455897806026155,0.009020198629237006
Naive,N/A,15,0.05739422148777046,0.0005590847364797503,0.009741132852527321
HRP,GARCH,16,0.44964128079503607,0.004320983532004617,0.00960984615194682
HRP,Historical,16,0.44308049834587865,0.00437283760664542,0.009869171906617935
MVP,GARCH,16,0.2642069780133717,0.0031014722291805184,0.011738797561295112
MVP,Historical,16,0.7017448089604585,0.0041454589957327795,0.005907359688023521
ERC,GARCH,16,0.43838120270076214,0.0044368721430108485,0.010121036476190896
ERC,Historical,16,0.436031693245565,0.004485791860371353,0.010287765613966594
Naive,N/A,16,0.417747294202371,0.004683993575231846,0.011212504880911951
HRP,GARCH,17,0.5493380188802784,0.003300696358184336,0.006008497946150133
HRP,Historical,17,0.5315100247955467,0.0033269255256709006,0.006259384339835646
MVP,GARCH,17,0.1088715533646814,0.001637102305551878,0.015037006958724664
MVP,Historical,17,0.17928420931581274,0.003986758882576851,0.02223708879767596
ERC,GARCH,17,0.5872169854167095,0.0033689923128505926,0.00573721877349961
ERC,Historical,17,0.5815068008976039,0.003366596388016838,0.0057894359667336965
Naive,N/A,17,0.5886930415733961,0.003499458262314423,0.005944453246740345
HRP,GARCH,18,0.20531506160565552,0.0015589909166177005,0.007593163913186373
HRP,Historical,18,0.20371439633086896,0.0015156202709942753,0.007439927164168772
MVP,GARCH,18,0.21626009715727565,0.0018853834929469804,0.008718129316180927
MVP,Historical,18,0.13707722275616332,0.0012481017710097486,0.009105099635917675
ERC,GARCH,18,0.2219637864906675,0.001731829503986181,0.007802306544536245
ERC,Historical,18,0.22886619010110465,0.0017584103417725653,0.007683137212166482
Naive,N/A,18,0.24900829370291638,0.002004484237328413,0.008049869373908876
HRP,GARCH,19,0.03107553636422374,0.00033957497550653215,0.01092740513072765
HRP,Historical,19,0.020817759553365445,0.00022732038534840747,0.010919541306339008
MVP,GARCH,19,0.03393111385258613,0.0005387998727567668,0.015879227398710963
MVP,Historical,19,-0.18867798713461828,-0.00400674160864481,0.021235872130573843
ERC,GARCH,19,0.05647822782286187,0.0006221478977930349,0.011015712103154822
ERC,Historical,19,0.054240058339550166,0.0005932701176740072,0.01093785913650858
Naive,N/A,19,0.09134471811413446,0.0010043469981177355,0.010995129426781004
HRP,GARCH,20,0.23413218328236673,0.0025650596484833726,0.010955604703817562
HRP,Historical,20,0.22198362269805344,0.0023940513288335497,0.010784810607807704
MVP,GARCH,20,0.3068111719113364,0.0034278825340078424,0.011172613150470436
MVP,Historical,20,0.17975995460196417,0.002531012346935527,0.014079956531697253
ERC,GARCH,20,0.2178688198726386,0.0023703982752752754,0.010879933515318801
ERC,Historical,20,0.21257412677331652,0.0022940878608454663,0.010791943006741462
Naive,N/A,20,0.21611767398053722,0.0024377382229633176,0.011279680083836417
HRP,GARCH,21,0.22399216991917048,0.003226114746969501,0.014402801437807726
HRP,Historical,21,0.2265001746473247,0.003131940977282911,0.013827543321587032
MVP,GARCH,21,0.25594595906488515,0.004475474759781748,0.017486014532650487
MVP,Historical,21,0.049647902075973714,0.0005201884390119241,0.010477551261197414
ERC,GARCH,21,0.25550092623598564,0.0036237116132588824,0.014182772902795475
ERC,Historical,21,0.2596363910007803,0.0035986362003520185,0.013860292027943045
Naive,N/A,21,0.2725704237334129,0.003986555829349155,0.0146257828518042
HRP,GARCH,22,0.12416092744809273,0.0012761510746974985,0.01027820185404955
HRP,Historical,22,0.123409946819728,0.0012580851734765568,0.010194357958149955
MVP,GARCH,22,0.32523432456850065,0.002857730143306313,0.008786680640482089
MVP,Historical,22,0.4104362913911383,0.004389222351573528,0.010694040570088572
ERC,GARCH,22,0.11053814241831345,0.0012033726959769793,0.010886492839937666
ERC,Historical,22,0.10896405781416146,0.0011844120128124598,0.010869749498797834
Naive,N/A,22,0.08506126453745409,0.0009948600544869865,0.011695806074560892
HRP,GARCH,23,-0.00026401786996131714,-2.3419243209586783e-06,0.008870325032551047
HRP,Historical,23,0.0009840442460142449,8.690105765979411e-06,0.008831011208263916
MVP,GARCH,23,0.08492976232874082,0.0010085586115588662,0.011875208217997838
MVP,Historical,23,0.1980957931276493,0.0023604034761283265,0.011915464931692547
ERC,GARCH,23,0.010261368331863849,9.429982907723006e-05,0.009189790876564479
ERC,Historical,23,0.013335090008917428,0.0001219212901493069,0.009142892179038598
Naive,N/A,23,0.026688409115724496,0.00025374810766708243,0.009507801928799759
HRP,GARCH,24,0.16444907126836011,0.0032040033989929077,0.019483256270656456
HRP,Historical,24,0.17617098299483794,0.003296014428511288,0.01870917884705148
MVP,GARCH,24,0.19742209201044222,0.005523778472968704,0.02797953570807332
MVP,Historical,24,0.24320476596420557,0.005613196752116513,0.02308012645172691
ERC,GARCH,24,0.14665225230259002,0.0030850667360860433,0.021036613401071904
ERC,Historical,24,0.15178243243517053,0.003140235004301342,0.020689054417694898
Naive,N/A,24,0.12696133669700163,0.0029122448554290254,0.022938045007979205
HRP,GARCH,25,0.2098824295331751,0.0021644860932414395,0.010312850380356921
HRP,Historical,25,0.2213034005641485,0.00223696695545992,0.010108145422788014
MVP,GARCH,25,0.13649061368150572,0.001703625869220875,0.012481633888731747
MVP,Historical,25,0.34524036862007457,0.005707261674448448,0.016531269785339323
ERC,GARCH,25,0.19907650977893615,0.00212400547275686,0.0106692922993047
ERC,Historical,25,0.20575048361591244,0.002169255219870255,0.010543135460715329
Naive,N/A,25,0.18530306578415795,0.002080804902566267,0.011229198468793819
HRP,GARCH,26,0.08136063870630815,0.000703306044282933,0.008644303381413886
HRP,Historical,26,0.0760844836607637,0.0006603859836232408,0.008679640734209224
MVP,GARCH,26,-0.003293105540352737,-4.6197159964774864e-05,0.014028448040516341
MVP,Historical,26,0.04940278362005285,0.0009254890406706474,0.018733540356519234
ERC,GARCH,26,0.09406262514186028,0.0008359192538804403,0.008886837387535708
ERC,Historical,26,0.09497568954472146,0.0008464603278716636,0.008912389390688114
Naive,N/A,26,0.10877495000577898,0.001002357586666983,0.009214967109741073
HRP,GARCH,27,-0.02095317414890744,-0.0001223338154055119,0.005838438345241871
HRP,Historical,27,-0.037375010737307646,-0.00021948804702008186,0.005872588199713597
MVP,GARCH,27,-0.10524719193547138,-0.0011643161622769001,0.01106268149169015
MVP,Historical,27,-0.23204242114468035,-0.001784934851435043,0.007692278173231616
ERC,GARCH,27,0.0050699075763980484,2.9464226794239843e-05,0.005811590517232448
ERC,Historical,27,-0.0024670667946072103,-1.4402207321109931e-05,0.005837785726998508
Naive,N/A,27,0.050488812066054795,0.0002989005941605511,0.005920135212717974
HRP,GARCH,28,-0.08440166470945747,-0.0016187580495501896,0.019179219451684614
HRP,Historical,28,-0.08541696457732824,-0.0016111501580265892,0.01886217996622919
MVP,GARCH,28,-0.0033209987978864517,-7.382697589513991e-05,0.02223035309200498
MVP,Historical,28,-0.058733673095656636,-0.0010996116741340744,0.018721997385438352
ERC,GARCH,28,-0.1046198857262415,-0.0020179933250896484,0.019288812170662514
ERC,Historical,28,-0.10684182336879368,-0.0020411858174038486,0.019104745249041093
Naive,N/A,28,-0.12219604235197953,-0.002397850915939714,0.019622983443545784
HRP,GARCH,29,0.20799330057108095,0.002419438065247917,0.011632288437199366
HRP,Historical,29,0.21413124019659166,0.0024520133422903253,0.011450983705316223
MVP,GARCH,29,0.026737134654162168,0.00029925923410190357,0.0111926441622389
MVP,Historical,29,0.08684336274263,0.001987959844686064,0.0228913273496514
ERC,GARCH,29,0.19259439425591438,0.002318757804352653,0.012039591356286043
ERC,Historical,29,0.19676151669516298,0.0023581560408561554,0.011984843786854823
Naive,N/A,29,0.1779407686960347,0.002333934773480876,0.013116357710400777
HRP,GARCH,30,-0.16674856030708857,-0.002171754352836746,0.013024126558197478
HRP,Historical,30,-0.15304009747543607,-0.0019979278337722214,0.013054930483776659
MVP,GARCH,30,-0.2836494369202963,-0.004854867542233521,0.01711573128769407
MVP,Historical,30,-0.24358825372723558,-0.00566523355954762,0.023257416861698986
ERC,GARCH,30,-0.18600415913656104,-0.002526199804149176,0.013581415683799218
ERC,Historical,30,-0.17854505678870883,-0.0024323937481228945,0.013623416922717733
Naive,N/A,30,-0.2388950938908563,-0.0033973938968504098,0.014221279480953145
HRP,GARCH,31,0.22283180410652564,0.0040264902155303225,0.018069638809751962
HRP,Historical,31,0.2276186026577235,0.004070957144629844,0.017884993129280637
MVP,GARCH,31,0.2698862608882563,0.004612240672858418,0.01708957194663596
