"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0741715811475134,0.173182203825522,0.145283836877748,1.19202663935183,-160.853421605923,0.000134937103049816,0.0285360935351729,0.0716072089830038,0.500065289828775,0.697233291636836,-0.543816018720568,0.13639094582395,-0.0263876029638168,-0.358601415877915,13.9118033628804
"ERC","GARCH",0.0746880951312143,0.173580333275472,0.150311635856294,1.15480303495216,-159.35656557599,0.000138117091167604,0.0284102802603648,0.0702209220762389,0.502082940879422,0.700451054873835,-0.544289479776281,0.137221272698332,-0.0264284252722196,-0.351093914350173,13.8092112217546
"ERC","Historical",0.0772795678241585,0.175820054599924,0.163639246159115,1.07443696256683,-159.012282559487,0.000182404960369451,0.0289398443828463,0.0148003774514988,0.511602755908305,0.715762722139458,-0.547036623522863,0.141269458937659,-0.0267107103823965,-0.318376311799691,13.4654056396409
"HRP","DCC",0.0724610225776854,0.161356671713547,0.133848102964342,1.20552079663417,-160.853421605923,0.000134937103049816,NA,0.182436025248989,0.514538564659952,0.715364815682694,-0.501048111672873,0.14461889165844,-0.0246036564273845,-0.39322574182035,15.3066344666976
"HRP","GARCH",0.0727179610574717,0.161667332789215,0.138468862917004,1.16753564219066,-159.35656557599,0.000138117091167604,NA,0.158406777636223,0.515346621299173,0.716512808354659,-0.508884967620042,0.142896657760515,-0.0246391242853306,-0.399263418821294,15.1498908512132
"HRP","Historical",0.0771902840034879,0.16505646970112,0.153159201551411,1.07767909488426,-159.012282559487,0.000182404960369451,NA,0.0485300157773588,0.5333143814861,0.745194906688388,-0.517166122989165,0.149256265196445,-0.025097326700232,-0.342106278262616,14.5534414382485
"MVP","DCC",0.0681058240446195,0.138307056930997,0.107481424039535,1.28679963227994,-160.853421605923,0.000134937103049816,NA,0.502585172641198,0.545833344825242,0.754525503989754,-0.427956086322815,0.159142085417722,-0.021003388223423,-0.521740275597313,19.5239069155322
"MVP","GARCH",0.0627993231342978,0.138952191409513,0.109869532614574,1.26470176128774,-159.35656557599,0.000138117091167604,NA,0.538666945762606,0.508080704309013,0.701725004432087,-0.430698401995628,0.145808117335284,-0.021163345298445,-0.493499030834663,18.3740595096625
"MVP","Historical",0.0666848573687064,0.136228679205805,0.12420878969754,1.09677164987707,-159.012282559487,0.000182404960369451,NA,0.0370005405577405,0.542173320792307,0.760184347921173,-0.385284025241596,0.173079735986694,-0.0203187267937153,-0.257932774221987,18.0232064978061
"Naive","N/A",0.0803597222304819,0.188692085392542,0.177150065647277,1.0651539117589,-159.012282559487,0.000182404960369451,NA,0.0144755076648788,0.504302402078011,0.707288501927298,-0.572388125746951,0.14039376188249,-0.0285704220056885,-0.288176763171453,11.9819228277322
