Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.0735649060520493,0.1730351208549537,0.1449960814210228,1.1982762966900664,-160.82879401629177,0.0001354303471418,0.0285005221382199,0.49967797729293817,0.0692393931341596,0.3926527309828206,0.4970810825186828,0.545341135699704,-0.5468202196736616,0.1345321614038931,-0.0263754458356253,-0.3660046354677534,13.834845870953862
ERC,GARCH,0.073743188451238,0.1731646195065418,0.1443502736559818,1.204458243190361,-160.5464889755127,0.0001363789374606,0.0285307626008529,0.500655195170902,0.0682561810940605,0.3934418338094513,0.4977922195361496,0.5467360484668856,-0.5448169836660808,0.1353540558794976,-0.0263771723462325,-0.3559769585952035,13.82089889744317
ERC,Historical,0.0767908493691078,0.1756028810539893,0.163638314340411,1.077151344166135,-159.01228255948735,0.0001824049603694,0.0289395629500724,0.5022973328730171,0.0148005594509567,0.4065302845429532,0.5094358517509777,0.5665634806608916,-0.548655185273224,0.1399619495637626,-0.026692326767041,-0.3242145103267868,13.388089406485436
HRP,DCC,0.0713939168831072,0.1614003987233459,0.1336701076196844,1.2124368528634049,-160.82879401629177,0.0001354303471418,,0.6673496756798133,0.1742648459561669,0.3963287639502914,0.5082828777734499,0.5485357420371461,-0.5121793474941989,0.1393924164111593,-0.024635394357391,-0.4108407931725187,15.146980490975196
HRP,GARCH,0.0721798646074167,0.1609620050115202,0.1330072885730404,1.2150393648152498,-160.5464889755127,0.0001363789374606,,0.6664623768083551,0.1535551893789185,0.4015129737676511,0.513774034334407,0.5562775602878608,-0.5093249132630501,0.1417167366602744,-0.0245337787106267,-0.3968752492854862,14.914420910836922
HRP,Historical,0.076860753902016,0.1648825521526983,0.1531592015514114,1.0804110556119046,-159.01228255948735,0.0001824049603694,,0.6769365831419708,0.0485300157773588,0.4222523133444854,0.5318480385181794,0.5877082073021691,-0.5181343965797949,0.1483413462016301,-0.0250783023161031,-0.3461309963160232,14.496184047714406
MVP,DCC,0.0680800759328654,0.138312905750542,0.1073548499911687,1.2939207032817197,-160.82879401629177,0.0001354303471418,,1.3967118992208305,0.4933734873451313,0.4150153326886804,0.5456424228935782,0.5720491040863359,-0.4370139911667158,0.1557846597796767,-0.020947704999866,-0.5264984184856631,19.01270285205447
MVP,GARCH,0.0687010220293,0.1388261598369872,0.1070679850089083,1.3018283368079826,-160.5464889755127,0.0001363789374606,,1.401383557622734,0.4955984088074362,0.4181587151482608,0.5483047423155786,0.5773894945249427,-0.4272020751106228,0.1608162179725136,-0.0210006420590074,-0.4705388002173981,18.910600527609596
MVP,Historical,0.0667019109611519,0.1361783500236853,0.1242061231894358,1.0987009886608683,-159.01228255948735,0.0001824049603694,,1.3975056100925594,0.03690775166009,0.4097745226800938,0.5424415523872823,0.5718586385259447,-0.3851432991697072,0.1731872555096975,-0.0203152230431508,-0.2605636861201837,17.982609342733163
Naive,,0.0796988595238565,0.1884402508400103,0.1771500656472771,1.067722770198383,-159.01228255948735,0.0001824049603694,,,0.0144755076648787,0.4055843595640896,0.5014796619794958,0.5666528829644859,-0.5745823269782178,0.1387074676365358,-0.0285555408274544,-0.2948469179331461,11.89885866662902
