Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1489552238588958,0.1714234022847159,0.1470688321565012,1.1655998063702455,-198.3857813591406,0.5073130605691444,0.0467621422322262,0.7852323820215695,0.8966192331302788,1.1063636982191798,-0.4374022247145356,0.3405451903133537,-0.0249298256954418,-0.9391556758800474,26.977068651450313
ERC,GARCH,0.14929818133164,0.1716067579312846,0.1542481670964195,1.1125367721485753,-197.49921296719495,0.5422884809525507,0.0459790998957904,0.7863226133307618,0.8975921329017318,1.107834326778822,-0.4372055120953672,0.3414828431968026,-0.024953767796954,-0.947411891006083,26.958767422849633
ERC,Historical,0.1512860031607235,0.1747570736436032,0.1702962349650398,1.0261945819264835,-195.17395018912248,0.4248088855417479,0.010403124187832,0.7850868721590285,0.8943640528727673,1.11200681260751,-0.43746809316949,0.3458217994017455,-0.0253168151247814,-0.7982104951819234,25.71318315530074
HRP,DCC,0.1327288217310616,0.1618997747481575,0.1359746543476126,1.1906614179306434,-198.3857813591406,,0.1266712689652512,0.7337488889158215,0.851659477265657,1.0269918326029543,-0.3957793297897013,0.3353606713154714,-0.0235619314456512,-1.1230343593820935,30.77075333497509
HRP,GARCH,0.1345767215179296,0.1617622906991016,0.1426224044893951,1.1341997162243167,-197.49921296719495,,0.0984419025454448,0.7443033337352996,0.8623229308080333,1.042611863700831,-0.395412484302155,0.3403451505974522,-0.0235158682826699,-1.1214746267108415,30.50437049090693
HRP,Historical,0.1382603272780764,0.1663635507810061,0.1606458646894187,1.0355918660131187,-195.17395018912248,,0.0262713294975529,0.7476676460699325,0.8624462460390335,1.0545680597418987,-0.4071611197884545,0.3395715370610811,-0.0240349435621563,-0.92735746517081,28.638177822235587
MVP,DCC,0.1021983925222329,0.1505580772545154,0.1178586364105347,1.277446285141798,-198.3857813591406,,0.2644188954851485,0.5955636087346217,0.7222937040146156,0.8338350394158434,-0.4154756902585685,0.2459792351716906,-0.0218114668478039,-1.04763920828881,30.146042030101977
MVP,GARCH,0.0976668329066043,0.1520585510150226,0.1213409363118423,1.253151291203465,-197.49921296719495,,0.2736829902793209,0.564117558242226,0.6896069497523414,0.7888808401690797,-0.4339485659373039,0.2250654583813398,-0.021968667460653,-1.095427664022279,31.98189391032094
MVP,Historical,0.1043101139825664,0.1513769219162266,0.141290135346163,1.071390593160314,-195.17395018912248,,0.0133786674527232,0.6057821661136359,0.7318673834805458,0.8492155430423296,-0.3517496769580118,0.2965464386055935,-0.0217696961682297,-1.058309318072338,29.996085767974225
Naive,,0.1650369330410994,0.1861481173243132,0.1838929867838938,1.0122632764841086,-195.17395018912248,,0.0107557336275599,0.8118983440299478,0.9144968327549529,1.1556903674264256,-0.4643312858658653,0.3554292766065623,-0.0269166183341076,-0.6520077192922195,22.16372490401572
