Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,-0.0018481339172082998,0.006553546650233663
HRP,Historical,0,-0.0017613508897883737,0.006824711220574651
MVP,GARCH,0,-0.001031277627776246,0.005437154533991487
MVP,Historical,0,-0.0006674217480657647,0.005633596327381775
ERC,GARCH,0,-0.002528825040065982,0.007684842951369611
ERC,Historical,0,-0.0025537552471363487,0.00804190061426249
Naive,N/A,0,-0.0030690803334925123,0.009264972916068245
HRP,GARCH,1,0.0019198703582211218,0.00752439244079507
HRP,Historical,1,0.002188137041024524,0.0072401878319329855
MVP,GARCH,1,0.0007842326844375769,0.005686216678697332
MVP,Historical,1,0.0007910909806653911,0.005619086370135698
ERC,GARCH,1,0.0027095122533214127,0.009252476327643666
ERC,Historical,1,0.002931797502926946,0.008437741158156098
Naive,N/A,1,0.003541230127725991,0.009750466901531349
HRP,GARCH,2,0.0015752297818089843,0.007363048521294422
HRP,Historical,2,0.0015854756521759448,0.007333568540423605
MVP,GARCH,2,0.0015822269779926007,0.005597745536170454
MVP,Historical,2,0.0016210467636824206,0.0056675877638216726
ERC,GARCH,2,0.001421587236876342,0.0087890787157594
ERC,Historical,2,0.0013907992856010995,0.00852870961383744
Naive,N/A,2,0.0012129377002592328,0.009886260178882611
HRP,GARCH,3,-0.000543976501560205,0.006867431448894678
HRP,Historical,3,-0.0004571747905421577,0.007121315065399611
MVP,GARCH,3,0.000712241096319877,0.005511399751530804
MVP,Historical,3,0.0008468101251257323,0.005656072312900357
ERC,GARCH,3,-0.0012079374134234446,0.008156385024972459
ERC,Historical,3,-0.0011927492987920825,0.008548681199433632
Naive,N/A,3,-0.0013251187992972605,0.009923915324099562
HRP,GARCH,4,-0.0002078557764262017,0.00676439331565884
HRP,Historical,4,-0.00027189720171620125,0.007146363381520814
MVP,GARCH,4,-0.0005080577282820604,0.0054658225951857604
MVP,Historical,4,-0.0005467769363815477,0.005665427194623636
ERC,GARCH,4,-4.2357611089183536e-05,0.007900011572665218
ERC,Historical,4,-8.534586583271023e-05,0.0085879559255539
Naive,N/A,4,0.00012665046016388382,0.009978467450593026
HRP,GARCH,5,-0.00037480047738252555,0.006921259788282351
HRP,Historical,5,-0.00040959968191593775,0.007202993670420836
MVP,GARCH,5,0.0008760006124681786,0.005454126051843602
MVP,Historical,5,0.0006291499205815269,0.005683222242406508
ERC,GARCH,5,-0.0010133548351492251,0.008129424630397074
ERC,Historical,5,-0.0010532656762692757,0.008643064113953847
Naive,N/A,5,-0.001747014457946373,0.010033716991894802
HRP,GARCH,6,-0.0035149878291374148,0.006443940100482166
HRP,Historical,6,-0.0036431013771313823,0.007112428063897007
MVP,GARCH,6,-0.001977466321137076,0.005092427965212648
MVP,Historical,6,-0.0024474371604286346,0.005619225407643775
ERC,GARCH,6,-0.004007923022347204,0.007505604210875191
ERC,Historical,6,-0.004144874894610336,0.008554710709844619
Naive,N/A,6,-0.004762730000285189,0.009977815222812771
HRP,GARCH,7,0.0003313422240765175,0.007863892308425205
HRP,Historical,7,0.0004926015126214515,0.0075851516821540685
MVP,GARCH,7,-0.0007685053455802103,0.006059564003377741
MVP,Historical,7,-0.0007880981625992467,0.005943348067550571
ERC,GARCH,7,0.0013366995763876312,0.009917540277396171
ERC,Historical,7,0.0014165131820367274,0.00903015268272601
Naive,N/A,7,0.0019638703440566477,0.01048520669089263
HRP,GARCH,8,0.0019110425711441736,0.007254587177549365
HRP,Historical,8,0.0021072706968211477,0.007595474066937161
MVP,GARCH,8,0.0016432611047863597,0.005633528686246415
MVP,Historical,8,0.0018799964415300392,0.005962060990197816
ERC,GARCH,8,0.0021434013498291167,0.008857382218061286
ERC,Historical,8,0.0022428561289627755,0.009069137798925925
Naive,N/A,8,0.0029053043658686653,0.010599993038657041
HRP,GARCH,9,0.0016769510991004061,0.0069014861996443385
HRP,Historical,9,0.0018055666815547328,0.007637388406346364
MVP,GARCH,9,0.002128998848542372,0.005467865356236637
MVP,Historical,9,0.0022581671855673832,0.005969252342765988
ERC,GARCH,9,0.0014957677605449003,0.00815274844010116
ERC,Historical,9,0.001558164276839313,0.009126229880948383
Naive,N/A,9,0.0014229469909592622,0.01067964308529872
HRP,GARCH,10,-0.00045772366167969497,0.006423421187226262
HRP,Historical,10,-0.0003693447490975482,0.007497967821423857
MVP,GARCH,10,-0.0005649487350413343,0.005064465993059528
MVP,Historical,10,-0.0003864315736912773,0.00590631928380056
ERC,GARCH,10,-0.00038241203071162394,0.007655229520281698
ERC,Historical,10,-0.00034950346840110857,0.008966224777798695
Naive,N/A,10,-0.00020570416233770016,0.010551761864726552
HRP,GARCH,11,0.0005844368509615863,0.006118426963193546
HRP,Historical,11,0.0004384877636665283,0.007314313709717837
MVP,GARCH,11,0.0007022938291465794,0.004961440963072512
MVP,Historical,11,0.00017358338320681694,0.005814052800889976
ERC,GARCH,11,0.0004606706248598152,0.007279452616589309
ERC,Historical,11,0.00042945880624868486,0.008803583921970382
Naive,N/A,11,0.00022550595792897012,0.010418247085145837
HRP,GARCH,12,0.0018949431600074,0.006653407865891955
HRP,Historical,12,0.0020641239884183586,0.00739275308676201
MVP,GARCH,12,0.0019305195677861255,0.0051852109441321015
MVP,Historical,12,0.002292252193123594,0.005607933404252544
ERC,GARCH,12,0.002044116697703865,0.007334617265056464
ERC,Historical,12,0.0021455877058478502,0.008300719890497075
Naive,N/A,12,0.0022012652609931177,0.010052925408206934
HRP,GARCH,13,0.0005621928938753037,0.005780733973151693
HRP,Historical,13,0.0003825786295471216,0.006771710569955562
MVP,GARCH,13,0.0009287223485850795,0.004690854274501701
MVP,Historical,13,0.0004412014027630288,0.005550239063047254
ERC,GARCH,13,0.0004338144689395756,0.007029377518701572
ERC,Historical,13,0.00038392158853502314,0.008086956459363047
Naive,N/A,13,0.00029238821905233403,0.009833851775658247
HRP,GARCH,14,-0.00036515439260850644,0.006051418612735601
HRP,Historical,14,-0.0003688967253845589,0.006792729645405803
MVP,GARCH,14,0.00010469344297863901,0.004853275508302526
MVP,Historical,14,3.2382264375024926e-05,0.005516837905187081
ERC,GARCH,14,-0.00046439864001389467,0.007134722089530849
ERC,Historical,14,-0.00047746695357729727,0.0080321790416679
