"Model","Covariance Type","Window Index","Mean Return","Forecasted Std","RC RMSE"
"Naive","N/A",0,-0.00856871175780778,0.00924158149278241,NA
"MVP","Historical",0,-0.00345031345462224,0.00562050760461042,NA
"HRP","Historical",0,-0.0060008546111777,0.00681029639670491,NA
"ERC","Historical",0,-0.00758860150038316,0.0080239912099384,0.00995105614599919
"MVP","GARCH",0,-0.00421713733707033,0.0053380005859026,NA
"HRP","GARCH",0,-0.00621513157810746,0.00642865088786697,NA
"ERC","GARCH",0,-0.00755502164063092,0.00751348956446199,0.011489329813765
"MVP","DCC",0,-0.00414006732661907,0.00537691242246758,NA
"HRP","DCC",0,-0.00633294122938581,0.00651242847742928,NA
"ERC","DCC",0,-0.00761435776317667,0.00749296991322078,0.0118464096943372
"Naive","N/A",1,-0.00106049007043304,0.0094827051072938,NA
"MVP","Historical",1,0.000891556835963483,0.00563041590140083,NA
"HRP","Historical",1,0.000396994416159317,0.0068408777976946,NA
"ERC","Historical",1,-0.000359995377648128,0.0081995411229516,0.0172563268760905
"MVP","GARCH",1,0.000910423729067143,0.00560436851232189,NA
"HRP","GARCH",1,0.000581643650317546,0.00694420717775094,NA
"ERC","GARCH",1,-0.000156367366224495,0.00868301898566254,0.0233383366859132
"MVP","DCC",1,0.00100430953637696,0.00569939683616005,NA
"HRP","DCC",1,0.000409425028976022,0.00744625027602939,NA
"ERC","DCC",1,-0.000162280935912983,0.00906457338886848,0.0211526638991727
"Naive","N/A",2,0.00848696301486401,0.00963704153790677,NA
"MVP","Historical",2,0.00146224614685893,0.00559460241757962,NA
"HRP","Historical",2,0.00488975298323408,0.00720361365676003,NA
"ERC","Historical",2,0.0067793785048239,0.00836109014811613,0.0245552626993727
"MVP","GARCH",2,0.00143167399082878,0.00580798699609457,NA
"HRP","GARCH",2,0.00446329514621106,0.0075874194006564,NA
"ERC","GARCH",2,0.00636143532338401,0.00897933012320628,0.0176478132780592
"MVP","DCC",2,0.0013830882862167,0.00590725985889104,NA
"HRP","DCC",2,0.00420861790587655,0.00765479913482501,NA
"ERC","DCC",2,0.00633886779125209,0.00923884825369727,0.0178453461658804
"Naive","N/A",3,0.00224320643377683,0.00987902485957841,NA
"MVP","Historical",3,0.000982966890718211,0.00570641095781772,NA
"HRP","Historical",3,0.00160311633766349,0.00716146724805926,NA
"ERC","Historical",3,0.00191420505456552,0.00855008674858946,0.0193932717027504
"MVP","GARCH",3,0.00116780022124462,0.00590049702992235,NA
"HRP","GARCH",3,0.0015041531703802,0.00750437375328926,NA
"ERC","GARCH",3,0.00180561988161596,0.00933722316738995,0.0253482776738751
"MVP","DCC",3,0.00113892615462818,0.00600272946541875,NA
"HRP","DCC",3,0.00155106093508646,0.00769070171359404,NA
"ERC","DCC",3,0.00179062420231237,0.00944827612185024,0.026066476924937
"Naive","N/A",4,0.00238496837547826,0.00984770265007959,NA
"MVP","Historical",4,0.00129065470540832,0.00566846239063234,NA
"HRP","Historical",4,0.00229400403350241,0.00732392350939236,NA
"ERC","Historical",4,0.00253062921991614,0.00850535192655106,0.0288145563484728
"MVP","GARCH",4,0.00134005114150475,0.00590056944250562,NA
"HRP","GARCH",4,0.00234652701294284,0.00754897512650614,NA
"ERC","GARCH",4,0.0026004671321225,0.00870904853538049,0.030488198301342
"MVP","DCC",4,0.00137305497588374,0.00597550635024841,NA
"HRP","DCC",4,0.0023179623561541,0.00744415843310081,NA
"ERC","DCC",4,0.00261634327174657,0.00866981947304594,0.0306960995554031
"Naive","N/A",5,-0.001486678662958,0.00989420188616769,NA
"MVP","Historical",5,0.00116555460679193,0.00566063600904698,NA
"HRP","Historical",5,-0.000239166373195167,0.0073401976083251,NA
"ERC","Historical",5,-0.000989825082886218,0.0085423195954014,0.0417663684291464
"MVP","GARCH",5,0.00105809398319983,0.00578829717288513,NA
"HRP","GARCH",5,-0.000271992488695729,0.0074524401582335,NA
"ERC","GARCH",5,-0.00096373202995695,0.0085890539100094,0.0396471304059532
"MVP","DCC",5,0.00107422802371938,0.00581929775959254,NA
