Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.07318751999997208,0.17330107084964458,0.14570798228303536,1.1951134712774143,-160.54643646260277,0.00011970817745175667,0.019533353583450656,0.08157055316999218,0.39029423680963127,0.4945616491433826,0.54207710388232,-0.5431876743358436,0.13473707791594972,-0.026389189627828345,-0.3733824561529327,13.966454051376624
ERC,GARCH,0.07317699498271923,0.17337481762206214,0.1452008838957079,1.1996929042738664,-160.32082165495208,0.00012008916899072978,0.019574427231429607,0.08054577926184807,0.3901393275192002,0.49436229552872696,0.5420881171401648,-0.541367857262446,0.13517055732262337,-0.026390134812429075,-0.36335612133144746,13.933224005257932
ERC,Historical,0.07678393671491812,0.17562840420931483,0.16361674032540258,1.0780211262069581,-158.80020438366031,0.00016691959017520647,0.019979629143633548,0.02165027108228073,0.40646095651336855,0.5093514659378947,0.5665028879638359,-0.5486290177374779,0.13995602535128698,-0.026686945023151172,-0.32462444559915726,13.439073755181143
HRP,DCC,0.07146784582695331,0.1616849874044822,0.13455704533951432,1.2077206528941704,-160.54643646260277,0.00011970817745175667,,0.19492795006927416,0.3963526971925338,0.5081107874337641,0.5485980718966035,-0.5046371919394568,0.14162223270203908,-0.024612974976114806,-0.4277808373776921,15.236721425561873
HRP,GARCH,0.07150599129287327,0.16131394812279798,0.1339763341939957,1.2100507010093806,-160.32082165495208,0.00012008916899072978,,0.18158330818069723,0.39710770627940045,0.5091230720433322,0.5498483084672852,-0.5031035114978908,0.14212977977430208,-0.024563390492445884,-0.4222699696975579,15.097083002214406
HRP,Historical,0.07727529072417627,0.16486273650810132,0.15314357494744754,1.0810191920067764,-158.80020438366031,0.00016691959017520647,,0.0654346068888491,0.4246244229588116,0.53423277403709,0.5907403447308249,-0.5169932329307818,0.14947060387253144,-0.025075183947060094,-0.3556270090178358,14.542492756423622
MVP,DCC,0.06808309297409298,0.14023400734089078,0.10835564813803787,1.3033542269500886,-160.54643646260277,0.00011970817745175667,,0.5777563552697548,0.41141881517716256,0.5402588962887499,0.5623662589524033,-0.40926162546033407,0.1663559169455814,-0.021117479310514883,-0.8690349138329823,22.451440456508607
MVP,GARCH,0.06824030695148009,0.14036470155610897,0.10813815083168639,1.306448715508011,-160.32082165495208,0.00012008916899072978,,0.5805856356093128,0.41217547034887003,0.5408954623752433,0.5646899415276196,-0.4058453844690999,0.16814360730194713,-0.02114434808139631,-0.7755871094458251,21.727755753991943
MVP,Historical,0.06490691949161054,0.1369173480872698,0.124177761218553,1.1067915060565376,-158.80020438366031,0.00016691959017520647,,0.057099010414144245,0.3960956308256838,0.5280437412181795,0.5489594317918968,-0.3898072565559333,0.16651029040629742,-0.020424461879691908,-0.48458466609938383,19.884553468948816
Naive,N/A,0.0795857402173672,0.1883587569286842,0.17713202083808363,1.0678271758298086,-158.80020438366031,0.00016691959017520647,,0.020655066933205127,0.4051199483072439,0.5010565645725967,0.5660222658685571,-0.575516859444344,0.13828567992639948,-0.028543568630983826,-0.29270432428137305,11.875938887646146
