"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0739609938725279,0.173506776687716,0.146134487397153,1.18730889455391,-160.551228370427,0.000119387507180436,0.0195750336442635,0.0843554886535856,0.498337807569015,0.694623198120233,-0.540263940747204,0.136897890631452,-0.0264112300681213,-0.376161881414266,14.1015494113875
"ERC","GARCH",0.0742302270559894,0.17388187542414,0.151279791505694,1.14940583731302,-159.294332337829,0.000123393719920115,0.0195206494600263,0.0825868423928304,0.499074550619142,0.69603050161579,-0.54033633214965,0.137377819404953,-0.0264532923165233,-0.366359725592401,13.9818938900609
"ERC","Historical",0.0773757100730534,0.175934780573449,0.163617802545891,1.07527896008812,-158.80020438366,0.000166919590175206,0.0199799780109057,0.0216509953170434,0.511894275455819,0.716179476750797,-0.546483933287881,0.141588261538684,-0.0267189868923719,-0.321520836104968,13.5446146999376
"HRP","DCC",0.0729333617918404,0.16180716102955,0.13481311473656,1.20023308819576,-160.551228370427,0.000119387507180436,NA,0.206578045443346,0.516297198512262,0.717772267084742,-0.493020607131338,0.147931670069952,-0.0246257298774065,-0.422051636482152,15.5233924048005
"HRP","GARCH",0.0727059407190227,0.162043685713833,0.139539285113376,1.16127645044313,-159.294332337829,0.000123393719920115,NA,0.184947799611551,0.514482577675488,0.714469883903086,-0.501829158370307,0.144881857712564,-0.0246600435242153,-0.440246302553317,15.4532085465395
"HRP","Historical",0.0776762489843295,0.165124329727198,0.153143574947448,1.07823217385294,-158.80020438366,0.000166919590175206,NA,0.0654346068888491,0.535903038786095,0.748458381189414,-0.515700721335526,0.150622727040538,-0.0251024947706346,-0.354419835396258,14.6391199235593
"MVP","DCC",0.0697030500804201,0.140588080206087,0.108509059524324,1.29563449192528,-160.551228370427,0.000119387507180436,NA,0.585450972849017,0.550062780081969,0.752997689443395,-0.401376760767544,0.173659904841348,-0.0212601874159892,-0.922840455126176,23.4073459412789
"MVP","GARCH",0.0704552031936596,0.141136321757642,0.1111042215255,1.27030566273532,-159.294332337829,0.000123393719920115,NA,0.633909491606489,0.553413290825712,0.759552500913482,-0.398648601575609,0.176735106846466,-0.0213191069855279,-0.824505592450714,21.6121708801864
"MVP","Historical",0.0649343365230404,0.137051528358165,0.124180777369022,1.10364527636105,-158.80020438366,0.000166919590175206,NA,0.0572759305252696,0.527850008419629,0.734858223487135,-0.389749432273645,0.166605339600468,-0.0204439893983298,-0.485760041411077,19.9052185617325
"Naive","N/A",0.0803808015637064,0.188691297976836,0.177132020838084,1.06525797585361,-158.80020438366,0.000166919590175206,NA,0.0206550669332051,0.504407161208763,0.707435387942962,-0.572388125746951,0.140430588875008,-0.0285704220056885,-0.288199505949172,11.9821792990964
