Date,Historical,GARCH,DCC
2008-11-28,-64.21132356398475,-106.80611367551914,-113.27518141257299
2008-12-12,-111.18105566451698,-111.82319727737998,-118.92414420682734
2008-12-26,-129.63381606338893,-120.43371679019079,-127.15461564428016
2009-01-09,-99.44478764699224,-118.13295378660834,-120.90556178654028
2009-01-23,-111.26058872732955,-118.78042007257321,-121.06606674941207
2009-02-06,-122.97178690097311,-123.34638197413142,-126.96560924760553
2009-02-20,-104.64701268974228,-114.49908009862604,-115.33402062165393
2009-03-06,-96.99651491110825,-115.08542425578982,-117.94022034761642
2009-03-20,-105.70056467389941,-118.32353670402499,-122.66047560016088
2009-04-03,-115.71805244309724,-120.29343872783761,-125.65899739341626
2009-04-17,-114.13982964482038,-122.9276315111691,-125.48475002576772
2009-05-01,-116.25328853474156,-122.51070912249325,-124.44070123549233
2009-05-15,-131.82163092520844,-127.68701079065687,-132.34495773095847
2009-05-29,-129.58375042459627,-127.41697573982174,-129.69179711768015
2009-06-12,-129.81223582003645,-129.18046371173878,-131.20417858350538
2009-06-26,-135.8197268029803,-133.50218491035704,-136.87614148066817
2009-07-10,-138.03311628282307,-135.58758831950445,-138.89726055959568
2009-07-24,-133.60293964618177,-132.97311382133788,-134.3643477774701
2009-08-07,-136.62916931436018,-138.850062980567,-140.588542333104
2009-08-21,-139.83659729631722,-141.25297848689212,-143.76232954664732
2009-09-04,-138.41786720107572,-141.34227453263662,-142.73951617708613
2009-09-18,-140.39127738223357,-143.9155289132195,-145.53131973915674
2009-10-02,-140.56877357234706,-141.98124591877217,-143.44865007639615
2009-10-16,-135.30239921883685,-137.0782080916789,-136.9870270285407
2009-10-30,-138.68377710382913,-139.61260162968966,-141.40318137989206
2009-11-13,-143.9023766186088,-143.83522008082184,-147.13350361956003
2009-11-27,-139.00570089391155,-140.83388395905658,-141.65571127630184
2009-12-11,-144.29975488241567,-149.28799266663825,-151.15888661221987
2009-12-28,-141.05405241380004,-145.15774011480067,-145.29844992144064
2010-01-12,-142.68814830485564,-147.62712364883254,-147.81313051265863
2010-01-26,-139.1331002503475,-140.78363576285926,-141.46151379246535
2010-02-09,-144.50767219173144,-145.73245202306836,-148.89236221224812
2010-02-23,-144.57775773422225,-148.62895541882986,-150.81234790041282
2010-03-09,-145.20549685506418,-151.2337638577344,-152.29670591207133
2010-03-23,-145.5708307931679,-153.54554614444305,-154.6843061244087
2010-04-07,-143.83121813981046,-145.17026746121707,-146.83186648992097
