Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.10922469035109694,0.1699584487353961,0.14955014968743746,1.1425089002405424,-142.42930212523635,0.00010781781975349784,0.021981294066009276,0.08972632124505948,0.6150426607383837,0.6953575466487882,0.8583588457730656,-0.3713256788590865,0.2941479584355553,-0.025916549635356195,-0.5157421894117694,13.045565404869796
ERC,GARCH,0.1092001368001474,0.1702278709130694,0.14940534403836064,1.1453521366307016,-141.2262515332121,0.00010906099035540454,0.022059232957451783,0.08825499790911838,0.6142038499426729,0.6943915438199901,0.8574303536888266,-0.3718997111387893,0.29362791507895253,-0.025930213244393832,-0.5063424773992239,12.925819942099672
ERC,Historical,0.11188949996850606,0.17475936127700759,0.183775193507085,0.9557790050303947,-138.99043483999156,0.00016778461466652377,0.02381035115843909,0.018237735486888618,0.6166270826744557,0.694729575646827,0.8628211374184203,-0.3728854566817297,0.30006399542690537,-0.026640300019519683,-0.47761913338573,12.473196084555262
HRP,DCC,0.10263563418169763,0.1595948279242425,0.13953174965273246,1.1500923764810627,-142.42930212523635,0.00010781781975349784,,0.20377377741013317,0.6068991825126586,0.6924378301573235,0.843192625152583,-0.3615383641164561,0.2838858731701219,-0.024319978225057118,-0.5776562724814348,14.313392004453982
HRP,GARCH,0.10383753169889465,0.16017788512042536,0.13986467185518411,1.1515952862586771,-141.2262515332121,0.00010906099035540454,,0.1797452141560522,0.6120767783901572,0.6973084685318002,0.8506138204754681,-0.36388086996989755,0.2853613373725437,-0.0243865982127487,-0.5821499777385225,14.088930923759408
HRP,Historical,0.108676412564787,0.16640739881804623,0.17356567969151884,0.9639719334946938,-138.99043483999156,0.00016778461466652377,,0.024244558621038425,0.62159762637279,0.7036277638638561,0.8674942159658154,-0.36532854637742984,0.29747583002317796,-0.025383928808425053,-0.5405792536459928,13.356907341168887
MVP,DCC,0.08496487833815403,0.13625286317985683,0.1144557878505958,1.1953972850770893,-142.42930212523635,0.00010781781975349784,,0.6385150691420342,0.5667572596087708,0.6669423165145745,0.785475724995867,-0.3106311957926329,0.27352332762764037,-0.020499176065406667,-0.5345020964145186,16.523728924608676
MVP,GARCH,0.08318220025608691,0.13759277388846045,0.11511255506071069,1.200141541590592,-141.2262515332121,0.00010906099035540454,,0.6521376646067235,0.5506093837396083,0.649821424080801,0.7636382959289875,-0.31797602623697274,0.2615989678231122,-0.020641218871005316,-0.5037765105322223,16.702419247355536
MVP,Historical,0.08556666734115947,0.14032638338904654,0.14117675405928679,0.9976594521166702,-138.99043483999156,0.00016778461466652377,,0.014218592548449132,0.5582805318554598,0.6555394216804966,0.7785473305925465,-0.3087813076568656,0.2771109041232695,-0.020778586218995244,-0.4695783562129902,14.819355649576567
Naive,N/A,0.11341777207193493,0.18339333687721354,0.19458875657514332,0.9470628109745555,-138.99043483999156,0.00016778461466652377,,0.018768400466205138,0.6035471285805537,0.6779673342279832,0.8458038943873225,-0.38216626037091384,0.29677599472506183,-0.027943401894017842,-0.4372437062515787,11.708785228748173
