Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.0770607897456965,0.1766697335719264,0.150442414732259,1.181710405692709,-149.35483552120672,0.0001084188889058,0.0150740177435994,0.19653525090895096,0.0917610593451685,0.4066375025172131,0.5088690365288723,0.5642931468333857,-0.5386821465087035,0.143054285806837,-0.0271641855672543,-0.358007893181795,13.712139787286784
ERC,GARCH,0.0772039156971871,0.176753484385904,0.1498045179745714,1.1871982481866843,-148.67789023971295,0.0001099574387303,0.0152505070898385,0.20035425392166303,0.0902612996316528,0.4072765181411443,0.5094598241424781,0.5653532306715727,-0.5351894687991798,0.1442552968585345,-0.0271662123152676,-0.3521341528864724,13.64895160633009
ERC,Historical,0.0802515295136285,0.1814515445496833,0.1775160583496656,1.0284886793616643,-145.39405778659713,0.0001738049169698,0.0175852692591846,0.22362331980766972,0.0311134083615088,0.4169593678485586,0.5164977620745949,0.5796848944144438,-0.5509684158051029,0.1456554082076755,-0.0278957030894096,-0.3443204061407144,13.293576039154216
HRP,DCC,0.0737256116641464,0.1653828403063874,0.1398166053881562,1.1899034427900983,-149.35483552120672,0.0001084188889058,,0.3731317148222978,0.2099396153192242,0.4039158985375203,0.5131239767647194,0.5595204784124188,-0.5014423437973328,0.1470270960881278,-0.025368142444445,-0.3745897670484621,15.03582802714928
HRP,GARCH,0.0753960164395644,0.1653806756787167,0.1396274459990798,1.191463092707694,-148.67789023971295,0.0001099574387303,,0.36969346108948614,0.1789108349012475,0.4133128306115404,0.52252449619698,0.5728657512465025,-0.4958151079283899,0.1520647822826201,-0.0253633246449831,-0.3648507397557897,15.017993766957826
HRP,Historical,0.0797664286607664,0.1719741921226663,0.1674324207715932,1.033196931273947,-145.39405778659713,0.0001738049169698,,0.4146266483400431,0.0513811773428229,0.4275479782124888,0.5325761041330153,0.5938743271945326,-0.5236121749954172,0.152338758474179,-0.0264074457681949,-0.361270488573818,14.39903635239694
MVP,DCC,0.0616793948517992,0.1412618581926898,0.1149152492805893,1.2332816318479694,-149.35483552120672,0.0001084188889058,,1.042500635865549,0.6042614165386584,0.3666667212143322,0.494498282150048,0.5099814671877786,-0.4457129523109814,0.1383836716702918,-0.0211631664401278,-0.2226298163752758,19.237495663731817
MVP,GARCH,0.0612632704202762,0.1422288516589152,0.114735977867084,1.2437568894101638,-148.67789023971295,0.0001099574387303,,1.0534587789214147,0.5979088598865773,0.3623766697606501,0.489346992141027,0.5036444661059776,-0.434570017431658,0.1409744528220028,-0.0212901844467355,-0.2226234509638089,19.520218625635856
MVP,Historical,0.0740458909228158,0.1442955565198456,0.1363778084652688,1.060998644416164,-145.39405778659713,0.0001738049169698,,1.1300988399881584,0.0452539496386166,0.4422355983709829,0.5673867603742805,0.6176067645405275,-0.398944989248906,0.1856042635407506,-0.021484519009511,-0.2294285958491161,17.75914332992989
Naive,,0.0802130347752299,0.1916354183637703,0.1889409595538705,1.0204149321652107,-145.39405778659713,0.0001738049169698,,,0.0309605451026953,0.4045627405313867,0.4988088986457214,0.5631459482536091,-0.5761922236943715,0.1392122827707184,-0.0294495126620347,-0.3230792524356967,12.182419435207729
