Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.077720548049363,0.1743164162507393,0.1482878040375946,1.1816227905152663,-153.18917920478842,0.0001154914882662,0.0203109579317639,0.2918596011051417,0.0858147660838581,0.4142735659209312,0.5168869230508187,0.5743618576889792,-0.5463544894151331,0.1422529686404921,-0.026761978212915,-0.3736415528758003,14.745076113331177
ERC,GARCH,0.077973876915472,0.1744266155648014,0.147456693362665,1.1889417339979125,-152.517828349905,0.0001171950974687,0.0203895648266703,0.29501810078709784,0.0843440182109028,0.4154621807802715,0.5180111527779204,0.5763632793524723,-0.5423972018277229,0.143757889334094,-0.0267620547534504,-0.3621416521337247,14.672066312578169
ERC,Historical,0.081321615088894,0.1785796624126212,0.1747676841705434,1.0269383000205872,-148.79629991705568,0.0001780741006575,0.0222688043285063,0.31162994135852756,0.0202259808833423,0.4272884076702577,0.5274544648916144,0.5938392625820286,-0.5516549352151812,0.1474139174648611,-0.0274067912405232,-0.3607995341606493,13.903475704207793
HRP,DCC,0.0784415813030503,0.1624509055162714,0.1372958535610006,1.1890597352775856,-153.18917920478842,0.0001154914882662,,0.47912797757212755,0.2040412733122989,0.4362861510770481,0.546399834373888,0.6043034259062082,-0.51049781731189,0.153657035628668,-0.0248810560079816,-0.3731802731265201,16.182371528715795
HRP,GARCH,0.0765756653376701,0.1630819301949388,0.1372016279727905,1.194551374212827,-152.517828349905,0.0001171950974687,,0.47769605604681353,0.1728917856381369,0.4246159495576719,0.5343021697929851,0.5876686969877521,-0.5087759354664466,0.1505096055053497,-0.0250171863249336,-0.3825506596514967,16.029474310230533
HRP,Historical,0.0816335787744459,0.1689937828122668,0.1647728214244235,1.030619304594893,-148.79629991705568,0.0001780741006575,,0.5118883458508676,0.0395627277741098,0.4433290233576609,0.5491817165882231,0.6157350633680289,-0.5194111974004709,0.1571656121065594,-0.0259204370489681,-0.3738040279104012,14.631370934296552
MVP,DCC,0.072697124376136,0.1385151504541959,0.1117451639788793,1.242274666792935,-153.18917920478842,0.0001154914882662,,1.2033753314276232,0.6030030897022965,0.4469255155035367,0.5760456764248114,0.6231817813499121,-0.4395586563194389,0.1653866289083046,-0.0208204089703345,-0.1487632733170293,20.37864692997788
MVP,GARCH,0.0718659642534143,0.1398105875956097,0.1115557245449852,1.2562249114627897,-152.517828349905,0.0001171950974687,,1.2134575080808159,0.6087922288399348,0.4385304074205877,0.5664563036707743,0.6115892477269679,-0.4282810083993482,0.167800959753049,-0.0209746067437089,-0.147001879015706,20.970634681698108
MVP,Historical,0.0810156758746238,0.1408371401190332,0.134185191083946,1.0524046133729026,-148.79629991705568,0.0001780741006575,,1.260790807105418,0.0285762506895655,0.496761987883671,0.6237607835205016,0.6941712933037795,-0.3974233401808823,0.2038523349880522,-0.0209290866488798,-0.2564014713106558,18.423151093041422
Naive,,0.0810029300470642,0.1893901316344992,0.1864788091724877,1.020714525915578,-148.79629991705568,0.0001780741006575,,,0.0205141133186571,0.4118899466208543,0.5063347207762308,0.572873164636141,-0.5769547145245566,0.1403973795652493,-0.0290656746575504,-0.3457254424570773,12.857663648348645
