Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.09125281147368347,0.17308194328246104,0.14531500593372143,1.194689780502248,-156.6815218962346,0.00022830191516449164,0.4944053323586944,0.03409081571842365,0.48975148833820253,0.5914613324455178,0.680841966466849,-0.5421037275453896,0.16833090576017667,-0.026474877332540066,-0.40196936328943816,15.127936311415636
ERC,GARCH,0.09142616358621725,0.17323216111776069,0.14412147516400023,1.2055590015403785,-155.93760077597227,0.00022761202888122665,0.8410462259931621,0.03355618422833459,0.4903882244021684,0.5920100191674765,0.6820734732143426,-0.5390496216330305,0.1696062104806699,-0.026479055435544192,-0.39176541383573377,15.088665349904906
ERC,Historical,0.09463812714314579,0.17667117679801972,0.17229064676331513,1.0282369225382866,-152.80803223225212,0.00026205880084610874,0.3912025870440727,0.00586003247654154,0.500874993825793,0.6005218902281219,0.6988081587342752,-0.5483895154455197,0.17257464717621449,-0.02697554955106893,-0.357314940817778,14.180724405608336
HRP,DCC,0.09132025744666739,0.16172966077086448,0.1340915612670821,1.2098852198272432,-156.6815218962346,0.00022830191516449164,,0.09441338585797432,0.5127217822862778,0.6215763625391378,0.7108332115935412,-0.5016926746451655,0.1820242990616833,-0.02471958551055565,-0.450062139890377,16.659383175042635
HRP,GARCH,0.08964244907064267,0.16213745380574476,0.1336873885319761,1.2165966866040805,-155.93760077597227,0.00022761202888122665,,0.0718415863252195,0.5023491539916047,0.6109286323877136,0.6963492628676913,-0.5031356496249408,0.17816755608048454,-0.0248002436278144,-0.4486701992796592,16.38806168260944
HRP,Historical,0.09271798845447798,0.16736472160016425,0.16241590737082134,1.0332270319865817,-152.80803223225212,0.00026205880084610874,,0.012221351905841747,0.5086222666463073,0.6138140148597061,0.7087956027907717,-0.5163748451197214,0.17955558705223398,-0.025577863372376154,-0.3659256514882957,14.807528736226514
MVP,DCC,0.08654902932382313,0.13808865605878526,0.10821187962104696,1.2818897372349862,-156.6815218962346,0.00022830191516449164,,0.25522586581770706,0.5430958549457908,0.6705928549064945,0.7465440185401792,-0.43484132174206824,0.19903588963691177,-0.020702081654597148,-0.7818607161769306,20.824663439084794
MVP,GARCH,0.08545425700620624,0.1393514410832415,0.10781146754355324,1.2976657961935185,-155.93760077597227,0.00022761202888122665,,0.25786682225119945,0.5321552825195548,0.6584993388370959,0.7342055563891272,-0.4221768124852263,0.20241343076888343,-0.020826099523059777,-0.6654617777498988,20.81092611233131
MVP,Historical,0.0902619621106957,0.13816582319844797,0.13208120338487742,1.048124007372091,-152.80803223225212,0.00026205880084610874,,0.007905598155529782,0.5673943630313916,0.6947924080293594,0.7942902065649544,-0.3953118152979168,0.2283310506230937,-0.020461273203572772,-0.3000705211686262,18.044532023870442
Naive,N/A,0.0958425574126478,0.18794776553916118,0.18440176061033456,1.0219890725204814,-152.80803223225212,0.00026205880084610874,,0.006015853894772761,0.4876542309421526,0.5813192990405592,0.6811754912882116,-0.5723881257469512,0.1674433013221157,-0.028673959225050945,-0.3335149268402862,13.034746532994491
