"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0913438169298095,0.173107377186248,0.145233978714216,1.19192064225466,-156.663785698467,0.000228183886887355,0.498527935308094,0.0352140800690019,0.591882136958192,0.825434252670929,-0.542202898597709,0.168467961285435,-0.0264843525141325,-0.402482464105813,15.1142937608845
"ERC","GARCH",0.0920167745259859,0.173705603536129,0.151693485299237,1.14510918641937,-154.597737624051,0.000231448210405003,0.663119506289196,0.0346631367569372,0.593989409941736,0.828745940196558,-0.541652442189989,0.169881583389428,-0.0265644874681217,-0.396248147228483,14.9487176421482
"ERC","Historical",0.0946365862152763,0.176672058615099,0.172291201335086,1.025427051678,-152.808032232252,0.000262058800846109,0.388612535828097,0.00585978857390543,0.600511791529653,0.84049616093724,-0.548389547390373,0.172571827208641,-0.0269756945740856,-0.357289569173921,14.1805425701236
"HRP","DCC",0.0910359405130317,0.161855159051951,0.134031765302366,1.20758805710585,-156.663785698467,0.000228183886887355,NA,0.0969497161851695,0.619610289710308,0.861863188002326,-0.500977139946526,0.181716755624316,-0.0247455128263406,-0.450622815111338,16.5829068263371
"HRP","GARCH",0.0887262033006637,0.162736116089436,0.14053203398004,1.15800014758592,-154.597737624051,0.000231448210405003,NA,0.0744725533579309,0.604106301552835,0.840283054105687,-0.502593392713526,0.176536748367555,-0.0249076789827849,-0.440720670922283,16.1981012836046
"HRP","Historical",0.0927179884544738,0.167364721600164,0.162415907370821,1.03047000943106,-152.808032232252,0.000262058800846109,NA,0.0122213519058417,0.613814014859683,0.858284539347914,-0.516374845119726,0.179555587052224,-0.0255778633723762,-0.365925651488299,14.8075287362266
"MVP","DCC",0.0868974493482502,0.138196906392712,0.108147347910171,1.27785756251277,-156.663785698467,0.000228183886887355,NA,0.262287213473352,0.672488441062317,0.929076894254735,-0.431382546794318,0.201439418432667,-0.0206960845609674,-0.760859367499831,20.6670105092578
"MVP","GARCH",0.0886156062413308,0.139364860697374,0.111284031041672,1.25233476351326,-154.597737624051,0.000231448210405003,NA,0.285439448956998,0.679346030091052,0.941121633541864,-0.420350688767064,0.210813515023016,-0.0207508161041991,-0.725884722098546,20.0438089995089
"MVP","Historical",0.0902204599572733,0.138164356280716,0.132081541525605,1.04605348093951,-152.808032232252,0.000262058800846109,NA,0.0078960392768852,0.694522737272294,0.976559470184256,-0.395309311408441,0.228227510340772,-0.0204622595651718,-0.300135575559658,18.045272276719
"Naive","N/A",0.0958425574126442,0.187947765539161,0.184401760610335,1.01922977805141,-152.808032232252,0.000262058800846109,NA,0.00601585389477276,0.581319299040545,0.814482886017356,-0.572388125746951,0.16744330132211,-0.0286739592250509,-0.33351492684029,13.0347465329947
