"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0906747995800656,0.173199877903018,0.147429714672792,1.17479626334095,-156.301339647216,0.000117059839907045,0.0200168597150806,0.085631252826272,0.588096583023566,0.821112373639405,-0.543977229719862,0.166688593981703,-0.0264529230447781,-0.371583204880552,14.8404779471893
"ERC","GARCH",0.0914699542836879,0.173838370083936,0.154044189473914,1.12849676886628,-154.644729574043,0.0001211550133685,0.0199767369160853,0.0838047267864646,0.590765605104895,0.825255792941762,-0.542467916787442,0.168618182666698,-0.0265481939986961,-0.364671914567402,14.6731738097306
"ERC","Historical",0.0953298067309203,0.176833701547325,0.172339175176516,1.02607953975761,-152.399685007538,0.000172331079177118,0.0214583990171099,0.0204103762254283,0.603705062926884,0.8450867538617,-0.547906039099809,0.17398933380538,-0.0269832683404595,-0.35541749033842,14.1458124765665
"HRP","DCC",0.0862247575196904,0.161975050505714,0.136693688617577,1.18494900637926,-156.301339647216,0.000117059839907045,NA,0.208057226114917,0.591940516401422,0.824731197998865,-0.507992304543117,0.169736345902405,-0.0247141773474751,-0.384713420128258,16.0023862583154
"HRP","GARCH",0.0866415897820014,0.162958264879882,0.143326018883242,1.13697614815237,-154.644729574043,0.0001211550133685,NA,0.176109257534036,0.591708254820732,0.824581827923939,-0.507483401653177,0.170727928243087,-0.0248863349900753,-0.385332905129603,15.6378585678959
"HRP","Historical",0.0938189083423795,0.167630081865748,0.162470883954145,1.03175459987685,-152.399685007538,0.000172331079177118,NA,0.0423552720800149,0.619122967900176,0.865749184640292,-0.517885142118068,0.181157752390183,-0.025587496754602,-0.374855696860944,14.7533492406743
"MVP","DCC",0.0752248393316144,0.138473348342015,0.111142270611896,1.24591073746872,-156.301339647216,0.000117059839907045,NA,0.605965332268447,0.593247176965505,0.826471493163131,-0.468581811245752,0.160537258438659,-0.0207239492772174,-0.31647553739623,20.3993941562369
"MVP","GARCH",0.0740319441462252,0.140007600938703,0.114574213189599,1.22198177967861,-154.644729574043,0.0001211550133685,NA,0.661502436056373,0.580363024810764,0.807020943942762,-0.462671878085823,0.160009604328043,-0.0209705351560296,-0.354263612822276,20.2926441184428
"MVP","Historical",0.0905999622524285,0.138703932722016,0.132100946033398,1.04998440122411,-152.399685007538,0.000172331079177118,NA,0.0334039858251689,0.694879336882638,0.976676541246867,-0.398834938669089,0.227161548471055,-0.0205102394635283,-0.316214987493347,18.5767711606279
"Naive","N/A",0.0967299280348299,0.188041879759185,0.184449259782356,1.01947755160996,-152.399685007538,0.000172331079177118,NA,0.0204998220347831,0.585428970634761,0.820342505473732,-0.572388125746951,0.168993596623969,-0.0286726344052295,-0.333905298735438,13.0260373398744
