Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.09019204274056425,0.1728345996567001,0.14727877238683212,1.1793599838381759,-156.28405801854348,0.00011741099384744607,0.019985543793993872,0.08326869709719364,0.48463489778822105,0.5864208239197881,0.6738767055757247,-0.5460952657928795,0.16515807477219896,-0.02642120956151118,-0.39096234482461817,14.64802023745734
ERC,GARCH,0.09038697971918119,0.17298131871319483,0.14626076155354045,1.1885111318038994,-155.69176275499754,0.0001182012740803801,0.020084346115467937,0.08209168487643442,0.48540021345129186,0.5870999970403109,0.675201433129998,-0.5427493230906819,0.1665354075514516,-0.026435304773438754,-0.3835403353587941,14.621289545762922
ERC,Historical,0.0947556689261575,0.17646997949911192,0.17233853017073988,1.0288706544036645,-152.39968500753847,0.00017233107917711808,0.02145840720686047,0.02041223468903513,0.5019298420091652,0.6016236588255826,0.6996460109967193,-0.5513807589016815,0.1718516059844114,-0.026961342680859913,-0.37567465002524075,13.960698304170444
HRP,DCC,0.08589338319116413,0.16166526485443564,0.1366575563211588,1.1886184243743687,-156.28405801854348,0.00011741099384744607,,0.19998057928845733,0.48206777002817686,0.5908841545742638,0.6688985879106709,-0.5095040402741903,0.16858233969045758,-0.024682116629310857,-0.4017816488789754,15.879910294618098
HRP,GARCH,0.08650099845187964,0.16198640718531027,0.13622330578893596,1.194797881306666,-155.69176275499754,0.0001182012740803801,,0.17034346795661806,0.48488591797008584,0.5934893291225031,0.6728568588149726,-0.5092436752662677,0.16986170403913403,-0.024755065564266064,-0.402371250674016,15.74536885535049
HRP,Historical,0.09343190072184271,0.16730381111939263,0.16247088395414544,1.0345322705105269,-152.39968500753847,0.00017233107917711808,,0.042355272080014855,0.5127351597038371,0.6178955282881844,0.7139614278904601,-0.5200693538435919,0.17965277136853147,-0.025564018081401192,-0.39188978499615057,14.580968057884684
MVP,DCC,0.07362658220669993,0.13853074895435577,0.11102105319665016,1.2522624832286249,-156.28405801854348,0.00011741099384744607,,0.5984565097316861,0.45535577379924497,0.5823299346843672,0.6308167718391907,-0.46845869997841216,0.1571677123513617,-0.0207633089752756,-0.34366991318894835,20.628592312639142
MVP,GARCH,0.07296954981525072,0.13981530846893914,0.11074947389146306,1.2673304895026998,-155.69176275499754,0.0001182012740803801,,0.6034030369840501,0.4480823327512013,0.5738912281829149,0.6206867211688832,-0.4521592889115139,0.16138018526814038,-0.020900547773590038,-0.35522989040133,21.32493658358898
MVP,Historical,0.09068299531728274,0.13855375005385945,0.13210053926691764,1.05207509882622,-152.39968500753847,0.00017233107917711808,,0.03341681119446465,0.569075667685728,0.6960318987129397,0.7963426463695457,-0.3974889162672489,0.22813968290957995,-0.020495132319702708,-0.3183402016364001,18.455349523089765
Naive,N/A,0.09601225338733466,0.18764294564574413,0.18444925978235632,1.022227918142558,-152.39968500753847,0.00017233107917711808,,0.02049982203478312,0.48904386925054766,0.5827982618303106,0.6823514010652724,-0.5768577990485348,0.16644007161851082,-0.028656400356122186,-0.35679253135851835,12.82559278916291
