Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.0767616110493099,0.1745236178413369,0.146995756471546,1.1921515993773524,-153.41739041851014,0.0001338384669756,0.0294852782304414,0.48862249154285486,0.0725077445501217,0.408817793345015,0.5113946696383159,0.5663393797508377,-0.543722554556793,0.1411779048082361,-0.026771675492006,-0.3948473698916338,14.990687616397386
ERC,GARCH,0.0770242355283534,0.1746443267893133,0.1461480018861107,1.1997700253718866,-152.66058491800766,0.0001355449308383,0.0294337869482809,0.49119929785857347,0.071312687633738,0.4100430156189656,0.5125494852317926,0.5684559810283644,-0.5399263402908345,0.1426569325861448,-0.0267695644747145,-0.3802740391832651,14.908390647335152
ERC,Historical,0.0811651389308565,0.1787188657210723,0.1747242869956876,1.0267550234089526,-148.9920081968978,0.0001930762909481,0.0310389808467753,0.5022702299410016,0.0139997836568363,0.4261969060923051,0.5263697790888185,0.5925581401142447,-0.5485209813272584,0.1479708920786601,-0.0273769416151479,-0.3541051279620748,14.021608461830882
HRP,DCC,0.0758753430680392,0.1627354413227952,0.1358412193325808,1.2029628865807396,-153.41739041851014,0.0001338384669756,,0.6481553182724538,0.1768035395222882,0.4211173847285224,0.5311276464434811,0.5814013181490151,-0.5081914121748928,0.1493046542115255,-0.0249777780833817,-0.4440801205526787,16.424847876961927
HRP,GARCH,0.0746860324624003,0.1633132475763367,0.135786798377177,1.2077234375118824,-152.66058491800766,0.0001355449308383,,0.6472582631448597,0.1478862788040585,0.4134314273674965,0.5230527210746603,0.5708412523225447,-0.5083976840234865,0.1469047456536998,-0.0250547917495326,-0.441943465881321,16.26402820631492
HRP,Historical,0.0813156040388483,0.1692242321401067,0.1647143191356843,1.031094488844821,-148.9920081968978,0.0001930762909481,,0.6751147196238155,0.0268111459653856,0.441115498373277,0.5469146758845443,0.6131162217655804,-0.5171406173655937,0.1572407993266598,-0.0258946510201325,-0.3498300638482208,14.99034225943224
MVP,DCC,0.0712541143864677,0.1380620644027497,0.1103185499138596,1.2557343870556748,-153.41739041851014,0.0001338384669756,,1.3703721074167992,0.5238627609056676,0.4381997954978076,0.5678611812665384,0.605126202784589,-0.4247894159490882,0.1677398534689661,-0.0206993057949886,-0.4803668101849576,19.971854229322688
MVP,GARCH,0.0722967237237637,0.1393152986641103,0.110122218117703,1.268665564946568,-152.66058491800766,0.0001355449308383,,1.3796754196794645,0.5328747022073784,0.4424414959119804,0.5709462080213032,0.6134331420083418,-0.4223278381409614,0.1711862614645664,-0.0208366520897728,-0.3707910431650057,19.81512874863855
MVP,Historical,0.0805012802116782,0.1405373728097766,0.1341650418731318,1.0497971344773651,-148.9920081968978,0.0001930762909481,,1.4061222533459186,0.0181739232160953,0.4940399295435864,0.621417830871371,0.6893623409167301,-0.3971367759564089,0.2027041691563571,-0.0208939453694451,-0.2948214941780826,18.14764694376766
Naive,,0.0805872316206144,0.1895732745680379,0.1864379223614928,1.0207345557237923,-148.9920081968978,0.0001930762909481,,,0.0142528067647937,0.4095593050120552,0.5039928393317724,0.5699262417280199,-0.5732634769908695,0.1405762530758574,-0.0290330868302571,-0.3349041842617827,12.96563322679488
