Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.07840087703919507,0.17428538936516264,0.14908492893510428,1.176425828066807,-152.45596768177063,0.0001062132705509458,0.014851399143118942,0.09199592592295351,0.41795816590619006,0.5205680463924336,0.5798171050295194,-0.5375437535420065,0.1458502243260993,-0.0267378363048189,-0.37397151124271044,14.4241926897978
ERC,GARCH,0.07847454776337681,0.17439275904705487,0.1483775605155427,1.182668716610513,-151.90132512787636,0.00010753472719916996,0.014983616008972968,0.09067128757637943,0.4181964645774339,0.5207433285972415,0.5803118718552106,-0.534528037722533,0.1468109102335096,-0.026747281480965265,-0.36814202640922544,14.382567019996445
ERC,Historical,0.08156048501832314,0.17851745597679028,0.1748034521206122,1.0275608501757831,-148.38312322406807,0.00016883425237675985,0.017021698515803256,0.031093051214551377,0.42863681523917435,0.5288163228907625,0.5956323377951787,-0.5499901902793758,0.14829443590056263,-0.027392702689346227,-0.36601418960973364,13.815532957954117
HRP,DCC,0.07631626163274863,0.16261533227812802,0.13843108056059625,1.1818077991258908,-152.45596768177063,0.0001062132705509458,,0.20635719528368573,0.4239086563961005,0.5338855087312204,0.586932762584116,-0.49885468084917883,0.15298295187455943,-0.02491384485390777,-0.38950214263800875,15.635850048935891
HRP,GARCH,0.07685016179861415,0.16327606430083497,0.13832168665332017,1.1874602681226847,-151.90132512787636,0.00010753472719916996,,0.1815861618187486,0.4258955658793841,0.5354261801056053,0.5898317865271051,-0.49633701061732627,0.15483463887375767,-0.02502738456791953,-0.39020492875030505,15.583080773222802
HRP,Historical,0.08210545212891063,0.16900337087980966,0.1648377619886703,1.031430083712706,-148.38312322406807,0.00016883425237675985,,0.058444509045259586,0.4459203178830833,0.55174368460345,0.6192915816368252,-0.5178925395763403,0.1585376228745767,-0.02591930051921749,-0.3784890629995166,14.465864637426757
MVP,DCC,0.06327489213454318,0.13968681551713313,0.11318755018309236,1.2381147113308542,-152.45596768177063,0.0001062132705509458,,0.6033578821753827,0.38123001805054113,0.5092329282096235,0.5309648908065373,-0.43346868141634876,0.1459733882683149,-0.020911042524023118,-0.20661416783280245,19.72845066924585
MVP,GARCH,0.0644219510980768,0.14053971034952897,0.11301188663785601,1.2477819771137866,-151.90132512787636,0.00010753472719916996,,0.6003702099094504,0.3874384062889227,0.514671818973538,0.5394370266889579,-0.4222674401239205,0.1525619666038453,-0.02100235103934159,-0.20933646812604462,20.35980477100231
MVP,Historical,0.08054599522849415,0.1416261062922697,0.13419401989378524,1.0585235873351233,-148.38312322406807,0.00016883425237675985,,0.04894449007731009,0.49173693881276703,0.6179984899595788,0.6875288233845444,-0.3998585327742574,0.2014362296326608,-0.021069956169080393,-0.23826722341837475,18.439649569854314
Naive,N/A,0.08084771698091142,0.1892284052364794,0.18650809539579152,1.020847949361188,-148.38312322406807,0.00016883425237675985,,0.031051501563300138,0.4113452664420894,0.5058502492350772,0.5719523551587884,-0.5761922236943713,0.1403137940018353,-0.02903498243173055,-0.35239692678859963,12.779984633894907
