Model,Covariance Type,Window Index,Mean Return,Forecasted Std
Naive,N/A,0,0.005297804893404088,0.011544466483697953
MVP,Historical,0,0.0025382630379450245,0.010153911269322304
HRP,Historical,0,0.004276872151464437,0.010776842383198662
ERC,Historical,0,0.004465608855442494,0.011034085329096756
MVP,GARCH,0,0.0036536679837639017,0.009481140258059134
HRP,GARCH,0,0.004914216586264389,0.010342788646549063
ERC,GARCH,0,0.004782009373907642,0.010708909497723438
MVP,DCC,0,0.0037565250311298176,0.00937239976131483
HRP,DCC,0,0.00494705962305636,0.010207621102804399
ERC,DCC,0,0.004814235752220745,0.010632058313578364
Naive,N/A,1,-0.00018620326000709094,0.011537222738004126
MVP,Historical,1,-0.0006248138912128087,0.010106750272759021
HRP,Historical,1,-0.0003038146511555922,0.010748248137297777
ERC,Historical,1,-0.00032737374475755575,0.011019774340208035
MVP,GARCH,1,0.0004429721360001823,0.009608002511782473
HRP,GARCH,1,-0.00021892464573099882,0.010621777056279322
ERC,GARCH,1,-0.00029560256324787744,0.011021147807128581
MVP,DCC,1,0.0004440634775843066,0.009438193383840103
HRP,DCC,1,-9.5955415238298e-05,0.010428084137121823
ERC,DCC,1,-0.0002608021324906864,0.010926644639553312
Naive,N/A,2,-0.0033714600971955382,0.011547519616822132
MVP,Historical,2,-0.004166007823386683,0.010122512640513047
HRP,Historical,2,-0.0038255462697683535,0.0107654755097409
ERC,Historical,2,-0.0034255364267377895,0.011034334678978814
MVP,GARCH,2,-0.0028116834361644957,0.0091747028518327
HRP,GARCH,2,-0.003424886062966751,0.010273627188373798
ERC,GARCH,2,-0.0032075707902849,0.010623391186952935
MVP,DCC,2,-0.0038922138664416817,0.009408670511102007
HRP,DCC,2,-0.0038738063375168092,0.010501278063533593
ERC,DCC,2,-0.003381219585257825,0.011024047416478699
Naive,N/A,3,0.00662719044308249,0.011559872019402095
MVP,Historical,3,0.004379935520155002,0.010127251364632219
HRP,Historical,3,0.005927826168708356,0.010751497901653796
ERC,Historical,3,0.006508574973903244,0.011046981364167542
MVP,GARCH,3,0.004344120768349141,0.009440951193788615
HRP,GARCH,3,0.005623451070779854,0.010415129169353268
ERC,GARCH,3,0.006355180438852824,0.01086357676757599
MVP,DCC,3,0.004402904626848085,0.009318373342995163
HRP,DCC,3,0.005808298344967178,0.010276736375940867
ERC,DCC,3,0.00636558996391204,0.010825145069743358
Naive,N/A,4,-0.0020315451645584693,0.011567996734066159
MVP,Historical,4,-0.0009053708760090861,0.010124080806123767
HRP,Historical,4,-0.0016165723061174503,0.010752368828009303
ERC,Historical,4,-0.0017654715706398945,0.011053831248722086
MVP,GARCH,4,0.001085968972826437,0.009248474589520989
HRP,GARCH,4,-0.001151698903382153,0.010296911948612382
ERC,GARCH,4,-0.0016165013401369395,0.010873426703567175
MVP,DCC,4,0.0011230951533446575,0.009135931979102768
HRP,DCC,4,-0.0011120597963996726,0.010268602459295024
ERC,DCC,4,-0.0015766609450856006,0.010854589237243977
Naive,N/A,5,-0.002139526312237324,0.01156184872065063
MVP,Historical,5,-0.0001860848467229552,0.010130252261830338
HRP,Historical,5,-0.0016093041524330412,0.010755361739589154
ERC,Historical,5,-0.0017865570559186111,0.011050778770098652
MVP,GARCH,5,-0.001913141977369083,0.009693341190351071
HRP,GARCH,5,-0.0018942355512809206,0.01048377386319548
ERC,GARCH,5,-0.0019345346890359987,0.01077404665177091
MVP,DCC,5,-0.001773362695327212,0.009510126165126219
HRP,DCC,5,-0.001936997230506294,0.010360150509411905
ERC,DCC,5,-0.0019316934386526448,0.010639015154270669
Naive,N/A,6,-0.001409623447633739,0.011578754001940384
MVP,Historical,6,-0.0014222379683205067,0.010127650703544966
HRP,Historical,6,-0.001552080265669147,0.010779928889725864
ERC,Historical,6,-0.001204928482003407,0.011059548587698588
MVP,GARCH,6,-0.00018043421511001537,0.009783519239617513
HRP,GARCH,6,-0.001270196037375283,0.010620440880483159
ERC,GARCH,6,-0.001062160727945343,0.010964451011455153
MVP,DCC,6,-0.00020005736502591126,0.009635112808057768
HRP,DCC,6,-0.0012749620418792058,0.010567901834181253
ERC,DCC,6,-0.0010725489137500847,0.0109522124787389
Naive,N/A,7,-0.005650744438906352,0.011604315325549251
MVP,Historical,7,-0.0035034534529621727,0.010129999504362965
HRP,Historical,7,-0.004319761717712737,0.010803130957463582
ERC,Historical,7,-0.005058176416092152,0.011077186950347394
MVP,GARCH,7,-0.0036547314989884816,0.009554163840768397
