Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.0739411732553583,0.1847003537857308,0.1552192683945952,1.1978953123810323,-141.58161075917187,0.0001135354239584,0.0158808909341592,0.19692715551090983,0.0944787095226209,0.4027849390579633,0.4789234048962262,0.5589504323050375,-0.5171130285840764,0.1429884167835008,-0.0285856374504983,-0.3487832745983624,13.21032523449752
ERC,GARCH,0.0745756711147513,0.1846443932991427,0.1543690688193653,1.2039191327584104,-140.5638654825475,0.0001154548464397,0.016095043533546,0.20369393311496664,0.0923179162937048,0.4060435396241973,0.4822054120932746,0.5637465041107009,-0.5110816869029404,0.1459173220755883,-0.0285580892649704,-0.3411375172434552,13.076677910865207
ERC,Historical,0.0761186980479586,0.1898084898107016,0.1822447006537402,1.0485094252240743,-138.0150676435733,0.0001821612538704,0.018364241980594,0.22723081290607947,0.0277688433650196,0.4076770300352585,0.481764712502891,0.5666604938681827,-0.5279450961456533,0.1441791932601993,-0.0293922551713462,-0.3369142890609895,12.792185345713808
HRP,DCC,0.0704051048556408,0.1732561799680317,0.1448191623753976,1.2039505697897463,-141.58161075917187,0.0001135354239584,,0.35755638018766367,0.2146021150357972,0.3984820589319344,0.4796543469584854,0.5515599906904951,-0.4869006025223688,0.1445985165984804,-0.0267481475150728,-0.373921379507045,14.263659200398443
HRP,GARCH,0.0712136145125506,0.1737515447844998,0.1446151086913379,1.2089668809705678,-140.5638654825475,0.0001154548464397,,0.36043313650028125,0.184990599330623,0.4021734562293863,0.4831135435824173,0.5574848994745293,-0.483162283959054,0.1473906736449355,-0.0267760933714912,-0.3481149486431099,14.12760018847251
HRP,Historical,0.0753688262305498,0.1806319809328407,0.1721297151222399,1.0564905156260211,-138.0150676435733,0.0001821612538704,,0.4007747884555253,0.0379606633040661,0.415089167265635,0.4929452811179828,0.5760528941967026,-0.5059568103584058,0.1489629642047127,-0.0279618198627087,-0.3670894965872553,13.715047465037564
MVP,DCC,0.0556249396784753,0.1475154710348517,0.119503167819741,1.2387158174323951,-141.58161075917187,0.0001135354239584,,1.0244298007186834,0.628909470208968,0.3455692488162851,0.4408970399056026,0.4797048628153798,-0.4357227095323297,0.1276613278618844,-0.0223614130101514,-0.2303472511772635,17.77260894688423
MVP,GARCH,0.0559201332693408,0.1488037473615004,0.1196417519752012,1.2478941027953656,-140.5638654825475,0.0001154548464397,,1.035996489005759,0.6328279414742398,0.345730531901586,0.4402392730016562,0.4799336851498507,-0.4234894152126979,0.1320461179443054,-0.0225099522962331,-0.2136945787660288,18.016028383115827
MVP,Historical,0.061915417655223,0.1536320155862302,0.139991200765983,1.101192380961364,-138.0150676435733,0.0001821612538704,,1.1503202548745959,0.0275336900014681,0.3764764921132907,0.4679999569291342,0.5256364498270443,-0.4376049473218232,0.1414870147930234,-0.0231102205388647,-0.1671751381057544,15.705765318164389
Naive,,0.0749166632395821,0.199170523429769,0.1931607016599478,1.0379215884110418,-138.0150676435733,0.0001821612538704,,,0.0283251778100902,0.3920811629212228,0.4626829211655436,0.5453279006029721,-0.5467951818841604,0.1370104670297796,-0.0308379205677229,-0.3228848329646276,11.89694945304768
