Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,0.001120258123648215,0.005749487521833142
HRP,Historical,0,0.0010082310108488655,0.005870448682360518
MVP,GARCH,0,0.0013054323113479837,0.003717731574883772
MVP,Historical,0,0.001151681040811526,0.0038397169461556217
ERC,GARCH,0,0.001363979402016016,0.006429500829157736
ERC,Historical,0,0.0012913885593740058,0.0065272469494122
Naive,N/A,0,0.0015476304185766826,0.007691602113502493
HRP,GARCH,1,-0.002238313191243066,0.005631778626687021
HRP,Historical,1,-0.0023826651665492973,0.005832600905820474
MVP,GARCH,1,-0.0018640129045883267,0.00357035679260569
MVP,Historical,1,-0.0023340931433798984,0.0037904088950400676
ERC,GARCH,1,-0.0024270444935899156,0.006245402999696049
ERC,Historical,1,-0.002487730319235759,0.006408487307289219
Naive,N/A,1,-0.0026062677530435912,0.0073840356581862596
HRP,GARCH,2,0.0004999165127441087,0.007425307255901928
HRP,Historical,2,0.0004502691452313021,0.006517616760317683
MVP,GARCH,2,0.0008672268220705206,0.004543935585864714
MVP,Historical,2,0.000527095672821461,0.004189471533089819
ERC,GARCH,2,0.00033912720831499193,0.008529886072525847
ERC,Historical,2,0.000348324117886074,0.007058954788486285
Naive,N/A,2,0.00036266992412016747,0.0078373546630184
HRP,GARCH,3,0.0026329676818503647,0.007409948168553122
HRP,Historical,3,0.002568133811632084,0.007037223692844027
MVP,GARCH,3,0.0019665610654666203,0.004508461274171227
MVP,Historical,3,0.0014432674395076482,0.004329909484636482
ERC,GARCH,3,0.002844517107943057,0.008274891117817696
ERC,Historical,3,0.0028170552486364068,0.0076649238997047444
Naive,N/A,3,0.003183359978481103,0.008521859565500091
HRP,GARCH,4,-0.0019343599721664748,0.007321942453440523
HRP,Historical,4,-0.001981856309804982,0.007142841653099554
MVP,GARCH,4,-0.00022980840611894183,0.00441302811745307
MVP,Historical,4,-0.00045103553157042057,0.004339007230227355
ERC,GARCH,4,-0.002304821028305621,0.00820156936247258
ERC,Historical,4,-0.002332439080082329,0.007842047814337482
Naive,N/A,4,-0.0026162680935706323,0.008757631976331452
HRP,GARCH,5,0.0010776679991236686,0.008366804959460246
HRP,Historical,5,0.0010216992206980523,0.007566914299698611
MVP,GARCH,5,0.0007808662762650474,0.00478340969099458
MVP,Historical,5,0.0004368522150531278,0.00454513613387623
ERC,GARCH,5,0.0009367331417663814,0.009686132446504526
ERC,Historical,5,0.000924121418444791,0.008345250342205667
Naive,N/A,5,0.0010492783869521074,0.009332850033283229
HRP,GARCH,6,-0.002756334630224463,0.00888491181222201
HRP,Historical,6,-0.0028889609697314135,0.008106016911712163
MVP,GARCH,6,-0.0019604565247759477,0.0047400386190384
MVP,Historical,6,-0.0018974381347520383,0.00478832633179416
ERC,GARCH,6,-0.0031500010577258084,0.01042957544449902
ERC,Historical,6,-0.0032252437523443093,0.009009422532062562
Naive,N/A,6,-0.003632077428305483,0.010169535112013286
HRP,GARCH,7,-0.0009586322771832524,0.009463596105430181
HRP,Historical,7,-0.0007187641448815898,0.00856734405231403
MVP,GARCH,7,-0.0014809520740582953,0.005529757438076651
MVP,Historical,7,-0.001588199147998284,0.005150627459333509
ERC,GARCH,7,-0.0005008951540367018,0.010834502167197035
ERC,Historical,7,-0.000356985349602404,0.009528291182374617
Naive,N/A,7,6.085630504026368e-05,0.010714077002777591
HRP,GARCH,8,-0.0016171584746042943,0.01012743610530366
HRP,Historical,8,-0.0015595899172976457,0.009155023473959257
MVP,GARCH,8,-0.0030982347227641325,0.0057161267913007725
MVP,Historical,8,-0.0028242163638055712,0.005387646517990653
ERC,GARCH,8,-0.001350274901250053,0.011775412460852765
ERC,Historical,8,-0.0013145855905664086,0.010183945501964508
Naive,N/A,8,-0.0009859773682866168,0.011468627052959743
HRP,GARCH,9,0.0010870540957723818,0.010393997067178857
HRP,Historical,9,0.001076920038668427,0.00920940794208792
MVP,GARCH,9,0.0013740725355251915,0.005883140191869149
MVP,Historical,9,0.0015203544703659081,0.00536130018518858
ERC,GARCH,9,0.0011544607874013231,0.012137405015477706
ERC,Historical,9,0.00110411893322239,0.010281458451349333
Naive,N/A,9,0.0011482939318830986,0.011754825993242193
HRP,GARCH,10,0.0026154286323505477,0.010451726801263024
