Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,0.0005896481689450651,0.00983110026198939,
MVP,Historical,0,0.0002171319966097445,0.007207900342159405,
HRP,Historical,0,0.0005188591396752566,0.008685554100121536,
ERC,Historical,0,0.0005437556406479133,0.009154981517679904,0.016639816248097725
MVP,GARCH,0,-0.0002367724224630105,0.005116215269960531,
HRP,GARCH,0,0.00021584893103825174,0.005926642952037796,
ERC,GARCH,0,0.0003887827112057189,0.00629140336071567,0.01724801529956845
MVP,DCC,0,-0.00028030668409453766,0.005388846826887816,
HRP,DCC,0,0.00021943357013098908,0.006216882229863056,
ERC,DCC,0,0.00039944491160072627,0.006559158641258622,0.01593331887944549
Naive,N/A,1,0.0006104269166778023,0.009826096078244584,
MVP,Historical,1,0.00032173636271009843,0.007186661577851989,
HRP,Historical,1,0.0005371239739347521,0.008682159431855973,
ERC,Historical,1,0.0005482381831776925,0.00914837942987105,0.022164977971060217
MVP,GARCH,1,0.00040182530685446097,0.005407171738708724,
HRP,GARCH,1,0.000599761578545175,0.0063207893309869785,
ERC,GARCH,1,0.0005960024579801672,0.006656145323327111,0.015298092567550709
MVP,DCC,1,0.0004833863149302152,0.005677583675711961,
HRP,DCC,1,0.0006031206981355117,0.006564048288817443,
ERC,DCC,1,0.0005988434556451086,0.0068925321904062375,0.014630075176044035
Naive,N/A,2,0.0007503826933442383,0.00980051925138607,
MVP,Historical,2,0.0005255829060626752,0.007180343654360732,
HRP,Historical,2,0.0007073410232654968,0.008567375157368703,
ERC,Historical,2,0.0006864556228751388,0.009125225893524458,0.027197968481300707
MVP,GARCH,2,0.00024096955166172517,0.005192406042749443,
HRP,GARCH,2,0.000499408924164351,0.0060787680278177846,
ERC,GARCH,2,0.0005668408878561374,0.006445491572014336,0.014505779068173774
MVP,DCC,2,0.0002548531932594316,0.005452286889134908,
HRP,DCC,2,0.000475964627692293,0.006269894777863811,
ERC,DCC,2,0.000585765219763279,0.006636243817941368,0.01514793320678077
Naive,N/A,3,0.0004213224137062456,0.009790808879018165,
MVP,Historical,3,-0.0005332920204105674,0.007197119322501959,
HRP,Historical,3,0.00022999442605399687,0.008573236625724278,
ERC,Historical,3,0.0003884974005980239,0.009121686904704307,0.026015629828138532
MVP,GARCH,3,0.00023712325513019784,0.00504701538052617,
HRP,GARCH,3,0.00020644476844420913,0.005844149958773863,
ERC,GARCH,3,0.00029711368471343905,0.0061034497407570654,0.011627984155281006
MVP,DCC,3,0.00034470030294463436,0.005303127726165814,
HRP,DCC,3,0.00017966926469632178,0.0059546474748966545,
ERC,DCC,3,0.0003082266873316586,0.006233651301581715,0.012110461231052244
Naive,N/A,4,-0.0015725394910857116,0.009795045835073785,
MVP,Historical,4,-0.0003821594608870438,0.007219105258891166,
HRP,Historical,4,-0.0011910580834214642,0.008587585738170875,
ERC,Historical,4,-0.0013611732794995834,0.009132671162382703,0.023700684795146493
MVP,GARCH,4,0.00020208447503435232,0.0050559389779795665,
HRP,GARCH,4,-0.0009864494674396058,0.006007264460005981,
ERC,GARCH,4,-0.00125496158480957,0.0063839472382932055,0.011109488577718523
MVP,DCC,4,7.038121071774779e-05,0.005241828372244855,
HRP,DCC,4,-0.0009706418641507664,0.006124012842742928,
ERC,DCC,4,-0.0012800978916092955,0.006474293024198086,0.011483319146134062
Naive,N/A,5,3.94656385614026e-05,0.009804468121419241,
MVP,Historical,5,0.0008827668445321669,0.007254305719657498,
HRP,Historical,5,0.00029265043508898615,0.008615779824277777,
ERC,Historical,5,0.00015429519806312944,0.009151221406793072,0.022838924606562006
MVP,GARCH,5,-0.00021039646558739298,0.005966891096453251,
HRP,GARCH,5,-3.3906042823822745e-05,0.006994269567710588,
ERC,GARCH,5,-1.6295996570518733e-06,0.007339879219540343,0.011595880370307551
MVP,DCC,5,-0.00028556637817435594,0.006198040078346794,
HRP,DCC,5,-9.030424931166263e-05,0.007212465865035642,
ERC,DCC,5,-2.6517912070592044e-06,0.0076033668460203496,0.012378333074808729
Naive,N/A,6,-0.000682817985803983,0.009837335314325341,
MVP,Historical,6,0.0018748931415224278,0.007269070736813173,
HRP,Historical,6,0.00013205221518627512,0.008634256601765975,
