Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,0.0006341716745814074,0.006594109849573199
HRP,Historical,0,0.0006861401627687982,0.007194019743462373
MVP,GARCH,0,0.0008947068679599594,0.004829188995354951
MVP,Historical,0,0.0011255111131387397,0.005816609868281854
ERC,GARCH,0,0.0004464093089811264,0.0103720837215347
ERC,Historical,0,0.0005524412907571445,0.008409957582221093
Naive,N/A,0,0.0004363692679509263,0.009365885758470952
HRP,GARCH,1,0.0020620428036078765,0.007151094561433339
HRP,Historical,1,0.0021491363402061847,0.007156341577281521
MVP,GARCH,1,0.0018925183780517103,0.005125465225007177
MVP,Historical,1,0.0019523019187599477,0.005451585405902244
ERC,GARCH,1,0.0022212967388636116,0.011384423059770662
ERC,Historical,1,0.002215534079642691,0.00869703957866551
Naive,N/A,1,0.0021273582979461107,0.009929292881412968
HRP,GARCH,2,0.00016643051503088376,0.007484268894123579
HRP,Historical,2,0.00026451813601921986,0.007160585959460305
MVP,GARCH,2,0.0004104734361738151,0.005499635433011474
MVP,Historical,2,0.0005896079361742882,0.005396598634608611
ERC,GARCH,2,0.00019218281670285966,0.00992407846064388
ERC,Historical,2,0.00028430138966962116,0.008768067182769283
Naive,N/A,2,0.00030420101831789644,0.01003021579021266
HRP,GARCH,3,0.0006020908388239198,0.008236814335568155
HRP,Historical,3,0.0005941378420758187,0.00709237629623445
MVP,GARCH,3,0.00043518828454488357,0.006419802199477021
MVP,Historical,3,0.00045166112309262654,0.005421264340697758
ERC,GARCH,3,0.0007137698212222995,0.00992591062298658
ERC,Historical,3,0.0007187331873416223,0.008768373153369919
Naive,N/A,3,0.0010173205110925838,0.010108550820659494
HRP,GARCH,4,0.0021209023120098928,0.006722184033428617
HRP,Historical,4,0.002035457151569109,0.007593806869225067
MVP,GARCH,4,0.002832461752574309,0.005007992156851524
MVP,Historical,4,0.0029254593029506277,0.0058998025941613495
ERC,GARCH,4,0.0016627605230328183,0.008701003988192834
ERC,Historical,4,0.0016178085625533475,0.008890515811649952
Naive,N/A,4,0.0011763993225583362,0.010152949173467303
HRP,GARCH,5,-0.0001880564859589131,0.006997599177079438
HRP,Historical,5,-9.512793332550058e-05,0.00765872323948709
MVP,GARCH,5,0.00012643575986117733,0.0054987264422882666
MVP,Historical,5,0.00021938315744682443,0.006046368478963706
ERC,GARCH,5,-0.000251124529132393,0.008247765756225479
ERC,Historical,5,-0.00017986343182663654,0.00892356702755305
Naive,N/A,5,-0.0002512483000710413,0.0101179780170586
HRP,GARCH,6,-0.001804847946938119,0.006065063908051954
HRP,Historical,6,-0.0018324698317580142,0.007455204261591354
MVP,GARCH,6,-0.0017843295075845186,0.004666365194418272
MVP,Historical,6,-0.0014011860959181476,0.005945867730672246
ERC,GARCH,6,-0.0019475043828148532,0.007335704555045472
ERC,Historical,6,-0.002101737120171682,0.008617950694683211
Naive,N/A,6,-0.0025601832674686017,0.00979450201509446
HRP,GARCH,7,0.0018604105501552903,0.0072931560270999025
HRP,Historical,7,0.0016107899084271246,0.007262780580882265
MVP,GARCH,7,0.0009750340879447442,0.0061146866357815275
MVP,Historical,7,0.00012174604696246934,0.0060139913622202995
ERC,GARCH,7,0.002104712501536466,0.008273901292451948
ERC,Historical,7,0.0020273698957725466,0.00853102304900801
Naive,N/A,7,0.002419609137570925,0.009673573621738074
HRP,GARCH,8,0.0010383735686949336,0.006835463702793754
HRP,Historical,8,0.0009893014424275318,0.00749314464777651
MVP,GARCH,8,0.0011995726468681726,0.005404846982512052
MVP,Historical,8,0.0010710549675454592,0.006052626885128905
ERC,GARCH,8,0.0007711733294072902,0.00828977373860394
ERC,Historical,8,0.0007052744395015356,0.008657085003886364
Naive,N/A,8,0.0007007980737811374,0.009872766203260866
HRP,GARCH,9,-0.0002239937542174337,0.007285558777703447
HRP,Historical,9,-0.0002799415842686289,0.007418233763442325
MVP,GARCH,9,-0.0005340414865409664,0.0059684981510445476
MVP,Historical,9,-0.0004986454535129212,0.005964198543403401
ERC,GARCH,9,-0.00040175444118289034,0.008352001857543805
ERC,Historical,9,-0.00048057726831574895,0.008819807644343128
Naive,N/A,9,-0.000512223388238345,0.010194252640674003
HRP,GARCH,10,0.0014040583039372809,0.007645384415869149
HRP,Historical,10,0.0014506925115422102,0.007294316983322608
MVP,GARCH,10,0.0011932011231540263,0.006184696978539475
MVP,Historical,10,0.0013003999235200049,0.0059039862019275085
ERC,GARCH,10,0.0015474922069118272,0.009476639620767816
ERC,Historical,10,0.0016325525365464845,0.008772324271987033
Naive,N/A,10,0.001737245279611253,0.010395844266250823
HRP,GARCH,11,6.0967525413784015e-05,0.006105734044971051
HRP,Historical,11,0.00014463542618841532,0.0070115647035091135
MVP,GARCH,11,0.000243860167413903,0.004985673614143117
MVP,Historical,11,0.0004721470842042953,0.0056845577089275215
ERC,GARCH,11,-0.00027258329079116037,0.007281172669968342
ERC,Historical,11,-0.00025982494693465333,0.008448545959866527
Naive,N/A,11,-0.0007843956797104832,0.010100249618764648
HRP,GARCH,12,-0.0020175973333754703,0.005687363721237313
HRP,Historical,12,-0.0018906653751571273,0.006541736168161524
MVP,GARCH,12,-0.0013054575949724106,0.0045966550231150045
MVP,Historical,12,-0.0009844555508010835,0.005224708102764146
ERC,GARCH,12,-0.002444279792194862,0.008593065843130193
ERC,Historical,12,-0.0023979463841048566,0.010014866117753875
Naive,N/A,12,-0.0030690803334925123,0.009181195924877266
HRP,GARCH,13,0.0021122058132698957,0.007373990095832492
HRP,Historical,13,0.0023217080029666057,0.0070826246515771725
MVP,GARCH,13,0.0009625977544834815,0.005708931700363589
MVP,Historical,13,0.0010022186151530043,0.005533449550887114
ERC,GARCH,13,0.0026256875919170386,0.008549526333217683
ERC,Historical,13,0.0028046617236606865,0.007824102357552874
Naive,N/A,13,0.003541230127725991,0.009587682720182157
HRP,GARCH,14,0.0015752933540418687,0.006747180429924238
HRP,Historical,14,0.0015650271910802257,0.007132265634442209
MVP,GARCH,14,0.001539715146657576,0.005324440566325652
MVP,Historical,14,0.001527313252861812,0.0056947430834130425
ERC,GARCH,14,0.0014066328903348702,0.00766077665163628
ERC,Historical,14,0.0013802278477224772,0.007959012649049559
Naive,N/A,14,0.0012129377002592328,0.00976014458217031
HRP,GARCH,15,-0.0008521254303926097,0.006506214077248624
HRP,Historical,15,-0.0007809420290089452,0.00718815041438536
MVP,GARCH,15,0.0003151503327283516,0.005244613744849781
MVP,Historical,15,0.0005538641722556683,0.005639227388498577
ERC,GARCH,15,-0.0012650548096932062,0.0072377846812773615
ERC,Historical,15,-0.0012534969404506418,0.008015939348392587
Naive,N/A,15,-0.0013251187992972605,0.009755127323038858
HRP,GARCH,16,-8.624522705443351e-05,0.0058830914532401486
HRP,Historical,16,-9.345657042478786e-05,0.006826676207089022
MVP,GARCH,16,-0.00043031097022179645,0.0046222370457921855
MVP,Historical,16,-0.00043137046483014,0.005316172053836554
ERC,GARCH,16,-2.814200913902353e-05,0.00680580432196119
ERC,Historical,16,-4.421412885865538e-05,0.007987114404202397
Naive,N/A,16,0.00012665046016388382,0.009820815575864405
HRP,GARCH,17,-0.00013192600404265107,0.005930721288630433
HRP,Historical,17,-9.528361364919754e-05,0.0067009167968178195
MVP,GARCH,17,0.0007890268811477517,0.004518185946745583
MVP,Historical,17,0.0008003944663443495,0.005168211768563592
ERC,GARCH,17,-0.0009774821899487436,0.007340348964846722
ERC,Historical,17,-0.00089110080596768,0.008059963058170676
Naive,N/A,17,-0.001747014457946373,0.009965984806315902
HRP,GARCH,18,-0.003349412940420255,0.005680319010331968
HRP,Historical,18,-0.003358837935088861,0.006918462301052773
MVP,GARCH,18,-0.0023765613677398127,0.004318446075207256
MVP,Historical,18,-0.002283091124230858,0.005108066540484027
ERC,GARCH,18,-0.0038136921903685526,0.0065716568411363675
ERC,Historical,18,-0.003861370442001575,0.008184165511463769
Naive,N/A,18,-0.004762730000285189,0.010164450580705737
HRP,GARCH,19,0.001181841689755807,0.01043490495877273
HRP,Historical,19,0.0007562151655389012,0.008212685282366038
MVP,GARCH,19,3.946891837132495e-05,0.007843164192880924
MVP,Historical,19,-0.0008074876747698666,0.005672933748319138
ERC,GARCH,19,0.00152717540042929,0.011236135752747574
ERC,Historical,19,0.0013224682019658135,0.009134429887941749
Naive,N/A,19,0.0019638703440566477,0.01124857255152725
HRP,GARCH,20,0.0018616768941296592,0.007271810689262315
HRP,Historical,20,0.0019795669857799077,0.007758710271669189
MVP,GARCH,20,0.001559889204761674,0.005241166272567402
MVP,Historical,20,0.0018322952666261615,0.0056478513534371525
ERC,GARCH,20,0.00207199770292557,0.008741947834008971
ERC,Historical,20,0.002091851314741773,0.009152372794972552
Naive,N/A,20,0.0029053043658686653,0.011289497079832699
HRP,GARCH,21,0.0017049812710002304,0.006424400604086213
