Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1608066872751059,0.1717514765272781,0.1507285378509742,1.1394755032858437,-194.55714122516105,0.0178666650525301,0.11276463692603,0.8513410167766299,0.9549139203238374,1.21628352603555,-0.4319093836541458,0.3723157990099908,-0.0244551881381774,-0.776890481618223,26.173301636657584
ERC,GARCH,0.1608805741445345,0.1718293992777619,0.1541461769359208,1.1147172294074614,-194.0670988174312,0.0179176932841866,0.1134138199770681,0.8514023339961648,0.9549277517415156,1.2164409133303755,-0.4335966169302097,0.3710374294051037,-0.0244708526347731,-0.7745700098844982,25.99143666266088
ERC,Historical,0.1620861670168143,0.1727229652347188,0.1573209691618257,1.097901736525981,-194.7553128202869,0.0174534905310991,0.0624324362538145,0.8538867630003115,0.9568796179077085,1.2211881142712495,-0.4340597377912115,0.3734190317711059,-0.0246157727912893,-0.743748156018647,25.569393966381277
HRP,DCC,0.144631620750143,0.1621729260584798,0.1382728752479137,1.1728469937991448,-194.55714122516105,,0.2555646694653135,0.805161968203936,0.9148429788216884,1.1471930090801872,-0.3979248657855539,0.3634646466855544,-0.0229946613213221,-0.8639162288270561,30.340799343071915
HRP,GARCH,0.1431229440342032,0.1621965009865451,0.1413803580183116,1.1472350421233009,-194.0670988174312,,0.2544915013736877,0.7969541171905468,0.9066170906432768,1.1333448504122343,-0.4012172611080035,0.3567218011482213,-0.0230017598880762,-0.8998935178793114,30.03432683674189
HRP,Historical,0.1463106563783063,0.1631069117460402,0.1468961805554069,1.110355021684984,-194.7553128202869,,0.1595143625182546,0.8104765864523577,0.9195296338208214,1.1548994361160818,-0.3998495094847044,0.3659143075275003,-0.0231563210539983,-0.8570748845062195,29.398181607003707
MVP,DCC,0.1200127534800894,0.1574383419294475,0.1176452215861574,1.338246805155172,-194.55714122516105,,0.5816482118945613,0.6853774160324207,0.7983424141477224,1.0096881498145678,-0.3522880786380731,0.340666519128471,-0.021404449154688,1.3595644745464623,87.03236611518837
MVP,GARCH,0.11926513194048,0.1592359084913693,0.1189331911263029,1.3388685444609512,-194.0670988174312,,0.5946360523248297,0.6750272715838873,0.7867135759020211,0.9996153289607996,-0.3401846597267983,0.3505893888227107,-0.0214814344821091,1.816750288071799,102.4745347174511
MVP,Historical,0.120183343477157,0.1551809541584081,0.1265343547380757,1.2263938475810017,-194.7553128202869,,0.219975508173767,0.6939153110807428,0.8085096910893892,1.027222489049956,-0.3332392943578315,0.3606517764021686,-0.0209753624225652,1.7982428575516956,105.12733895351438
Naive,,0.1786224586946423,0.1873558881727421,0.1742528818591465,1.0751953492751254,-194.7553128202869,,0.0528288694562889,0.8767340479977187,0.9716901064448163,1.259453660752526,-0.4632688726074595,0.3855697398560038,-0.0266843745313806,-0.6000516473276811,21.38379099622638
