Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,-0.0018060269991021466,0.0061395840561183175
HRP,Historical,0,-0.0017613508897883737,0.006824711220574651
MVP,GARCH,0,-0.000991803167666628,0.005076708873289257
MVP,Historical,0,-0.0006674217480657647,0.005633596327381775
ERC,GARCH,0,-0.002505742175415695,0.0072672679004458784
ERC,Historical,0,-0.0025537552471363487,0.00804190061426249
Naive,N/A,0,-0.0030690803334925123,0.009264972916068245
HRP,GARCH,1,0.0020058891905192795,0.008069392321250564
HRP,Historical,1,0.002188137041024524,0.0072401878319329855
MVP,GARCH,1,0.00089537272697698,0.006245740633275464
MVP,Historical,1,0.0007910909806653911,0.005619086370135698
ERC,GARCH,1,0.0027185205392596602,0.009731799821836322
ERC,Historical,1,0.002931797502926946,0.008437741158156098
Naive,N/A,1,0.003541230127725991,0.009750466901531349
HRP,GARCH,2,0.001586291595819048,0.006841695767350972
HRP,Historical,2,0.0015854756521759448,0.007333568540423605
MVP,GARCH,2,0.00161020922850356,0.0051158338534317265
MVP,Historical,2,0.0016210467636824206,0.0056675877638216726
ERC,GARCH,2,0.0014266722630402848,0.008422036898370802
ERC,Historical,2,0.0013907992856010995,0.00852870961383744
Naive,N/A,2,0.0012129377002592328,0.009886260178882611
HRP,GARCH,3,-0.0005947593301937001,0.006538933736670253
HRP,Historical,3,-0.0004571747905421577,0.007121315065399611
MVP,GARCH,3,0.0005308103353968221,0.00533038919234282
MVP,Historical,3,0.0008468101251257323,0.005656072312900357
ERC,GARCH,3,-0.0012052972795350188,0.007672825254924919
ERC,Historical,3,-0.0011927492987920825,0.008548681199433632
Naive,N/A,3,-0.0013251187992972605,0.009923915324099562
HRP,GARCH,4,-0.00022771722746755025,0.00614173360474781
HRP,Historical,4,-0.00027189720171620125,0.007146363381520814
MVP,GARCH,4,-0.0005572699658688987,0.004967257323415107
MVP,Historical,4,-0.0005467769363815477,0.005665427194623636
ERC,GARCH,4,-5.276692719395854e-05,0.007238576895439495
ERC,Historical,4,-8.534586583271023e-05,0.0085879559255539
Naive,N/A,4,0.00012665046016388382,0.009978467450593026
HRP,GARCH,5,-0.0003655657768830751,0.006546520682199369
HRP,Historical,5,-0.00040959968191593775,0.007202993670420836
MVP,GARCH,5,0.0008817114096398501,0.005153251536607272
MVP,Historical,5,0.0006291499205815269,0.005683222242406508
ERC,GARCH,5,-0.0010135044312194756,0.007700383073568296
ERC,Historical,5,-0.0010532656762692757,0.008643064113953847
Naive,N/A,5,-0.001747014457946373,0.010033716991894802
HRP,GARCH,6,-0.0034888307871850073,0.006187303838679256
HRP,Historical,6,-0.0036431013771313823,0.007112428063897007
MVP,GARCH,6,-0.0020390648649722004,0.0050334990385483575
MVP,Historical,6,-0.0024474371604286346,0.005619225407643775
ERC,GARCH,6,-0.003961912792384279,0.007026762215114639
ERC,Historical,6,-0.004144874894610336,0.008554710709844619
Naive,N/A,6,-0.004762730000285189,0.009977815222812771
HRP,GARCH,7,0.0006340369053454014,0.009168577136296556
HRP,Historical,7,0.0004926015126214515,0.0075851516821540685
MVP,GARCH,7,-0.0004018691613466481,0.007282063938619215
MVP,Historical,7,-0.0007880981625992467,0.005943348067550571
ERC,GARCH,7,0.0014438838639094988,0.010911818201429257
ERC,Historical,7,0.0014165131820367274,0.00903015268272601
Naive,N/A,7,0.0019638703440566477,0.01048520669089263
HRP,GARCH,8,0.0018853228930800227,0.006923144086917631
HRP,Historical,8,0.0021072706968211477,0.007595474066937161
MVP,GARCH,8,0.0016995974108577015,0.005357809406477567
MVP,Historical,8,0.0018799964415300392,0.005962060990197816
ERC,GARCH,8,0.0021211186751539956,0.008632393244906587
ERC,Historical,8,0.0022428561289627755,0.009069137798925925
Naive,N/A,8,0.0029053043658686653,0.010599993038657041
HRP,GARCH,9,0.0016530097462763552,0.006368731469134761
HRP,Historical,9,0.0018055666815547328,0.007637388406346364
MVP,GARCH,9,0.0020999500372074994,0.0050797717241409576
MVP,Historical,9,0.0022581671855673832,0.005969252342765988
ERC,GARCH,9,0.0014791073378199457,0.007523080449028123
ERC,Historical,9,0.001558164276839313,0.009126229880948383
Naive,N/A,9,0.0014229469909592622,0.01067964308529872
HRP,GARCH,10,-0.0004502942667164582,0.005964620469480161
HRP,Historical,10,-0.0003693447490975482,0.007497967821423857
MVP,GARCH,10,-0.0005542809379356406,0.004781626948999856
MVP,Historical,10,-0.0003864315736912773,0.00590631928380056
ERC,GARCH,10,-0.0003784537620173087,0.007036015867505459
ERC,Historical,10,-0.00034950346840110857,0.008966224777798695
Naive,N/A,10,-0.00020570416233770016,0.010551761864726552
HRP,GARCH,11,0.00045833542901450435,0.005662522731106382
HRP,Historical,11,0.0004384877636665283,0.007314313709717837
MVP,GARCH,11,0.0004627675029132502,0.004618931755129082
MVP,Historical,11,0.00017358338320681694,0.005814052800889976
ERC,GARCH,11,0.0003986248376979587,0.006780580134822048
ERC,Historical,11,0.00042945880624868486,0.008803583921970382
Naive,N/A,11,0.00022550595792897012,0.010418247085145837
HRP,GARCH,12,0.0019253857619897401,0.006542414479054847
HRP,Historical,12,0.0020641239884183586,0.00739275308676201
MVP,GARCH,12,0.002007682299831979,0.005214210302056147
MVP,Historical,12,0.002292252193123594,0.005607933404252544
ERC,GARCH,12,0.0020628071702975224,0.007091942578913694
ERC,Historical,12,0.0021455877058478502,0.008300719890497075
Naive,N/A,12,0.0022012652609931177,0.010052925408206934
HRP,GARCH,13,0.0005277616399203302,0.005530456846079576
HRP,Historical,13,0.0003825786295471216,0.006771710569955562
MVP,GARCH,13,0.0008321173430764194,0.004503449639030523
MVP,Historical,13,0.0004412014027630288,0.005550239063047254
ERC,GARCH,13,0.0004293298586453037,0.006698226948273053
ERC,Historical,13,0.00038392158853502314,0.008086956459363047
Naive,N/A,13,0.00029238821905233403,0.009833851775658247
HRP,GARCH,14,-0.00043783627717484605,0.005927533354169051
HRP,Historical,14,-0.0003688967253845589,0.006792729645405803
MVP,GARCH,14,-8.527364693005736e-05,0.004826883160414668
MVP,Historical,14,3.2382264375024926e-05,0.005516837905187081
ERC,GARCH,14,-0.0004966738469084481,0.0068612734035138285
ERC,Historical,14,-0.00047746695357729727,0.0080321790416679
Naive,N/A,14,-0.00042044017721653784,0.009743849160336776
HRP,GARCH,15,-0.0011864816381957147,0.006118607349724423
HRP,Historical,15,-0.0013552659004435956,0.006914109423648376
MVP,GARCH,15,-0.0002808657587829822,0.0048199930629975575
MVP,Historical,15,-0.0004936477933172208,0.005563200892613546
ERC,GARCH,15,-0.001789380136697791,0.007278737435777183
ERC,Historical,15,-0.0018985094890832427,0.008126339117257225
Naive,N/A,15,-0.002417467827825049,0.009813551497652548
HRP,GARCH,16,-0.008361992047712397,0.006290172715791057
HRP,Historical,16,-0.008306843475383663,0.006932135170670734
MVP,GARCH,16,-0.008181677023338394,0.004799374752972358
MVP,Historical,16,-0.007822613776801962,0.005420077223835268
ERC,GARCH,16,-0.008469075772622998,0.007610678471185097
ERC,Historical,16,-0.00847631472807609,0.00821267163356779
Naive,N/A,16,-0.008085997595686192,0.009918340578487813
HRP,GARCH,17,0.00391413469235366,0.012935628350269153
HRP,Historical,17,0.004744641514204581,0.007912722380339627
MVP,GARCH,17,0.0029312170370042285,0.010808988667611518
MVP,Historical,17,0.004246731776771292,0.005949151581062215
ERC,GARCH,17,0.0044473683846780404,0.013541988338694027
ERC,Historical,17,0.004883265324130314,0.008871648772196362
Naive,N/A,17,0.0046594868941258645,0.01039458750635842
HRP,GARCH,18,-0.002571416774941276,0.012915870777261827
HRP,Historical,18,-0.0022483473395974196,0.00919377843298328
MVP,GARCH,18,-0.0022816013322370134,0.010354251142736462
MVP,Historical,18,-0.0012979910923901236,0.006917119896248044
ERC,GARCH,18,-0.0028423409818020065,0.013640291052676567
ERC,Historical,18,-0.002692418345642018,0.010102412937547479
Naive,N/A,18,-0.0029141046940403805,0.01150610451647759
HRP,GARCH,19,-0.0018321070846012762,0.010473240658994791
HRP,Historical,19,-0.0019156939615168674,0.009443577555332953
MVP,GARCH,19,-0.004125275819351822,0.007978399464576985
MVP,Historical,19,-0.004076114509511018,0.007010773732052225
ERC,GARCH,19,-0.001626062395715786,0.0112526663604328
ERC,Historical,19,-0.0016644988209543155,0.010369252474401508
Naive,N/A,19,-0.0014953473334889393,0.011764361036650142
HRP,GARCH,20,0.0008126414014393691,0.014874289370149212
HRP,Historical,20,0.0015176469029943474,0.01021035545983666
MVP,GARCH,20,-0.0014236552168732713,0.010679561151998274
MVP,Historical,20,0.0008022810658278675,0.007802635545597681
ERC,GARCH,20,0.0018265844813055096,0.017350976902120178
ERC,Historical,20,0.001940842929524633,0.01115272058041887
Naive,N/A,20,0.0024981348111286278,0.012431070597302375
HRP,GARCH,21,1.9615160325082682e-05,0.011930877815340114
HRP,Historical,21,0.00013958982792965877,0.01045514670055996
MVP,GARCH,21,0.00046608521173056085,0.009850821753825179
MVP,Historical,21,0.0004634619050403536,0.007984241518678926
ERC,GARCH,21,-6.310116666420238e-05,0.012548588467186525
ERC,Historical,21,-5.629955511286381e-07,0.011368163448837
Naive,N/A,21,-0.00020090587587891063,0.01258158655320495
HRP,GARCH,22,0.0011033176719089032,0.008665992566093371
