Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1074668982352704,0.1699662617284252,0.1483792299236014,1.1505116285965908,-142.49608488702813,0.0001251616737756,0.0316085934731689,0.47793465122081175,0.0744825148682451,0.6055551453597959,0.6860069528066765,0.8443876552278164,-0.3726551409301508,0.2883816333971189,-0.0258995149288621,-0.5270969510607384,13.221021517823392
ERC,GARCH,0.1075457217872379,0.1702522876998633,0.1482954444415386,1.1530115519235575,-141.19341639367585,0.0001264873467487,0.0314232193249703,0.4841481813694898,0.0735710779098341,0.605236613815702,0.6855533640581729,0.8442811386554638,-0.3731785233158241,0.288188400639072,-0.0259122365154284,-0.5168600719731872,13.076137184658036
ERC,Historical,0.1111522231685655,0.1748783534542635,0.1837673131236048,0.9555338260962646,-139.0184541816879,0.0001827683783738,0.0327459794401107,0.49956698933796234,0.0127564774289425,0.6123928578516844,0.6905805639500029,0.8569136483503078,-0.3735840986411097,0.2975293209022419,-0.0266085621402366,-0.4741547492098865,12.571297694590502
HRP,DCC,0.1002907403933175,0.159696106116896,0.1381413960566066,1.1614709497868696,-142.49608488702813,0.0001251616737756,,0.6437759739082979,0.1751683151344694,0.593153044957528,0.6787875791298653,0.822479756629573,-0.3629846215891226,0.2762947365490343,-0.0243409521975399,-0.6172824172152428,14.53476730982858
HRP,GARCH,0.1015907053365552,0.1602472585588439,0.1385494995041975,1.1620635473904863,-141.19341639367585,0.0001264873467487,,0.644134654023273,0.1513087385213128,0.5990359555875377,0.6843781428223249,0.8310010676458739,-0.3661662085968238,0.2774442396688061,-0.0243950903036767,-0.6193764789788188,14.275369337658944
HRP,Historical,0.1080555801399363,0.1665207074446519,0.1735652267306567,0.9635798814713404,-139.0184541816879,0.0001827683783738,,0.6705671412327894,0.0171613539168773,0.6177766237471459,0.6998962636074233,0.8621858837535702,-0.3659582230392647,0.2952675287428716,-0.0253584500306827,-0.5365786210897957,13.467577031868082
MVP,DCC,0.0820705008484896,0.1353415330905868,0.1129678383175552,1.204182301954524,-142.49608488702813,0.0001251616737756,,1.3563429838593197,0.5411621707419153,0.5498624622877984,0.6509114973087697,0.7526239363726024,-0.3153980437045166,0.2602124600537412,-0.0203913500169075,-0.9057297881277158,15.324545138686542
MVP,GARCH,0.0846313020154787,0.1369836375900628,0.1136071444654882,1.2114214567615886,-141.19341639367585,0.0001264873467487,,1.3775321474992315,0.5546961617720529,0.5621171189805616,0.6619716485214547,0.7730883289288509,-0.3187882050704033,0.2654781471503571,-0.0204827047572393,-0.7956816661356122,15.192688374422165
MVP,Historical,0.0851517563267152,0.1401248642063502,0.1411792164002431,0.9956555501674236,-139.0184541816879,0.0001827683783738,,1.4360244310914405,0.0096290408284868,0.5559861022039503,0.6535596715406394,0.7744992396157644,-0.3070460668598465,0.2773256703710958,-0.0207345268127968,-0.4926342813957852,14.63788864782233
Naive,,0.1123930088046654,0.1835369285633664,0.1945821255287593,0.9470034837135136,-139.0184541816879,0.0001827683783738,,,0.0130981207529134,0.5980674689610517,0.6725609950205078,0.8380500850734296,-0.3829487869553749,0.293493575729129,-0.0279145808515603,-0.4342940912387534,11.788849338866369
