"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0766387078486965,0.174646205227896,0.146708376712662,1.1904310383718,-158.668583574439,0.000133081767850072,0.028886559179307,0.0731422883237768,0.510465473198514,0.712794207424803,-0.54338750830652,0.141038773761184,-0.0266365886425845,-0.339026033204113,14.0254295669303
"ERC","GARCH",0.0773193118712654,0.175179887339304,0.152445990584109,1.14912754784884,-157.00133428878,0.000136410424650373,0.0286943066379722,0.0716150770856678,0.513051034906061,0.716692367091386,-0.543297328217308,0.142314912766034,-0.0267051439072096,-0.334895046560013,13.9168521609185
"ERC","Historical",0.0807345070891134,0.177542348813644,0.168587085410743,1.05311951019903,-155.77812808842,0.000183215574826342,0.0296355829646193,0.0142791489155383,0.526395572848209,0.737295286279935,-0.546936388148449,0.147612243102758,-0.0270090937664735,-0.310511708828485,13.4265999410148
"HRP","DCC",0.0746517772317095,0.163239245180275,0.135600263160965,1.20382690545741,-158.668583574439,0.000133081767850072,NA,0.182880956520558,0.522985217860283,0.727793333786808,-0.508874737356851,0.146699711641137,-0.0249233176139788,-0.38599317118355,15.2110289210724
"HRP","GARCH",0.074223436712946,0.164035681184826,0.141328580581827,1.16066885062821,-157.00133428878,0.000136410424650373,NA,0.152933592843967,0.518814394669927,0.721676931091107,-0.509814874830552,0.145588997844788,-0.0250753822601774,-0.388092803169001,15.0731361081053
"HRP","Historical",0.0803997706527866,0.167532541329089,0.158675205563792,1.05582054066875,-155.77812808842,0.000183215574826342,NA,0.0317646565967628,0.545658204281655,0.762988789946133,-0.514051608029311,0.156404083553031,-0.0255344159373913,-0.334317403158486,14.2957838573522
"MVP","DCC",0.0662585949771861,0.139043062842778,0.109557460534516,1.26913367802071,-158.668583574439,0.000133081767850072,NA,0.527233362661765,0.531210676320934,0.734623913775697,-0.431891424443022,0.153414935391771,-0.0211097864988043,-0.493147156766159,16.6776181929743
"MVP","GARCH",0.0648693860003202,0.140586251153099,0.11253212460163,1.24929882600887,-157.00133428878,0.000136410424650373,NA,0.576237130871488,0.517668078044868,0.714585614427026,-0.430286251541468,0.150758676968949,-0.0213599752031739,-0.543438821104982,16.6599767670019
"MVP","Historical",0.0686793327013773,0.139259516119897,0.12873293355325,1.08177070370491,-155.77812808842,0.000183215574826342,NA,0.0270221307011367,0.546830440266916,0.76462520689201,-0.390147649467724,0.17603420857482,-0.0206997525836256,-0.335012108032002,18.3583279122043
"Naive","N/A",0.082384876108363,0.189482718160588,0.181236807480271,1.0454979912467,-155.77812808842,0.000183215574826342,NA,0.0144029054337205,0.512873773281193,0.7197173765451,-0.57238812574695,0.143931839957115,-0.0287404301757624,-0.282946674903699,12.1819670009236
