Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.07657842265187953,0.1744973209123998,0.14662205437927156,1.194426765583695,-158.64417595138494,0.00013337769162584688,0.028825904815318906,0.07078847830051367,0.409952977345699,0.510429320149248,0.5705393073979891,-0.5443381211492642,0.14068171909437294,-0.02661469747322712,-0.3376507991696299,14.003697354440447
ERC,GARCH,0.07681750251169128,0.17462395583339715,0.14540774509187365,1.2052198564658598,-158.14642149330976,0.00013452221837226147,0.028824985165895316,0.0696392758975542,0.4110488987052516,0.5114525647826925,0.5723176058920506,-0.541640823368459,0.1418236942222412,-0.026620460519954967,-0.3288864863914645,13.98872900349754
ERC,Historical,0.08051173609691165,0.1773790570645752,0.1685863048736916,1.055744075989392,-155.77812808842052,0.0001832155748263418,0.029635540279925897,0.01427947464291545,0.42670541153843167,0.5255537716109677,0.5956191925478297,-0.5484732792720641,0.14679244940385636,-0.026993113529138076,-0.31108462830982514,13.406589561055249
HRP,DCC,0.07493470537737568,0.16314668195505586,0.13558622313588156,1.2077461051223792,-158.64417595138494,0.00013337769162584688,,0.177022478084146,0.41732870543890316,0.5247983959697881,0.5788862217670424,-0.5120269557861515,0.14634914144768624,-0.024898854099309774,-0.37823050919690543,15.214861025558271
HRP,GARCH,0.07373611333867913,0.16355200185106405,0.1345599046648614,1.2202412375390115,-158.14642149330976,0.00013452221837226147,,0.1528715458326748,0.40989733329097616,0.5170982690524241,0.5679760151689336,-0.5123673277410767,0.14391259814275562,-0.024939962864991103,-0.4043803818284126,15.588551692060829
HRP,Historical,0.080262050104835,0.16738226223709124,0.15867520556379242,1.0584448470696561,-155.77812808842052,0.0001832155748263418,,0.03176465659676277,0.4404816615376026,0.5452350069123562,0.613733651191881,-0.5147470815514164,0.15592521644402543,-0.02551848941885365,-0.3340965413766148,14.276415116173428
MVP,DCC,0.06563109056030991,0.13912292027062564,0.10962123924460564,1.274057175266221,-158.64417595138494,0.00013337769162584688,,0.5176505423532238,0.4007304518788111,0.5267473013849937,0.55180054456963,-0.4382732675250942,0.14974924418941904,-0.021148368093397322,-0.4775339668227888,16.655205972133803
MVP,GARCH,0.0653582199586229,0.1404875743546947,0.10916244290119058,1.2920613996992003,-158.14642149330976,0.00013452221837226147,,0.5223258448307588,0.3963736913780546,0.5211687436339814,0.5463609951622864,-0.43232658142710456,0.15117788904599908,-0.021287221447928245,-0.46242372893127953,17.574395526559297
MVP,Historical,0.06880439862226884,0.13918554646702974,0.1287312593201178,1.0841278469754885,-155.77812808842052,0.0001832155748263418,,0.02701358175915895,0.421940096912934,0.5478859588283626,0.5875396056323545,-0.3900356409097646,0.17640541377649857,-0.020691809383191886,-0.33084967222501116,18.34013295044046
Naive,N/A,0.0821094071545434,0.18930784476603804,0.1812368074802708,1.0480217082839118,-155.77812808842052,0.0001832155748263418,,0.014402905433720511,0.41921040156871653,0.5118275186135574,0.5863273146707707,-0.5746862686456777,0.1428769254362816,-0.02872865722157462,-0.2840489584287323,12.157947920548729
