Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.078867830346583,0.174310260321059,0.148885861669843,1.1776592477829386,-157.7081807274575,0.0001063703567349,0.0144330698312916,0.19799129388985023,0.0896207947263098,0.4224716299639118,0.5229712014682943,0.588525808490276,-0.5397384914635728,0.1461223010660634,-0.0265522989615709,-0.3295271508276005,13.56059410242585
ERC,GARCH,0.0788805475699241,0.174427465526999,0.1479567892471043,1.185799936373796,-157.37869789360644,0.0001074967387081,0.014524678707545,0.19984009685189877,0.0885763937042119,0.4223704173673002,0.5228023540249869,0.5885013253692055,-0.5377152793740082,0.1466957525584068,-0.0265649502929326,-0.3251846359093154,13.560274775788574
ERC,Historical,0.0813397910681341,0.1771932740785131,0.1686966817743898,1.056409719188704,-155.24342638694029,0.0001572292339716,0.0155329042919002,0.20843358142893073,0.0319156622657599,0.4313836209014593,0.5302499224242248,0.6017909942326615,-0.5490326552610374,0.1481510986435974,-0.0269715968779752,-0.324597134381572,13.154385663653295
HRP,DCC,0.0764405061654787,0.1629405508105045,0.1381092949672768,1.1865128981694173,-157.7081807274575,0.0001063703567349,,0.38218012099178694,0.2063865995999347,0.4263108578183661,0.5338259933053585,0.5925589634739742,-0.5037635154847022,0.1517388691635013,-0.0248156111209462,-0.3427674056149578,14.676346141728176
HRP,GARCH,0.0771966689442134,0.1634142003173101,0.1372242122968936,1.1976231975032348,-157.37869789360644,0.0001074967387081,,0.38382046372732354,0.1912951669781513,0.4298542904504824,0.5370565879290303,0.5976138887316442,-0.4992713134721983,0.1546186749792346,-0.0248563975064999,-0.3473012650929383,15.086432017998389
HRP,Historical,0.0813622787501784,0.1671865826680047,0.1587344595222269,1.059134879949134,-155.24342638694029,0.0001572292339716,,0.402696939978196,0.0663159511335642,0.4469898233816818,0.5517759187203005,0.6225271545745464,-0.5144514546590929,0.1581534623205489,-0.0254853867022994,-0.351919473724407,13.9792220141146
MVP,DCC,0.0592879770256733,0.1416398937134313,0.1120792418738477,1.2684623091021507,-157.7081807274575,0.0001063703567349,,1.0687124986605132,0.592709013947818,0.3539583119454744,0.4776264011282021,0.4916908394501004,-0.4666023998587361,0.1270631635062802,-0.0213733331042159,-0.203123540069076,19.232280761990157
MVP,GARCH,0.0609472797476935,0.1421223730990637,0.1117744943691069,1.2764892776699286,-157.37869789360644,0.0001074967387081,,1.0756662261558676,0.5909815470238983,0.3642567797877505,0.48750948894639,0.5061919707716364,-0.4525468610742962,0.1346761738729364,-0.0214002117247042,-0.2138102652429002,19.803460752356123
MVP,Historical,0.0699122575625468,0.1405596065993366,0.1287680387655097,1.0951162704576805,-155.24342638694029,0.0001572292339716,,1.1071063554452942,0.0701388521986141,0.4266091091584395,0.5512175503564787,0.5969375963285579,-0.3979304513069012,0.1756896395662554,-0.0208285216971515,-0.190314435416315,18.743194960116167
Naive,,0.0826353801699752,0.1889752816285411,0.1813530674215782,1.047932165965398,-155.24342638694029,0.0001572292339716,,,0.031096838700793,0.4222799797797838,0.5149791444348761,0.5900713720896149,-0.5761922236943708,0.1434163405402144,-0.0286967402911556,-0.3036551442319118,11.937073685484457
