"Model","Covariance Type","Window Index","Mean Return","Forecasted Std","RC RMSE"
"Naive","N/A",0,0.000436369267950927,0.00932645775386965,NA
"MVP","Historical",0,0.00112541595767406,0.00579390072523649,NA
"HRP","Historical",0,0.000686350169286066,0.00718635691486275,NA
"ERC","Historical",0,0.000553065970485209,0.00837175535676311,0.0171552255178768
"MVP","GARCH",0,0.000662563946169377,0.00608398433599958,NA
"HRP","GARCH",0,0.000524445098846675,0.0080377514033932,NA
"ERC","GARCH",0,0.000434744319307028,0.0106915241235981,0.030139092823366
"MVP","DCC",0,0.000766244318538966,0.00607733802375502,NA
"HRP","DCC",0,0.000606723504479849,0.00776587658449307,NA
"ERC","DCC",0,0.000445192739568361,0.0105234920404753,0.0279709876749088
"Naive","N/A",1,0.00212735829794611,0.00991590995084846,NA
"MVP","Historical",1,0.00195434975299467,0.0054394304447384,NA
"HRP","Historical",1,0.0021561677772479,0.00713586179575599,NA
"ERC","Historical",1,0.00221632499069412,0.0086787338985884,0.0226202989020435
"MVP","GARCH",1,0.00193468325441655,0.00566635835728739,NA
"HRP","GARCH",1,0.00208234890313161,0.00787017365382678,NA
"ERC","GARCH",1,0.00219518006678329,0.0115416201646836,0.0233669445546884
"MVP","DCC",1,0.00190906041411426,0.00566068720348407,NA
"HRP","DCC",1,0.00205098522014313,0.00768331725517103,NA
"ERC","DCC",1,0.00221676128132597,0.0114494428013533,0.022055566119998
"Naive","N/A",2,0.000304201018317897,0.0100126198448423,NA
"MVP","Historical",2,0.000593331157564506,0.00538372397919625,NA
"HRP","Historical",2,0.00026746663067314,0.0071434069521108,NA
"ERC","Historical",2,0.000286051045228595,0.008745757589344,0.0444244464602143
"MVP","GARCH",2,0.000379031384113135,0.00601886805601851,NA
"HRP","GARCH",2,0.00014218655308231,0.00803645085534894,NA
"ERC","GARCH",2,0.000212363245706065,0.00988148495714988,0.045456324313155
"MVP","DCC",2,0.000359855012212445,0.00604289956094174,NA
"HRP","DCC",2,0.000125439934097735,0.00803874831753423,NA
"ERC","DCC",2,0.000162476954292274,0.00984527369174563,0.0435670226439317
"Naive","N/A",3,0.00101732051109258,0.0100873644930845,NA
"MVP","Historical",3,0.00045038713887303,0.00540802483484437,NA
"HRP","Historical",3,0.000567450339145987,0.00706929581330561,NA
"ERC","Historical",3,0.000717731477109116,0.00874395233828739,0.0394135660127357
"MVP","GARCH",3,0.000398125042720931,0.0057609754709153,NA
"HRP","GARCH",3,0.000581480253667532,0.00743940602136723,NA
"ERC","GARCH",3,0.000711155364903975,0.00904557892216053,0.0392623595928469
"MVP","DCC",3,0.00040298197682021,0.00573557582429932,NA
"HRP","DCC",3,0.000578389603552845,0.00740948694347592,NA
"ERC","DCC",3,0.000712802452284612,0.00891375720697232,0.0399121080706688
"Naive","N/A",4,0.00117639932255834,0.010131255962799,NA
"MVP","Historical",4,0.00292336277424155,0.00588999828483749,NA
"HRP","Historical",4,0.00203429108418828,0.0075797297183346,NA
"ERC","Historical",4,0.00161959761144043,0.0088670155127346,0.0219581878849192
"MVP","GARCH",4,0.00275545960908207,0.00630934726703397,NA
"HRP","GARCH",4,0.00190318632402635,0.00788868468478602,NA
"ERC","GARCH",4,0.00157072554812725,0.00893880667834609,0.020942145587548
"MVP","DCC",4,0.0028113927480743,0.00632392252483466,NA
"HRP","DCC",4,0.00201710130107273,0.00765668445195751,NA
"ERC","DCC",4,0.00156856472138481,0.00883341858492217,0.0209169462561847
"Naive","N/A",5,-0.000251248300071041,0.0100978254155068,NA
"MVP","Historical",5,0.000207551465991806,0.00603485365475461,NA
"HRP","Historical",5,-9.65687824584813e-05,0.00764276179262348,NA
"ERC","Historical",5,-0.000180883851752512,0.00890054261704324,0.0487782796213973
"MVP","GARCH",5,4.06829657661163e-05,0.00626571741306216,NA
"HRP","GARCH",5,-0.000162135503217734,0.00778151962989571,NA
"ERC","GARCH",5,-0.000234045644237545,0.00878055716581677,0.0442677742054807
"MVP","DCC",5,6.71475889151514e-05,0.00630740830449055,NA
"HRP","DCC",5,-0.000137936109290812,0.00774212337423651,NA
"ERC","DCC",5,-0.000237343992248326,0.00877394952745925,0.0433408837590159
"Naive","N/A",6,-0.0025601832674686,0.0097751449466239,NA
"MVP","Historical",6,-0.00139087173484366,0.00593354834875304,NA
"HRP","Historical",6,-0.00186619623533502,0.00740866440255636,NA
"ERC","Historical",6,-0.00209889023772679,0.00859540463512162,0.0301764486774411
"MVP","GARCH",6,-0.00176477225793735,0.00524640386447835,NA
"HRP","GARCH",6,-0.00200379184214037,0.00670398961978175,NA
"ERC","GARCH",6,-0.00207271468023787,0.00778405866742074,0.0287665781252369
"MVP","DCC",6,-0.00179836260213615,0.00524667665702872,NA
"HRP","DCC",6,-0.00190452659177973,0.00656313201616177,NA
"ERC","DCC",6,-0.00206607691223422,0.00759209860150384,0.0283895944432016
"Naive","N/A",7,0.00241960913757093,0.00965332221623609,NA
"MVP","Historical",7,0.000174037166195574,0.0059992937994225,NA
"HRP","Historical",7,0.00160892481198289,0.00724534633615937,NA
"ERC","Historical",7,0.00202771289110168,0.0085082741492579,0.0387564493161483
"MVP","GARCH",7,0.000648810106236145,0.00603049524954761,NA
"HRP","GARCH",7,0.00177647505636291,0.00723815143996142,NA
"ERC","GARCH",7,0.00208862527038393,0.00832944259324248,0.0370796564700504
"MVP","DCC",7,0.000551861413750003,0.00606466692157837,NA
