"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0770656677821424,0.171154918601444,0.146870953096454,1.16534219321804,-160.751036208284,0.000113120333992952,0.0152767661076254,0.097107865496117,0.519608285642349,0.727721654470976,-0.539690851475142,0.142795949887789,-0.0260124610825552,-0.279132899876226,12.846536181698
"ERC","GARCH",0.076851433910575,0.171463216095507,0.151080555380692,1.13491253499469,-159.945080437331,0.000117937483656154,0.0153144244334214,0.0969858598494532,0.517823202099481,0.725223240724486,-0.541682590826771,0.141875399379693,-0.026066522784796,-0.279828735249878,12.8199970871716
"ERC","Historical",0.0785546515498845,0.172633434403158,0.157069432454805,1.0990899483439,-160.545897569882,0.00014412168006201,0.0150730189643109,0.0397009752991414,0.52463655418471,0.7356196838377,-0.544922927312687,0.144157361734219,-0.0262055795879516,-0.273547898853024,12.6721787261334
"HRP","DCC",0.0757386540523255,0.159490394038906,0.134512657826504,1.18569060054273,-160.751036208284,0.000113120333992952,NA,0.232662413773054,0.537751194901189,0.751824788522995,-0.505547685055759,0.149815054625306,-0.0243059365296196,-0.291992096594002,14.1688468134092
"HRP","GARCH",0.0746703103575834,0.160067075690817,0.138515614658393,1.15558867558416,-159.945080437331,0.000117937483656154,NA,0.228204719716431,0.53017921361802,0.741628082572608,-0.509145140557849,0.146658200991117,-0.024371145171673,-0.28503685584461,14.2008731799734
"HRP","Historical",0.0797643827950456,0.16111732411831,0.146113113158529,1.10268901014724,-160.545897569882,0.00014412168006201,NA,0.121919172500423,0.557119881471363,0.781608008445754,-0.509697970443806,0.15649342830538,-0.0244853080953915,-0.268974858531902,13.3425374020954
"MVP","DCC",0.0528131663891407,0.140775389684953,0.107819300876385,1.30566038307326,-160.751036208284,0.000113120333992952,NA,0.59051830827453,0.43610820505993,0.606814829326312,-0.483012958197017,0.109341096326444,-0.0213594534889851,-0.133240738679769,22.065795450692
"MVP","GARCH",0.0521716003094475,0.141263405978375,0.109611218165595,1.28876777708064,-159.945080437331,0.000117937483656154,NA,0.617926565730008,0.430774020057525,0.599529501383009,-0.491305928396969,0.106189641308976,-0.0214049158664912,-0.13877093348906,21.1553099492865
"MVP","Historical",0.0664091328570664,0.13384387003514,0.118098744673886,1.13332169960598,-160.545897569882,0.00014412168006201,NA,0.161892438069492,0.547453188878818,0.769482775919602,-0.393694998753374,0.168681677611728,-0.019982574423628,-0.169413565175013,17.312536823469
"Naive","N/A",0.0800353050048921,0.186564516405721,0.171786789829722,1.0860236493775,-160.545897569882,0.00014412168006201,NA,0.0316991950533942,0.506268457587828,0.710951048855893,-0.572388125746951,0.139826983483363,-0.0282035683514804,-0.260563707812822,11.2399688855406
