Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.15077815389179,0.1718496227153666,0.1491938145635545,1.1518548756065292,-197.89295913693255,0.0354490505185319,0.0794636190601277,0.7928548581050779,0.9039950266112253,1.1208327749635048,-0.4362227574358265,0.3456448599290955,-0.0249270713437283,-0.850854371139176,25.97254267307252
ERC,GARCH,0.1512376553312839,0.1720680387751788,0.1565346127034567,1.099233171523215,-197.14548354563732,0.0354840663044281,0.0791946073482341,0.794389256545794,0.9053898308548526,1.1232328974574384,-0.4359133443384135,0.3469443119728707,-0.024950284133943,-0.851779279234854,25.870468108217207
ERC,Historical,0.1509473999493813,0.1748850650224213,0.1702998899050644,1.0269241226163617,-194.9827305389823,0.0357823362678188,0.0239677241724861,0.7829297139625067,0.8921477941514175,1.1094272194693842,-0.4369832785630124,0.3454306087998626,-0.0253223245275873,-0.7854076121104957,25.709193169691304
HRP,DCC,0.1378015334299853,0.1623697755116706,0.1384577189909032,1.1727029500055417,-197.89295913693255,,0.1880297150637354,0.7595149634099703,0.8771243990684799,1.0693396691739412,-0.3981270744096953,0.3461244971453003,-0.0235333861613541,-0.9963418883471892,29.36114993451364
HRP,GARCH,0.1390872130381832,0.1624084909240721,0.1452796188339315,1.1179027879314618,-197.14548354563732,,0.1657528921291925,0.7663152367963387,0.8838984243381947,1.0796277990642034,-0.4028895839329043,0.3452241472227942,-0.0235301989382862,-0.9788863485076432,28.748306788042516
HRP,Historical,0.1384348646158459,0.1666116702362352,0.1606460806616081,1.0371349836239907,-194.9827305389823,,0.0565321358831333,0.7476876300654526,0.8623159646504815,1.0557328500339518,-0.4076921430216104,0.3395573522458293,-0.0240597683683349,-0.8977171619858776,28.585854549225413
MVP,DCC,0.1132818602811103,0.1501587963777192,0.1206787743148622,1.244285063634644,-197.89295913693255,,0.4538319242054834,0.6632442394400041,0.7903526420880658,0.937312565815811,-0.3545129472853259,0.319542237169512,-0.0214938832610834,-0.8375729711305836,26.714081547366018
MVP,GARCH,0.1090403006335285,0.1513777624122163,0.124288296023971,1.2179566962847457,-197.14548354563732,,0.4717529791906835,0.6339040046814524,0.7599947939456996,0.8954014902870332,-0.3578647148460296,0.3046969877442174,-0.0216261712128405,-0.8466164495330256,27.04877102220478
MVP,Historical,0.1054071477868603,0.1522694837980951,0.1412953584754991,1.0776679817440642,-194.9827305389823,,0.0344270146432438,0.6095566659297342,0.7349287294391393,0.8586536104530048,-0.3500288421335568,0.3011384637459139,-0.0218036678387845,-0.9020076808215424,31.058523222629873
Naive,,0.164295867291945,0.1861434791911523,0.1838939301033194,1.0122328620991947,-194.9827305389823,,0.0245667553407454,0.8084743000917798,0.9110946938519093,1.1506943164504706,-0.4651811207240074,0.3531868770517494,-0.0269147669697467,-0.6517697694968082,22.17014523177195
