"Date","Naive","MVP Historical","HRP Historical","ERC Historical","MVP GARCH","HRP GARCH","ERC GARCH","MVP DCC","HRP DCC","ERC DCC"
"2001-03-08",0.00552100899953147,0.00387685721620719,0.00569135136899217,0.00628919294634347,0.00486785270612419,0.00620719712641596,0.00659983990360527,0.00479236144901956,0.00585087122207026,0.00659299030773049
"2001-03-09",-0.014556526757233,-0.00188744864420824,-0.00743436547023369,-0.0108473308487425,-0.00216894111086885,-0.00711330035922823,-0.0101748331941804,-0.00206814640884565,-0.00721946329613284,-0.0101589759275492
"2001-03-12",-0.0322876582579731,-0.0144161883890074,-0.0225507963398892,-0.0280618745065968,-0.0164572247675154,-0.0230688957141324,-0.0279021082239147,-0.0160370627592579,-0.0236676477948454,-0.0280616959873656
"2001-03-13",0.00243409241177094,-0.00205426836391872,-0.00216756781489327,-0.000929707159142841,-0.00268729658775972,-0.00300615790512822,-0.00170713549599823,-0.00269898158016513,-0.00254910001699062,-0.00164241825457447
"2001-03-14",-0.0218142290384153,-0.0118672270629554,-0.0178215913477654,-0.0201563470576878,-0.0127871794807143,-0.0180646676535913,-0.0200793124268092,-0.0130235422835893,-0.0180071732917424,-0.0201581773998096
"2001-03-15",0.00291798543207038,-0.00057188340281867,0.0013079876984359,0.00235730073262042,-0.00092111034261469,0.00117880638466415,0.0022765181136194,-0.00130886444513813,0.000590289710581689,0.00222628670904559
"2001-03-16",-0.0182608576923947,-0.00486860183200101,-0.0117471749947841,-0.015641318911451,-0.00534114010873405,-0.0116087233208444,-0.0152583322406233,-0.00543476559218124,-0.0127221333010154,-0.015374036643495
"2001-03-19",0.0152458401274347,0.00771952479848774,0.0112414313731229,0.0131092080467384,0.0075852445483801,0.0108443208440658,0.0126675510045523,0.00787430828115289,0.011872775804533,0.0127094376420944
"2001-03-20",-0.0108853302842546,-0.00524283269752774,-0.00638590602101599,-0.00864596517638788,-0.00691838471725752,-0.00673190218884843,-0.00848780418876515,-0.00693812307380852,-0.0067466731150123,-0.00861764606772385
"2001-03-21",-0.0140014425186146,-0.00519106616848012,-0.0101419145637463,-0.0133591730695251,-0.00574396059874324,-0.0104872982331717,-0.0135224169176502,-0.00525983784227937,-0.0104362426628579,-0.0137099515699589
"2001-03-22",-0.0132537614483623,-0.00928843150848055,-0.0138110292849129,-0.0146844725563384,-0.00940818887763226,-0.0142974194685832,-0.0152024821206088,-0.00883484826960993,-0.0139887063858976,-0.0150436455950012
"2001-03-23",0.012197170458644,0.00381882288353097,0.00789467133400848,0.0103311367236444,0.00504300692404303,0.00824823255126695,0.0103956179911629,0.0049529967923213,0.00882954916490087,0.0105418669839558
"2001-03-26",0.0146352214041589,0.013458880168388,0.0155673245944353,0.015326083828247,0.0129513026761599,0.0156190869239094,0.0154653353767625,0.0132098678049598,0.0153162101467451,0.0154498342371612
"2001-03-27",0.0171628847244045,0.00908956539006906,0.012941143264947,0.0158232129464659,0.00995127122065115,0.013339372783665,0.0158637609702745,0.00948111685618097,0.0127013981327328,0.0158698759694101
"2001-03-28",-0.013181074459684,-0.0116275741583121,-0.0103480714751338,-0.0112507799830156,-0.0112926351424412,-0.00979860452668516,-0.0106978511880426,-0.0107782466838004,-0.0101231503812469,-0.0104882010878648
"2001-03-29",-0.00254767745263736,0.00190341686371647,0.000199079407942427,-0.00163482767775721,0.000837899159039973,-0.000274289499677945,-0.00170743727960225,0.0010936023720592,7.06661020214837e-05,-0.00167782193259512
"2001-03-30",0.0096267722013073,0.0111087740554097,0.0107520943112439,0.0106436175494158,0.0111555466951592,0.0110450272499985,0.010892001167516,0.0110569791513748,0.0107596720637616,0.0107970676065384
"2001-04-02",-0.0127322369238419,0.000342114013762668,-0.0054239864887607,-0.0102418018121902,-0.000669213458945684,-0.00563083012184802,-0.010029637315925,-0.000221004094080436,-0.00645063495944917,-0.0101872524325252
"2001-04-03",-0.0253123531021648,-0.0122560949773087,-0.0175461278013322,-0.0219818662018995,-0.0144538135019266,-0.0180492379103305,-0.0218764534278089,-0.0139365709062181,-0.0189041376933842,-0.0219315002131306
"2001-04-04",0.00280015389384534,0.00212736787074064,0.00356151893750293,0.00401193625035604,0.00278042184980917,0.00396719973099841,0.00432908361408956,0.00281404025929476,0.00422747196090408,0.00435802113102137
"2001-04-05",0.0318413312790654,0.011217838809423,0.0191744220456405,0.0258934901137545,0.0119894970528999,0.0187296444748582,0.0249986483353039,0.0113119520715976,0.0202387979626872,0.0250491190415453
"2001-04-06",-0.0178634707951578,-0.0175945161923515,-0.0173116004116359,-0.0168460769800512,-0.0179920877669959,-0.0171885687274207,-0.0162422656122946,-0.0190628702862231,-0.0173494081449323,-0.0165880862015757
"2001-04-09",0.00985955845114613,0.00617972175872766,0.00993218925552613,0.0103718375332573,0.00622993473644992,0.00962728950232205,0.01027983661117,0.00640429899014845,0.00962599731919717,0.0103726993566553
"2001-04-10",0.0220613356504489,0.00766501752166305,0.0151130147677746,0.0187775040040923,0.00790856318569405,0.014058434090468,0.0174802760376179,0.00802372741820032,0.0139601737987321,0.0174984996891758
"2001-04-11",-0.00765158949344043,-0.0139382341990304,-0.0125138758857795,-0.0103286019259842,-0.0137009366182749,-0.0127785416807949,-0.0112311338048003,-0.0132888983588251,-0.0127197166645148,-0.0112103205441722
"2001-04-12",0.0105589794783838,0.00305714801764593,0.00658847653510239,0.00870993804996848,0.003083160956105,0.00575305466023913,0.00794418976845437,0.00285238342267655,0.0054707425715965,0.00785442578671195
"2001-04-13",0,0,0,0,0,0,0,0,0,0
