"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.076224239840641,0.173607427953409,0.147836916393191,1.1743171610241,-160.025423308374,0.000105463099048579,0.0146328706709217,0.0914440762929297,0.510239131512647,0.713232867799743,-0.537047041619374,0.141932147341878,-0.0264066400752525,-0.318733664504335,13.5158903728253
"ERC","GARCH",0.0764965820248753,0.174081017664886,0.153026264394987,1.13758914754367,-159.048506956725,0.000109704142091429,0.0146408251885492,0.0901386948281632,0.510777891184438,0.714184307296613,-0.536982860036867,0.142456282533158,-0.0264681396132981,-0.315785411311421,13.4607631257644
"ERC","Historical",0.0777690995632578,0.176038124211912,0.163708907787496,1.07531182384052,-158.452345515381,0.000156477338018267,0.0150345796580253,0.033536311838464,0.513765666288588,0.71905058884483,-0.5455510147524,0.142551470825425,-0.026728060828655,-0.313179192746052,13.4116788988872
"HRP","DCC",0.0745332392952915,0.162084913350035,0.136576140167306,1.18677327644111,-160.025423308374,0.000105463099048579,NA,0.21622003094127,0.524833771928686,0.732148717460802,-0.499464202438129,0.14922638886122,-0.0247260132708104,-0.334821198490738,14.5386997587935
"HRP","GARCH",0.0753855523794198,0.162469494520479,0.141252696750658,1.15020455012815,-159.048506956725,0.000109704142091429,NA,0.201068140534478,0.528860102030368,0.738149474749038,-0.499248990202334,0.150997906573367,-0.0247292545126755,-0.337353190004831,14.5283359324773
"HRP","Historical",0.0785189459461753,0.165222549206924,0.153229186317874,1.07827074708972,-158.452345515381,0.000156477338018267,NA,0.0930215751757674,0.5404082001216,0.755493692967171,-0.513203153664872,0.152997785351586,-0.0250947701129788,-0.343848001775745,14.4339001594388
"MVP","DCC",0.0630536322932727,0.141902339773149,0.110193560128202,1.28775528813169,-160.025423308374,0.000105463099048579,NA,0.591208256181502,0.501975204498506,0.702310457438377,-0.462648791205223,0.136288332514638,-0.0215197799382962,-0.0946141256702391,20.2002614186267
"MVP","GARCH",0.063302827989903,0.142985540799282,0.112750325547842,1.26816078006454,-159.048506956725,0.000109704142091429,NA,0.620705643189102,0.500896360490767,0.700739211351128,-0.456191908806952,0.138763592180876,-0.0216369372339006,-0.102955614635467,19.9449289515662
"MVP","Historical",0.066278941095054,0.138189251981998,0.124234100222477,1.11232947906034,-158.452345515381,0.000156477338018267,NA,0.0949909383901588,0.533645562309773,0.750360564676261,-0.401712947259773,0.164990801384835,-0.0205358417372367,-0.165556481013166,19.3347800688834
"Naive","N/A",0.080427242125249,0.188776139838238,0.177215020948693,1.06523780449114,-158.452345515381,0.000156477338018267,NA,0.0314528813174236,0.504493268772104,0.707572425692115,-0.572388125746951,0.140511723614625,-0.0285704220056885,-0.288067106658231,11.9712337722258
