Date,.TRXFLDUSPA1,.TRXFLDUSPC1,.TRXFLDUSPE1,.TRXFLDUSPE2,.TRXFLDUSPF1,.TRXFLDUSPF3,.TRXFLDUSPF4,.TRXFLDUSPF6,.TRXFLDUSPH1,.TRXFLDUSPH2,.TRXFLDUSPI1,.TRXFLDUSPI2,.TRXFLDUSPI3,.TRXFLDUSPI4,.TRXFLDUSPM1,.TRXFLDUSPM2,.TRXFLDUSPM3,.TRXFLDUSPN1,.TRXFLDUSPN2,.TRXFLDUSPN3,.TRXFLDUSPT1,.TRXFLDUSPT2,.TRXFLDUSPT3,.TRXFLDUSPU1,.TRXFLDUSPY1,.TRXFLDUSPY2,.TRXFLDUSPY3,.TRXFLDUSPY4
2013-12-12,,,324.8,,98.42,,228.19,,308.43,157.3,295.95,188.43,,416.86,,231.29,199.6,220.97,,,123.86,,,215.03,,272.17,195.74,186.22
2013-12-13,,,323.67,,98.57,,229.07,,308.9,157.46,296.4,189.39,,418.78,,233.25,203.32,220.52,,,123.25,,,214.92,,273.18,196.36,186.44
2013-12-16,,,326.74,,99.37,,229.56,,310.4,157.63,300.01,190.89,,421.87,,234.51,205.3,220.92,,,124.52,,,216.22,,274.27,197.77,187.02
2013-12-17,,,324.87,,98.76,,230.77,,309.04,156.69,300.04,191.1,,419.16,,234.75,204.71,220.77,,,124.99,,,215.87,,274.59,196.99,186.21
2013-12-18,,,329.99,,101.21,,235.04,,315.38,160.49,304.88,193.54,,423.99,,236.56,208.55,224.18,,,125.15,,,218.62,,280.62,200.47,189.3
2013-12-19,,,330.72,,101.03,,231.93,,314.15,160.11,303.97,194.2,,424.3,,237.17,206.95,224.13,,,124.54,,,217.09,,278.66,201.01,188.49
2013-12-20,,,331.71,,101.56,,233.65,,316.58,160.89,307,196.65,,427.41,,237.48,207.41,224.79,,,125.49,,,219.18,,280.83,202.1,189.32
2013-12-23,,,332.04,,102.33,,234.15,,318.76,161.48,308.24,197.7,,429.35,,239.47,208.92,224.67,,,127.99,,,218.55,,284.04,203.39,190.06
2013-12-24,,,334.12,,102.42,,234.37,,319.52,161.25,309.76,198.19,,431.06,,243.22,210.71,224.98,,,128.05,,,219.31,,285.13,204.46,190.19
2013-12-25,,,334.12,,102.42,,234.37,,319.52,161.25,309.76,198.19,,431.06,,243.22,210.71,224.98,,,128.05,,,219.31,,285.13,204.46,190.19
2013-12-26,,,336.66,,102.5,,234.56,,320.57,162.38,311.82,199.26,,433.1,,245.41,211.41,226.13,,,128.18,,,218.44,,286.55,205.6,191.34
2013-12-27,,,338.45,,102.43,,233.71,,320.6,162.03,311.23,199.32,,431.09,,249.19,211.23,226.85,,,128.02,,,218.91,,286.14,205.32,190.31
2013-12-30,,,335.79,,102.17,,234.11,,320.9,162.52,310.85,199.67,,431.3,,248.23,211.9,227.68,,,127.91,,,219.43,,288.06,206.37,190.71
2013-12-31,,,338.93,,102.7,,233.54,,321.77,162.16,312.02,200.45,,436.02,,249.29,211.98,228.29,,,128.87,,,219.92,,288.42,207.07,191.63
2014-01-01,,,338.93,,102.7,,233.54,,321.77,162.16,312.02,200.45,,436.02,,249.29,211.98,228.29,,,128.87,,,219.92,,288.42,207.07,191.63
2014-01-02,,,334.24,,102.28,,233.24,,319.41,161.52,308.6,198.49,,430.58,,249.15,210.68,225.67,,,127.18,,,216.51,,286.96,205.73,191.31
2014-01-03,,,333.34,,103.17,,234.76,,320.84,161.77,309.71,198.8,,433.38,,248.36,209.81,225.26,,,126.44,,,216.02,,287.15,205.15,191.23
2014-01-06,,,333.19,,103.45,,235.42,,320.78,160.91,308.15,197.28,,428.48,,246.52,208.99,224.25,,,126.2,,,216.08,,284.02,204.42,189.55
2014-01-07,,,335.87,,103.52,,236.22,,326.2,162.42,310.27,199.03,,430.47,,246.01,210.73,225.29,,,126.74,,,218.07,,284.56,206.54,189.97
2014-01-08,,,333.56,,104.08,,235.64,,328.04,164.07,310.45,199.15,,432.04,,245.8,210.67,223.99,,,127.42,,,216.98,,283.99,205.62,189.63
2014-01-09,,,332.29,,104.46,,235.65,,328.98,165.32,311.7,199.56,,437.18,,243.42,210.66,223.78,,,126.48,,,218.04,,284.58,204.95,189.58
2014-01-10,,,333.02,,104.11,,238.21,,330.07,166.32,313.2,199.39,,440.88,,244.85,210.86,224.93,,,126.5,,,221.03,,286.13,205.95,189.78
2014-01-13,,,326.7,,102.54,,236.64,,326.2,165.61,310.32,196.05,,434.01,,241.76,207.33,223.47,,,126.15,,,218.92,,278.9,201.9,185.95
2014-01-14,,,330.56,,103.23,,238.32,,329.65,168.15,313.51,198.31,,439.57,,243.94,209.64,224.66,,,128.63,,,219.22,,279.84,203.79,187.16
2014-01-15,,,329.61,,104.71,,239.43,,331.45,167.74,315.76,199.47,,440.96,,246.78,209.88,225.21,,,130.44,,,218.8,,280.44,204.93,186.7
2014-01-16,,,330.04,,103.96,,239.93,,331.2,168.71,315.76,199.1,,436.46,,248.93,209.69,225.96,,,130.13,,,220.12,,278.74,204.42,185.03
2014-01-17,,,329.76,,103.7,,238.88,,330.86,168.64,314.97,200.39,,434.45,,248.03,207.98,224.01,,,128.79,,,220.13,,275.88,203.6,184.63
2014-01-20,,,329.76,,103.7,,238.88,,330.86,168.64,314.97,200.39,,434.45,,248.03,207.98,224.01,,,128.79,,,220.13,,275.88,203.6,184.63
2014-01-21,,,331.7,,104.01,,240.75,,331.35,169.63,315.88,200.34,,435.89,,246.86,208.36,225.4,,,129.67,,,222.68,,275.64,203.18,184.14
2014-01-22,,,333.04,,104.34,,241.72,,331.58,169.77,317.65,201.47,,440.45,,244.63,208.2,225.58,,,130.08,,,222.96,,277.14,204.42,183.36
2014-01-23,,,329.34,,102.57,,240.76,,329.13,168.57,312.77,198.68,,439.38,,243.27,206.43,223.42,,,129.7,,,222.4,,274.93,202.41,182.31
2014-01-24,,,322.46,,100.13,,237.28,,322.01,164.3,302.55,192.57,,425.52,,235.69,199.73,220.24,,,126.91,,,219.89,,269.05,198.35,179.61
2014-01-27,,,320.94,,99.25,,235.8,,320.77,162.32,303.63,190.28,,421.15,,232.91,199.46,219.71,,,126.68,,,220.19,,268.47,197.06,179.44
2014-01-28,,,323.54,,100.45,,238.24,,323.86,164.84,305.85,192.85,,426.09,,236.58,200.4,220.78,,,123.2,,,221.08,,272.21,198.83,180.19
2014-01-29,,,321.54,,99.16,,236.74,,321.64,163.24,301.61,190.78,,420.95,,236.08,202.43,216.41,,,122.15,,,220.85,,269.05,195.79,176.97
2014-01-30,,,322.19,,100.31,,239.85,,326.1,166.15,304.03,193.46,,428.48,,235.71,204.88,217.11,,,123.16,,,224.17,,273.64,199.59,179.51
2014-01-31,,,317.88,,98.95,,240.83,,324.86,164.62,303.13,190.1,,426.33,,232.48,205.56,215.7,,,122.76,,,225.76,,271.35,198.96,175.86
2014-02-03,,,312,,96.24,,236.69,,316.36,161.29,294.52,185.26,,414.71,,224.15,199.67,210.61,,,120.91,,,223.52,,262.92,193.81,171.26
2014-02-04,,,314.32,,97.29,,239.32,,316.56,163.64,295.67,186.67,,419.07,,225.69,200.53,212.1,,,121.72,,,222.5,,264.93,196.7,172.08
2014-02-05,,,311.63,,97.04,,238.96,,317.5,162.02,295.24,186.22,,417.2,,225.2,201.65,212.2,,,121.81,,,221.2,,263.77,196.74,172.83
2014-02-06,,,315.84,,98.73,,240.56,,318.77,162.66,298.88,189.05,,423.26,,230.16,203.08,215.03,,,123.12,,,222.63,,268.84,200.62,176.63
2014-02-07,,,319.2,,99.73,,242.58,,323.01,166.47,304.23,191.72,,427.59,,233.9,206.2,217.4,,,124.88,,,224.13,,273.31,203.13,178.3
2014-02-10,,,317.16,,99.83,,244.5,,325.2,168.57,303.04,191.1,,423.55,,234.42,208.42,218.39,,,125.9,,,225.48,,272.2,203.57,178.19
2014-02-11,,,321.86,,100.84,,245.43,,328.43,170.8,306.08,192.42,,428.83,,240.21,210.59,219.6,,,127.16,,,227.45,,275.17,205.09,179.62
2014-02-12,,,321.02,,100.88,,245.32,,328.7,170.76,307.64,193.66,,428.89,,239.93,212,218.6,,,127.65,,,227.28,,275.63,206.03,178.57
2014-02-13,,,322.62,,101.12,,246.52,,332.39,172.02,309.16,194.4,,429.67,,242.98,213.74,219.61,,,128.68,,,230.08,,278.23,206.3,179.8
2014-02-14,,,327.01,,101.17,,247.23,,334.59,172.14,310.56,195.35,,431.8,,246.43,214.64,220.35,,,129.11,,,231.49,,278.52,207.9,180.17
2014-02-17,,,327.01,,101.17,,247.23,,334.59,172.14,310.56,195.35,,431.8,,246.43,214.64,220.35,,,129.11,,,231.49,,278.52,207.9,180.17
2014-02-18,,,328.34,,101.26,,248.36,,336.14,174.41,311.16,195.86,,427.5,,246.96,215.5,219.17,,,129.26,,,232.34,,277.96,208.75,179.74
2014-02-19,,,328.1,,99.52,,248.22,,333.35,173.31,309.16,194.64,,422.84,,243.34,213.62,217.98,,,128.31,,,230.89,,276.48,206.52,178.7
2014-02-20,,,330.46,,99.87,,247.92,,336.45,175.09,312.67,194.98,,429.71,,246.01,214.67,220.06,,,128.56,,,232.78,,278.65,207.84,178.68
2014-02-21,,,328.33,,100.05,,248.3,,336.14,175.07,312.24,194.88,,432.09,,243.96,215,219.75,,,127.68,,,233.08,,280.36,208.26,178.29
2014-02-24,,,333.54,,101.3,,248.85,,339.75,176.15,314.98,195.95,,434.22,,242.74,214.64,220.39,,,128.2,,,232.35,,281.74,209.49,179.24
2014-02-25,,,333.43,,100.44,,249.01,,337.4,176.21,313.03,196.19,,432.59,,240.25,215.01,220.99,,,127.4,,,232.04,,282.74,209.12,181.97
2014-02-26,,,331.39,,100.36,,249.61,,338.93,175.86,313.66,196.57,,431.1,,243.77,215.81,220.14,,,127.64,,,231.06,,286.91,208.77,185.08
2014-02-27,,,331.48,,100.97,,249.52,,339.92,177,315.53,197.2,,433.4,,245.41,216.1,221.13,,,128.5,,,230.53,,287.42,210.17,185.4
2014-02-28,,,333.27,,101.42,,251.15,,340.46,175.93,316.58,197.62,,434.15,,242.63,217.58,222.5,,,128.24,,,231.98,,286.14,211.3,185.87
2014-03-03,,,331.32,,100.28,,251.21,,338.81,174.68,314.85,195.57,,431.78,,241.9,215.25,222.25,,,127.66,,,229.74,,283.84,208.97,185.01
2014-03-04,,,334.92,,102.48,,254.54,,343.71,178.33,319.29,199.48,,442.33,,245.61,218.07,225.49,,,129.47,,,231.83,,288.45,212.16,186.64
2014-03-05,,,331.39,,103.33,,253.88,,342.76,177.76,318.6,198.69,,444.13,,247.81,218,225.22,,,129.61,,,230.23,,287.44,212.87,186.82
2014-03-06,,,333.36,,104.08,,252.98,,342.2,175.64,319.94,199.31,,447.34,,249.09,217.59,225.59,,,129.57,,,228.81,,288.82,214.47,185.97
2014-03-07,,,334.47,,104.76,,250.25,,342.27,175.21,320.94,200,,448.68,,245.21,217.16,225.85,,,129.44,,,229.32,,289.61,213.46,186.62
2014-03-10,,,334.94,,104.8,,249.08,,342.06,175.94,318.5,199.62,,448.36,,241.14,215.48,226.07,,,129.33,,,229.04,,288.09,212.38,186.6
2014-03-11,,,330.87,,103.64,,250.18,,341.16,175.35,315.28,199.32,,446.78,,239.59,212.82,225.66,,,129.09,,,228.12,,286.44,211.6,186
2014-03-12,,,331.04,,103.56,,250.62,,340.75,175.54,314.46,198.87,,447.79,,240.17,211.68,225.25,,,129.59,,,230.96,,286.5,211.68,185.93
2014-03-13,,,327.73,,102.36,,249.67,,336.22,172.63,309.49,195.5,,441.9,,238.54,209.12,223.7,,,127.86,,,232.99,,282.92,208.34,184
2014-03-14,,,328.5,,101.64,,250.26,,334.92,171.95,308.94,195.47,,441.2,,240.62,208.7,224.24,,,127.1,,,234.38,,283.44,208.41,184.43
2014-03-17,,,330.57,,102.99,,250.74,,337.06,173.59,313.09,197.92,,445.79,,242.27,209.2,225.38,,,128.46,,,235.8,,286.11,209.48,185.56
2014-03-18,,,333.32,,103.52,,252.02,,341.26,175.9,314.56,200.08,,448.2,,244.52,210.22,226.37,,,129.91,,,235.55,,289.21,210.22,186.05
2014-03-19,,,330.34,,103.78,,247.3,,341.88,174.72,311.69,198.53,,445.57,,241.47,208.28,224.32,,,129.88,,,232.15,,287.9,208.56,185
2014-03-20,,,331.98,,106.01,,247.77,,342.67,174.2,312.42,198.82,,445.83,,241.54,208.32,225.84,,,130.87,,,232.12,,286.8,209.21,185.11
2014-03-21,,,333.05,,105.7,,249.76,,339.9,171,313.01,198.09,,443.92,,246.08,208.86,225.93,,,130.95,,,233.7,,282.6,207.95,185.27
2014-03-24,,,332.39,,105.6,,247.96,,335.38,168.12,311.14,196.6,,443.59,,243.07,206.71,224.79,,,130.9,,,234.06,,280.49,205.85,183.54
2014-03-25,,,335.04,,105.33,,249.55,,336.77,169.77,313.69,195.66,,445.19,,245.68,208.31,225.88,,,132.48,,,234.97,,278.89,204.43,182.85
2014-03-26,,,333.61,,104.38,,246.62,,337.25,169.63,310.12,193.29,,438.99,,241,204.39,226.1,,,131.23,,,233.82,,276.74,202.77,180.88
2014-03-27,,,336.61,,103.49,,246.99,,337.61,169.55,309.08,192.15,,437.54,,243.58,205.13,225.92,,,130.54,,,235.61,,276.95,201.44,180.54
2014-03-28,,,340.86,,103.8,,248.68,,339.57,167.74,311.81,191.93,,439.51,,246.24,206.92,227.21,,,131.07,,,236.02,,279.53,203.2,181.38
2014-03-31,,,340.93,,104.93,,250.57,,344.17,170.26,315.8,194.8,,446.21,,248.03,210.63,228.62,,,131.97,,,238.62,,282.05,205.15,182.04
2014-04-01,,,342.9,,105.5,,251.7,,347.32,171.53,318.71,195.89,,450.85,,248.84,211.73,228.52,,,133.83,,,237.35,,285.38,208.25,183.72
2014-04-02,,,344.2,,105.61,,251.74,,348.49,172.25,321.71,195.98,,452.84,,250.73,214.1,228.58,,,134.09,,,237.01,,286.2,209.43,184.94
2014-04-03,,,345.84,,105.33,,251.15,,349.49,170.95,321.43,195.39,,452.24,,250.84,213.42,228.81,,,134.02,,,237.62,,283.6,208.4,184.01
2014-04-04,,,344.38,,103.56,,251.47,,343.67,168.14,316.2,191.42,,447.05,,250.65,210.65,227.52,,,131.53,,,238.6,,279.72,204.45,181.5
2014-04-07,,,339.17,,101.67,,251.66,,339.32,166.43,310.86,188.76,,441.42,,247.17,207.02,228.18,,,130.2,,,237.8,,272.57,200.19,178.38
2014-04-08,,,342.48,,101.64,,252.86,,338.49,164.98,311.14,189.34,,440.42,,250.46,206.93,228.79,,,131,,,241.03,,275.64,201.8,180.45
2014-04-09,,,344.37,,102.57,,252.8,,342.89,169.22,316.16,192.17,,446.76,,254.42,209.33,229.86,,,132.38,,,240.62,,277.82,205.17,181.67
2014-04-10,,,339.68,,99.71,,250.33,,334.05,163.04,309.58,187.52,,436.82,,249.74,205.77,227.99,,,129.55,,,239.53,,272.46,199.76,177.5
2014-04-11,,,338.89,,98.37,,248.4,,329.71,161.11,306.24,183.98,,432.97,,245.64,202.52,226.45,,,128.2,,,239.15,,269.4,197.18,175.15
2014-04-14,,,343.32,,99.2,,249.83,,331.78,161.62,307.94,186.36,,433.64,,249.69,203.45,227.92,,,129.28,,,240.75,,271.36,198.58,176.37
2014-04-15,,,347.57,,100.01,,252.11,,332.88,163.66,310.12,187.96,,436.7,,248.43,204.64,229.28,,,129.35,,,243.73,,272.44,198.37,176.43
2014-04-16,,,352.07,,100.69,,253.88,,332.71,165.28,314.98,191.18,,444.34,,250.35,207.01,231.85,,,129.83,,,245.64,,275.43,201.67,177.98
2014-04-17,,,355.07,,100.73,,253.09,,331.23,165.75,317.21,191.56,,447.57,,250.2,207.35,231.95,,,131.11,,,243.09,,275.26,201.94,178.12
2014-04-18,,,355.07,,100.73,,253.09,,331.23,165.75,317.21,191.56,,447.57,,250.2,207.35,231.95,,,131.11,,,243.09,,275.26,201.94,178.12
2014-04-21,,,357.4,,100.67,,254.19,,332.4,168.65,317.88,191.97,,450.91,,251.22,208.06,232.3,,,132.03,,,243,,275.62,202.14,178.92
2014-04-22,,,356.67,,101.56,,255.08,,333.29,171.32,317.61,192.87,,454.01,,252.31,209.17,232.1,,,132.54,,,243.42,,277.55,204.23,180.05
2014-04-23,,,358.31,,101.87,,254.09,,331.63,170.32,319.31,192.16,,454.89,,254.16,208.41,231.86,,,131.63,,,243.69,,275.31,203.44,179.27
2014-04-24,,,357.93,,101.5,,255,,332.12,169.45,318.7,192.13,,452.34,,253.7,208.65,231.88,,,134.59,,,245.03,,275.65,204.16,180.87
2014-04-25,,,356.16,,100.26,,253.86,,329.63,168.16,314.67,188,,445.27,,252.01,207.13,232.3,,,133.06,,,247.41,,272.65,201.43,177.79
2014-04-28,,,357.01,,99.07,,255.58,,329.81,169.52,314.05,188.75,,445.69,,247.94,207.12,234.44,,,134.59,,,248.65,,271.38,200.23,178.53
2014-04-29,,,358.72,,100.08,,255.61,,329.1,171.28,314.72,189.72,,448.79,,252.26,206.34,233.45,,,135.04,,,247.59,,272.81,201.74,178.53
2014-04-30,,,358.75,,100.3,,256.91,,329.57,171.58,317.15,191.57,,451.09,,252.57,209.04,234.33,,,135.27,,,248.11,,274.14,202.93,178.67
2014-05-01,,,357.4,,100.16,,258.62,,331.2,172.09,316.47,191.84,,450.54,,252.08,207.81,233.65,,,134.96,,,248.76,,275.14,204.23,178.93
2014-05-02,,,358.78,,100.33,,258.57,,331.24,170.05,316.69,191.65,,450.67,,254.68,207.16,234.13,,,135.18,,,244.23,,276.61,204.92,179.29
2014-05-05,,,360.23,,99.56,,259.2,,332.79,171.08,317.95,192.29,,449.78,,252,207.44,234.18,,,135.88,,,246.09,,275.75,206.08,178.26
2014-05-06,,,360.45,,98.07,,257.8,,331.48,168.97,315.11,190.62,,447.86,,249.66,206.52,232.86,,,134.81,,,244.95,,271.71,204.05,175.08
2014-05-07,,,363.24,,99.11,,260.53,,334.15,168.67,316.82,191.29,,451.67,,249.52,209.44,236.47,,,134.73,,,248.82,,273.31,203.92,174.14
2014-05-08,,,358.02,,99.22,,260.48,,333.11,167.27,316.53,191.79,,451.4,,248.04,209.61,236.46,,,134.59,,,246.01,,273.92,203.71,175
2014-05-09,,,357.37,,99.1,,260.51,,335.73,168.13,316.64,192.15,,452.85,,247.19,210.68,237.54,,,134.33,,,242.86,,274.84,204.71,176.83
2014-05-12,,,359.54,,100.56,,261.59,,340.22,169.72,321.33,194.38,,461.31,,254.54,213.71,238.12,,,136.09,,,240.9,,279.3,206.52,179.38
2014-05-13,,,360.62,,100.26,,259.96,,339.38,169.98,321.11,194.18,,463.83,,254.55,212.85,239.02,,,135.93,,,241.09,,278.57,205.74,178.67
2014-05-14,,,360.53,,99.2,,260.18,,337.41,170.52,317.51,192.32,,461.32,,253.54,212.53,237.75,,,135.44,,,241.95,,273.36,203.54,176.88
2014-05-15,,,355.97,,97.93,,259.76,,334.68,168.63,313.7,190.27,,457.41,,250.49,210.51,235.74,,,134.9,,,241.13,,270.99,202.86,174.69
2014-05-16,,,355.09,,97.88,,261.71,,336.52,168.85,313.83,191.56,,460.7,,250.89,210.84,237.82,,,135.99,,,241.9,,273.72,203.49,176.85
2014-05-19,,,356.34,,98.79,,261.24,,338.57,170.06,315.39,192.55,,463.67,,251.02,212.67,237.04,,,137.33,,,238.46,,275.19,204.82,176.55
2014-05-20,,,355.43,,97.94,,260.02,,335.13,168.98,310.18,190.3,,459.63,,246.67,210.19,236.07,,,136.74,,,238.56,,271.77,203.59,174.17
2014-05-21,,,359.29,,98.95,,259.03,,337.62,170.15,313.03,192.16,,463.76,,246.93,210.58,238.1,,,137.3,,,238.68,,273.47,206.29,175.01
2014-05-22,,,358.73,,99.53,,258.92,,338.25,171.4,314.27,192.59,,465.35,,247.53,210.77,237.53,,,137.58,,,240.64,,275.55,207.36,176
2014-05-23,,,358.13,,99.79,,261.25,,339.88,171.36,317.04,194.28,,469.58,,249.9,211.86,237.9,,,139.06,,,240.35,,278.78,208.97,177.07
2014-05-26,,,358.13,,99.79,,261.25,,339.88,171.36,317.04,194.28,,469.58,,249.9,211.86,237.9,,,139.06,,,240.35,,278.78,208.97,177.07
2014-05-27,,,358.99,,100.92,,263.25,,341.46,172.59,318.97,196.13,,471.66,,248.43,212.69,239.37,,,140.78,,,242.1,,280.04,210.55,177.13
2014-05-28,,,359.49,,100.75,,262.01,,341.92,171.7,318.54,195.9,,474.17,,246.4,212.01,239.34,,,140.77,,,243.26,,278.72,210.4,176.24
2014-05-29,,,362.3,,100.88,,262.58,,344.09,172.9,319.48,196.56,,476.22,,248.79,213.32,241.79,,,141.87,,,243.38,,279.49,211.2,176.85
2014-05-30,,,361.8,,101.04,,263.89,,344.17,173.39,319.28,196.55,,476.04,,246.85,213.97,242.91,,,141.7,,,245.21,,279.72,210.82,177.82
2014-06-02,,,360.96,,101.41,,264.21,,343.97,173.82,320.93,196.64,,478.52,,247.19,215.13,242.42,,,141.57,,,245.02,,279.7,212.28,177.63
2014-06-03,,,362.2,,101.61,,263.92,,345.71,174.1,320.93,195.75,,476.03,,246.22,216.28,242,,,142.52,,,245.57,,278.31,211.42,177.66
2014-06-04,,,361.99,,101.76,,264.4,,347.98,174.37,321.04,196.49,,477.35,,247.87,214.86,242.1,,,143.17,,,245.72,,279.58,211.76,178.46
2014-06-05,,,364.18,,102.88,,268.58,,349.07,174.99,325.55,197.88,,481,,251.74,217.32,242.68,,,144.03,,,247.98,,280.17,212.92,180.18
2014-06-06,,,367.33,,103.91,,268.23,,350.39,174.63,328.48,199.61,,483.72,,253.91,218.75,243.47,,,144.52,,,247.19,,282.49,213.22,181.43
2014-06-09,,,367.78,,104.89,,265.4,,350.07,174.17,330.54,200.26,,484.1,,252.77,219.49,243,,,145.36,,,245.68,,284.18,213.63,181.48
2014-06-10,,,367.2,,104.85,,263.58,,349.19,174.94,329.36,200.22,,484.18,,252.38,219.39,243.46,,,145.84,,,244.88,,283.43,212.77,181.19
2014-06-11,,,368.56,,103.89,,262.8,,347.95,174.72,326.55,199.07,,480.07,,251.83,217.75,242.64,,,145.74,,,242,,280.67,212.71,180.41
2014-06-12,,,369.88,,103.29,,261.94,,345.96,173.8,322.42,197.49,,470.23,,249.44,216.03,240.81,,,144.4,,,242.68,,277.83,210.46,178.01
2014-06-13,,,373.57,,103.26,,262.73,,345.39,173.89,323.14,197.83,,473.21,,252.63,217.1,240.99,,,145.2,,,244.16,,277.7,210.52,178.04
2014-06-16,,,375.26,,102.72,,261.69,,349.01,173.88,323.44,197.22,,471.56,,251.64,217.83,242.17,,,145.83,,,245.85,,278.17,210.9,178.63
2014-06-17,,,374.66,,104.07,,262.03,,350.17,173.63,324.15,197.51,,473.81,,253.59,219.1,242.58,,,146.29,,,245.49,,280.22,211.04,179.41
2014-06-18,,,377.45,,104.73,,263.52,,354.34,175,325.24,198.07,,481.32,,258.22,219.56,245.51,,,146.32,,,250.41,,282.05,212.54,180.98
2014-06-19,,,379.81,,104.29,,265.16,,356.46,175.42,325.59,197.68,,481.67,,258.72,220.02,247.43,,,146.23,,,252.8,,281.67,213.15,179.99
2014-06-20,,,383.29,,104.8,,266.13,,357.66,177.49,327.22,198.19,,482.87,,259.35,221.67,247.22,,,145.78,,,251.35,,280.98,212,179.75
2014-06-23,,,384.73,,105.23,,265.58,,357.63,176.65,325.46,197.99,,480.81,,261.97,221.31,245.73,,,145.62,,,250.77,,281.76,212.01,180.24
2014-06-24,,,376.89,,104.16,,265.63,,356.02,176.83,321.29,196.42,,476.08,,258.32,220.01,244.28,,,144.74,,,251.26,,280.7,211.77,179.78
2014-06-25,,,379.35,,104.45,,265.63,,358.38,178.81,321.56,197.36,,479.78,,259.79,220.92,244.35,,,145.12,,,252.6,,283.75,214.17,179.92
2014-06-26,,,379.63,,104.03,,264.95,,357.55,178.98,321.03,196.91,,478.91,,260.47,221.15,243.63,,,145.34,,,253.07,,283.31,214.91,179.43
2014-06-27,,,379.68,,104.32,,266.54,,357.27,178.5,322.43,197.88,,479.4,,261.45,222.3,243.4,,,146.25,,,253.99,,284.99,215.6,179.79
2014-06-30,,,380.14,,104.47,,266.46,,356.34,178.05,321.03,198.38,,479.89,,263.21,223.86,244.03,,,147.22,,,256.11,,285.83,215.6,179.85
2014-07-01,,,380.47,,105.03,,266.84,,359.57,180.66,322.9,200.8,,484.06,,263.74,225.46,244.29,,,148.58,,,253.97,,287.92,217.45,181.42
2014-07-02,,,379.9,,105,,266.36,,360.38,182.17,321.72,200.12,,481.8,,266.2,222.98,245.19,,,148.57,,,249.23,,286.66,218.06,181.77
2014-07-03,,,381.3,,105.98,,265.31,,362.52,182.72,324.53,201.7,,485.27,,269.36,224.56,246.39,,,149.57,,,246.83,,289.37,219.45,183.24
2014-07-04,,,381.3,,105.98,,265.31,,362.52,182.72,324.53,201.7,,485.27,,269.36,224.56,246.39,,,149.57,,,246.83,,289.37,219.45,183.24
2014-07-07,,,378.65,,105.19,,265.54,,358.82,181.06,322.11,200.37,,479.47,,266.96,221.51,246.44,,,150.07,,,247.47,,286.31,217.8,182.54
2014-07-08,,,377.98,,103.88,,266,,355.96,178.98,319.38,199.38,,477.53,,267.11,220.04,245.7,,,148.82,,,248.98,,283.61,215.15,181.4
2014-07-09,,,380.42,,104.1,,266.46,,357.04,179.71,319.69,199.71,,480.36,,270.67,221.21,245.51,,,149.35,,,248.58,,285.16,218.07,182.74
2014-07-10,,,376.65,,103.19,,267.24,,356.36,179.73,317.78,198.33,,479.25,,268.56,220.3,245.49,,,148.96,,,249.87,,281.45,216.62,180.85
2014-07-11,,,373.65,,103.25,,267.19,,358.09,179.71,318.99,198.82,,481.16,,269.91,221.07,245.9,,,149.15,,,248.17,,280.57,216.54,181.74
2014-07-14,,,377.01,,103.93,,268.38,,358.9,180.38,320.9,200.62,,483.86,,268.95,222.11,247.21,,,150.12,,,245.47,,281.49,216.97,181.95
2014-07-15,,,375.08,,105.05,,268.45,,356.95,177.97,320.24,200.76,,486.57,,267.08,221.26,243.8,,,149.49,,,246.41,,280.06,216.01,181.65
2014-07-16,,,380.87,,104.76,,269.18,,357.9,177.43,320.66,201.16,,488.86,,271.9,221.04,243.74,,,150.98,,,247.16,,279.69,217.43,181.31
2014-07-17,,,374.9,,103.23,,267.41,,355.09,174.85,315.53,198.52,,480.81,,269.58,217.84,242.41,,,148.07,,,244.65,,275.92,215.68,179.85
2014-07-18,,,376.35,,104.35,,270.09,,359.22,178.24,318.85,200.62,,486.52,,271.17,220.46,244.93,,,149.97,,,247.37,,278.41,217.6,181.83
2014-07-21,,,376.89,,104.08,,269.08,,358.16,177.62,319.11,199.91,,486.2,,271.83,217.26,243.87,,,150.08,,,246.94,,277.37,215.94,181
2014-07-22,,,379.83,,104.62,,270.36,,361.01,178.98,320.82,201.58,,491.15,,273.94,213.55,242.92,,,151.56,,,246.7,,279.89,217.48,181.21
2014-07-23,,,381.94,,104.89,,270.56,,363.74,181.02,318.09,201.51,,492.52,,274.08,214.66,242.05,,,151.72,,,246.51,,280.32,216.73,181.73
2014-07-24,,,382.22,,105.35,,270.98,,363.11,180.3,316,201.69,,490,,270.89,220.8,243.21,,,150.8,,,247.21,,282.09,217.06,182.58
2014-07-25,,,379.28,,105.07,,269.19,,361.95,179.7,314.91,199.21,,488.44,,271.55,219.2,242.26,,,150.57,,,245.09,,279.77,216.11,178.92
2014-07-28,,,378.51,,104.81,,270.61,,362.64,179.62,313.94,198.8,,483.83,,271.84,218.22,241.23,,,151.38,,,248.49,,279.01,216.6,178.97
2014-07-29,,,377.17,,104.35,,269.05,,361.41,180.46,310.14,198.23,,476.22,,270.86,215.12,240,,,150.51,,,246.05,,277.41,216.2,178.89
2014-07-30,,,375.1,,105.18,,268.89,,361.98,181.16,309.42,198.9,,479.06,,270.89,214.58,236.61,,,150.95,,,242.26,,278.64,216.97,180.1
