Date,.TRXFLDUSPA1,.TRXFLDUSPC1,.TRXFLDUSPE1,.TRXFLDUSPE2,.TRXFLDUSPF1,.TRXFLDUSPF3,.TRXFLDUSPF4,.TRXFLDUSPF6,.TRXFLDUSPH1,.TRXFLDUSPH2,.TRXFLDUSPI1,.TRXFLDUSPI2,.TRXFLDUSPI3,.TRXFLDUSPI4,.TRXFLDUSPM1,.TRXFLDUSPM2,.TRXFLDUSPM3,.TRXFLDUSPN1,.TRXFLDUSPN2,.TRXFLDUSPN3,.TRXFLDUSPT1,.TRXFLDUSPT2,.TRXFLDUSPT3,.TRXFLDUSPU1,.TRXFLDUSPY1,.TRXFLDUSPY2,.TRXFLDUSPY3,.TRXFLDUSPY4
1998-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-01,,,98.860209,,99.713592,,100.002282,,99.478259,100.48427,100.249803,100.124654,,100.367354,,100.343707,102.114483,99.607084,,,101.054519,,,100.952904,,99.541592,100.942022,100.384066
1999-04-02,,,98.860209,,99.713592,,100.002282,,99.478259,100.48427,100.249803,100.124654,,100.367354,,100.343707,102.114483,99.607084,,,101.054519,,,100.952904,,99.541592,100.942022,100.396702
1999-04-05,,,101.39486,,102.192498,,100.287079,,99.38121,100.805416,101.700356,101.267155,,101.270406,,100.743374,103.148666,99.835986,,,105.270783,,,101.912035,,100.785823,103.195249,102.086262
1999-04-06,,,101.00043,,101.473757,,99.695308,,99.32384,100.360538,101.594704,99.639377,,100.267469,,100.95681,102.437169,98.562255,,,106.696164,,,100.762565,,100.206003,103.249258,101.98973
1999-04-07,,,101.106128,,104.213447,,99.283154,,98.689962,100.856983,102.014842,99.360262,,100.627647,,102.238463,102.62906,97.3359,,,107.071387,,,99.991381,,100.597552,105.517786,103.015925
1999-04-08,,,102.700682,,106.080876,,99.295241,,98.91124,103.184134,102.08726,100.317997,,101.044304,,101.887928,102.805117,98.751813,,,106.816986,,,101.867701,,101.260892,107.028884,106.9011
1999-04-09,,,103.811935,,106.891409,,99.413661,,100.847462,104.223811,102.433989,100.66672,,101.733446,,102.635242,103.968373,98.67373,,,106.774832,,,101.840473,,102.198632,106.648798,107.905184
1999-04-12,,,104.810887,,109.138318,,100.38117,,101.311448,106.069108,103.78304,101.612079,,101.819225,,104.303645,106.398321,100.544637,,,102.002426,,,102.71066,,101.97891,109.752186,109.314092
1999-04-13,,,104.968185,,110.435756,,100.534429,,102.166162,105.335943,104.260086,101.825747,,100.755046,,105.104946,107.749819,100.919024,,,100.755893,,,101.527794,,102.200825,108.855177,108.284526
1999-04-14,,,102.706069,,109.059141,,102.040029,,103.103324,100.61946,109.114621,102.813762,,104.868165,,109.761877,112.248707,100.355878,,,98.443393,,,100.697832,,102.929861,106.54507,104.855863
1999-04-15,,,106.892069,,107.552288,,103.656611,,102.078205,96.771294,113.729134,104.439258,,106.513243,,114.289715,116.238228,100.835278,,,98.453433,,,101.271586,,106.818466,102.849595,103.489504
1999-04-16,,,110.619488,,107.011306,,106.775126,,100.009934,96.370737,114.361401,104.68001,,109.308515,,116.691658,117.030681,101.885513,,,96.113807,,,101.996415,,109.661522,100.910025,102.127458
1999-04-19,,,113.414103,,105.401867,,108.219692,,98.886445,90.395894,115.824855,105.215284,,110.469914,,119.037398,118.396635,101.342811,,,91.932896,,,103.264428,,111.492924,97.43714,97.392534
1999-04-20,,,110.946467,,107.27818,,108.962043,,100.745866,93.937552,113.276025,104.164801,,109.037006,,116.060272,116.618429,102.335975,,,93.794217,,,105.363317,,110.740688,99.228398,101.342586
1999-04-21,,,109.341658,,109.171895,,109.663123,,106.097588,97.362042,113.278959,106.002588,,110.335092,,116.064784,117.654267,104.615365,,,98.44141,,,105.251075,,111.195245,101.821411,103.745774
1999-04-22,,,110.626758,,109.709854,,109.621041,,107.56165,99.318586,113.027369,106.23625,,111.392123,,117.969315,117.635306,103.881503,,,101.696575,,,104.73695,,110.282657,104.754126,105.418216
1999-04-23,,,109.144692,,109.554626,,109.134565,,107.620666,98.379026,113.359577,106.750748,,111.011286,,117.057072,118.110871,103.536761,,,102.48155,,,104.505218,,110.654939,108.238577,106.174535
1999-04-26,,,107.957125,,108.328261,,108.611527,,107.486321,97.823908,113.214386,107.200422,,111.094388,,115.185141,119.503257,103.914574,,,105.079584,,,104.620025,,113.108956,108.856876,105.735038
1999-04-27,,,109.882767,,110.525898,,108.283873,,107.555378,98.254785,114.028603,107.500392,,111.352666,,118.582938,119.845527,105.262618,,,103.641031,,,105.027129,,114.33672,108.937488,106.25643
1999-04-28,,,114.482999,,109.78705,,108.884001,,105.947527,94.784546,116.437885,107.556029,,112.136193,,123.235214,122.929883,104.416671,,,101.237919,,,105.455301,,114.49656,105.998806,104.763635
1999-04-29,,,117.428804,,110.6118,,108.772854,,104.724051,93.590956,117.476339,108.405746,,113.134565,,125.480553,124.19134,103.765558,,,99.32124,,,106.366621,,114.72587,104.08295,101.419588
1999-04-30,,,115.305846,,109.22116,,109.595764,,103.83919,92.712399,116.955543,107.774152,,113.553218,,124.174839,121.341049,103.701596,,,100.479231,,,106.031606,,112.551159,104.548744,100.827036
1999-05-03,,,118.820532,,110.496644,,110.078032,,105.694923,94.092945,119.633605,109.065989,,115.921953,,124.389049,124.367108,105.835858,,,102.444318,,,107.649715,,115.030656,105.054054,102.524243
1999-05-04,,,118.864303,,107.308908,,110.236112,,104.828403,93.464688,120.156751,109.145392,,116.43818,,124.866597,122.809041,104.99376,,,99.868311,,,106.916816,,116.463083,102.743411,99.845688
1999-05-05,,,117.412233,,108.244556,,110.957973,,105.546446,94.676717,120.728002,109.809129,,116.804217,,126.37549,123.536472,106.217701,,,101.921958,,,107.15248,,116.654866,104.549262,100.71946
1999-05-06,,,114.790341,,106.409503,,111.511944,,104.444232,94.720216,121.002041,109.304647,,116.463295,,129.717953,125.52847,105.195711,,,98.671397,,,107.464795,,117.072778,105.180203,97.489632
1999-05-07,,,115.871085,,108.034731,,112.160771,,104.555591,94.517494,122.219912,110.710431,,117.141167,,127.887829,127.037301,105.431427,,,100.33101,,,107.394129,,117.688404,104.84362,99.356626
1999-05-10,,,115.40056,,107.714266,,113.53097,,105.659456,92.969297,122.071667,110.341186,,117.125739,,127.451089,126.35987,104.961873,,,101.957649,,,107.638507,,117.607089,105.507546,99.290694
1999-05-11,,,115.24114,,108.989778,,114.175298,,106.555705,94.149279,122.044604,111.473962,,118.133512,,127.966051,125.050404,105.919102,,,104.078511,,,107.747069,,117.933883,106.316111,102.476093
1999-05-12,,,112.572388,,109.965575,,114.215813,,107.494132,95.41646,120.898141,111.569533,,118.853327,,125.480807,122.936929,105.771962,,,107.238019,,,107.85508,,118.498629,108.218825,101.826481
1999-05-13,,,113.163812,,111.323651,,114.275861,,107.900674,96.248624,120.408846,111.679354,,119.059879,,126.42153,121.421861,106.747678,,,105.909308,,,109.609663,,119.402233,107.47767,102.272893
1999-05-14,,,112.115872,,107.612932,,112.956334,,105.224402,93.496822,119.394501,110.036189,,116.106239,,125.901911,122.359014,106.274481,,,103.211217,,,108.130813,,116.60563,105.713644,100.5383
1999-05-17,,,111.911584,,106.625133,,112.240638,,105.129265,93.881121,118.927725,109.420656,,116.436491,,124.538621,122.026698,106.833837,,,104.914854,,,109.123764,,114.890168,105.050122,99.642202
1999-05-18,,,109.954723,,106.35944,,111.408557,,104.445214,92.724387,117.982879,108.478672,,115.84423,,121.898481,121.413528,107.474846,,,106.015942,,,109.108777,,114.04229,105.488331,100.573865
1999-05-19,,,111.223261,,107.26426,,112.535016,,104.481557,94.000575,119.157352,109.707498,,115.519609,,122.552356,122.610723,107.9298,,,105.793175,,,110.452869,,114.36752,106.572346,99.699759
1999-05-20,,,112.569081,,106.197345,,113.853047,,105.386752,94.85126,119.525461,109.471873,,115.207407,,120.395635,123.379988,107.559301,,,103.458268,,,110.691074,,115.989142,106.532895,98.96376
1999-05-21,,,115.538951,,105.394987,,114.74898,,104.564166,93.141114,119.926161,109.674481,,113.537557,,120.695753,123.876246,107.608351,,,102.526099,,,111.06233,,114.897816,105.51944,97.772046
1999-05-24,,,111.78984,,102.8631,,114.260544,,102.228549,90.179827,119.007915,108.741414,,111.601706,,119.49647,124.136762,106.643464,,,99.862431,,,111.711312,,114.236932,103.276659,96.686193
1999-05-25,,,111.574683,,100.317549,,113.640672,,100.657448,88.493533,117.586115,107.459757,,110.521606,,115.577601,121.966097,106.575726,,,95.524583,,,111.777653,,113.036664,101.913495,95.070633
1999-05-26,,,114.441261,,103.445671,,113.124661,,100.158453,88.561112,116.820009,108.396362,,111.518428,,116.732123,121.301943,106.848311,,,97.872476,,,112.396033,,112.537956,103.119568,96.389289
1999-05-27,,,111.562961,,101.525195,,112.880276,,100.113043,88.548016,115.087565,106.759138,,109.613639,,115.117259,117.45615,105.397737,,,97.481218,,,110.632739,,110.990721,100.982339,94.068422
1999-05-28,,,113.118608,,103.754027,,113.553022,,103.31384,90.612426,116.194067,107.338788,,110.679517,,113.308357,116.427102,105.996511,,,98.677636,,,111.833369,,111.873423,101.750296,96.420855
1999-05-31,,,113.118608,,103.754853,,113.553022,,103.31384,90.612426,116.194067,107.338788,,110.679517,,113.308357,116.427102,105.996511,,,98.677636,,,111.833369,,111.873423,101.750296,96.420855
1999-06-01,,,111.548892,,101.578846,,113.992385,,103.538196,89.623647,117.992389,107.541413,,112.32788,,116.464305,120.783581,106.546004,,,95.575814,,,110.594066,,111.080881,101.659526,97.084234
1999-06-02,,,112.924554,,100.531955,,114.005308,,104.468779,89.183581,118.520843,107.914219,,110.565357,,117.025243,120.627434,106.281442,,,97.421996,,,110.150115,,110.722637,101.282387,98.331509
1999-06-03,,,113.019215,,101.072019,,114.349958,,105.12849,90.361308,119.342175,108.36109,,110.271307,,116.813548,119.631568,106.567054,,,96.459829,,,110.245322,,111.754766,102.091701,100.664895
1999-06-04,,,114.009239,,102.129017,,114.762748,,107.875748,93.898511,120.587542,109.898379,,112.024581,,118.392723,120.35378,107.79051,,,100.255581,,,111.055353,,112.228701,103.543593,102.19107
1999-06-07,,,114.793979,,103.585354,,114.877435,,108.11229,92.434691,122.267923,110.839769,,112.3117,,119.402372,120.278441,107.154926,,,102.313265,,,111.257765,,112.746476,102.788707,101.77842
1999-06-08,,,113.763676,,102.494813,,114.603497,,106.828843,91.396828,121.74173,111.091201,,111.559388,,120.317077,120.196085,106.390122,,,99.2818,,,110.577912,,111.442057,102.219748,99.319925
1999-06-09,,,113.782921,,102.001177,,114.457903,,106.604034,90.970859,119.862899,111.321895,,110.754197,,119.719271,121.037974,106.479613,,,101.670461,,,110.562799,,111.082758,102.59487,99.090702
1999-06-10,,,113.665541,,100.29222,,113.825183,,105.632947,88.218402,119.043119,110.375005,,110.853336,,121.084366,122.150249,106.45143,,,101.341474,,,109.079417,,110.60853,101.258378,97.899092
1999-06-11,,,113.50358,,99.709356,,113.252371,,105.543297,87.662907,118.867027,109.902178,,109.582907,,119.778516,121.555092,105.345412,,,100.425669,,,108.891093,,109.144393,100.168179,97.592185
1999-06-14,,,115.400735,,98.473832,,113.125606,,104.367865,86.80955,119.097314,110.109671,,110.224324,,120.697294,122.947235,105.545023,,,99.243455,,,109.897233,,109.201141,99.563849,97.270742
1999-06-15,,,116.916599,,99.338786,,113.715708,,104.496528,87.745099,119.628747,110.329576,,110.510635,,120.697743,123.613475,105.385381,,,101.08014,,,111.364678,,108.722453,101.759972,96.414546
1999-06-16,,,115.314446,,102.448432,,114.569722,,105.793133,88.824039,120.900776,111.358912,,111.112231,,121.060678,123.113843,105.493489,,,105.376187,,,112.265348,,109.433699,104.372507,99.441903
1999-06-17,,,115.936263,,103.634789,,114.366428,,104.945515,90.195592,121.831681,112.53447,,110.465828,,123.192582,120.865849,105.779702,,,105.443906,,,112.003931,,109.573088,104.898488,99.413666
1999-06-18,,,115.358344,,103.991062,,114.16361,,104.653107,89.429742,123.135106,113.031645,,111.418322,,123.701387,122.036,105.1159,,,105.439874,,,111.945854,,109.36348,104.301927,100.289508
1999-06-21,,,112.481492,,105.222053,,114.15104,,103.667002,88.986408,122.609783,112.899949,,111.791254,,121.074428,120.706883,103.850236,,,108.801434,,,110.967934,,111.030719,104.450374,102.283936
1999-06-22,,,111.062162,,104.454462,,113.479567,,103.701602,89.398631,121.725015,111.695115,,110.77228,,119.185849,120.373859,104.04662,,,106.617672,,,111.431822,,110.767374,103.977735,101.829195
1999-06-23,,,112.236887,,103.126451,,112.505056,,103.868636,88.39553,121.565148,112.053756,,110.935817,,121.141444,121.356312,103.605299,,,107.874602,,,111.107076,,111.948314,103.947845,100.682043
1999-06-24,,,110.539213,,100.730597,,112.216873,,103.031481,89.237166,120.082204,110.833905,,110.003403,,119.231833,118.612857,103.042801,,,104.935201,,,110.399737,,110.446215,102.728186,99.222211
1999-06-25,,,109.434339,,101.213375,,112.167267,,102.595872,88.963148,120.555162,111.494115,,109.719527,,121.256192,118.544666,102.911654,,,105.235011,,,109.809354,,110.111779,102.541415,99.302283
1999-06-28,,,108.317038,,103.441966,,112.469971,,103.292521,89.44549,120.448526,112.627388,,112.131423,,122.716854,118.983758,103.037415,,,107.076422,,,110.167684,,111.982594,104.350726,102.554659
