Model,Covariance Type,#Rolling Windows,Sharpe Ratio,Mean Return,Std Dev
HRP,Historical,29,0.5431788276091237,0.0033918433922966716,0.006244432256732717
MVP,GARCH,29,0.45803448701942384,0.003124929936377276,0.00682247740058219
MVP,Historical,29,0.4011572384874554,0.004232182530474972,0.01054993435100964
ERC,GARCH,29,0.5755264654761818,0.0033546744871481536,0.0058288796230639844
ERC,Historical,29,0.5814230430125611,0.0034131524579753447,0.005870342599926173
Naive,N/A,29,0.5821908033820292,0.003506830746382738,0.006023507630163615
HRP,GARCH,30,0.2030667003752157,0.0015150460455284267,0.007460829583230565
HRP,Historical,30,0.19914666975447862,0.0014777367754173435,0.007420343896481908
MVP,GARCH,30,-0.0365745825500035,-0.0003771211878197318,0.010311018240717984
MVP,Historical,30,0.01566725139769162,0.00013085096463953693,0.008351877513040753
ERC,GARCH,30,0.21911315754739213,0.0016697135520289113,0.007620325363928763
ERC,Historical,30,0.21971629324196604,0.0016600089789968646,0.007555238414516458
Naive,N/A,30,0.2691814454238192,0.0021557579650273015,0.00800856820436905
HRP,GARCH,31,0.01815837237253336,0.0001926597552658014,0.010609968300750434
HRP,Historical,31,0.014502366705075098,0.00015664153929065348,0.010801101811598574
MVP,GARCH,31,-0.1104009409881617,-0.0011582845420266634,0.010491618383496083
MVP,Historical,31,-0.29347947880811714,-0.005173260778045435,0.017627333941899966
ERC,GARCH,31,0.0557176408637124,0.0005995184117792862,0.010759938907782051
ERC,Historical,31,0.052250324217338315,0.0005641315634097949,0.010796709338362308
Naive,N/A,31,0.10178841130149957,0.001114094501934681,0.010945199828639706
HRP,GARCH,32,0.23126642057950186,0.0024520450792212835,0.01060268530587799
HRP,Historical,32,0.22220959751033456,0.0023690451016962007,0.010661308639407533
MVP,GARCH,32,0.17399793676504563,0.0014515761108800146,0.008342490364354832
MVP,Historical,32,-0.012964771299550341,-0.00010875130403665599,0.00838821615314015
ERC,GARCH,32,0.21241784630437036,0.0022876154972685534,0.01076941291453762
ERC,Historical,32,0.2062233888390792,0.00222334305036435,0.01078123612884315
Naive,N/A,32,0.21353510911419532,0.0024069057105827168,0.011271709465329845
HRP,GARCH,33,0.2243478276807026,0.0032811748245679803,0.014625391555998615
HRP,Historical,33,0.22788798741339217,0.003140106424729132,0.013779166073518971
MVP,GARCH,33,0.28435796144823455,0.0032971787566096677,0.011595169482215804
MVP,Historical,33,0.11924281706935994,0.001172822397378676,0.009835581095811253
ERC,GARCH,33,0.25347676624757365,0.0036326459611594536,0.014331277832428267
ERC,Historical,33,0.2570107461288213,0.0036008896880375726,0.014010658084439402
Naive,N/A,33,0.28000128332473717,0.004100692116513274,0.014645261863880151
HRP,GARCH,34,0.11920863930287591,0.00129290408393384,0.01084572470162109
HRP,Historical,34,0.12106083632687041,0.0012777106886683503,0.01055428598905815
MVP,GARCH,34,0.3267576193687567,0.0025438216550959063,0.007785041585289309
MVP,Historical,34,0.300020630125011,0.003125190706480199,0.01041658603669358
ERC,GARCH,34,0.11027125485574683,0.0012175374369776644,0.011041294837629318
ERC,Historical,34,0.10922931519500136,0.0011859880874531045,0.010857781954741932
Naive,N/A,34,0.08189577586012063,0.0009754456605644913,0.011910817747554757
HRP,GARCH,35,0.010788547577460544,9.554738861678687e-05,0.0088563718082316
HRP,Historical,35,0.009180753914082478,8.02952049249263e-05,0.008746036074636577
MVP,GARCH,35,0.08096631824313136,0.00033868732952682375,0.004183064475153602
MVP,Historical,35,0.23538486258846916,0.0011194369315979114,0.004755772819406227
ERC,GARCH,35,0.031193227566991184,0.00028506318985536575,0.00913862437746009
ERC,Historical,35,0.030856675690121738,0.00028170546025055044,0.009129481836591161
Naive,N/A,35,0.03464815677760665,0.00032819958920637856,0.009472353502466726
HRP,GARCH,36,0.1402755040931976,0.0028988857841786004,0.020665659360258725
