Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,0.01328189696325335,0.008866540255634279
HRP,Historical,0,0.012655819867791185,0.008549278005192512
MVP,GARCH,0,0.0043670839349523455,0.00537209774275814
MVP,Historical,0,0.003610236514162656,0.005299804434906587
ERC,GARCH,0,0.014784145704163632,0.010085279395940613
ERC,Historical,0,0.014563248599219394,0.009500605844334608
Naive,N/A,0,0.017044461796709487,0.010766311623337925
HRP,GARCH,1,0.0004547371423243824,0.008782621275646366
HRP,Historical,1,-0.0001749210011686398,0.008528048444351987
MVP,GARCH,1,-0.0018954968288349184,0.0052403708264425345
MVP,Historical,1,-0.004807213927561704,0.005308338218265787
ERC,GARCH,1,0.002108948660149425,0.01015410297201153
ERC,Historical,1,0.0019381885051540722,0.009506394685502158
Naive,N/A,1,0.0038764714251294345,0.010775756832941021
HRP,GARCH,2,-0.006228828956099393,0.008652936049378394
HRP,Historical,2,-0.006762978381906656,0.00857656437936725
MVP,GARCH,2,-0.0009083800861901083,0.0051398107702616234
MVP,Historical,2,-0.0011873953388867192,0.005306228238093729
ERC,GARCH,2,-0.007381927412016018,0.009892187781674293
ERC,Historical,2,-0.007854051201345868,0.009505255864873174
Naive,N/A,2,-0.009613354817074992,0.010773888452133552
HRP,GARCH,3,-0.00857597927611348,0.008557697504629666
HRP,Historical,3,-0.009363626912104041,0.00857622140575389
MVP,GARCH,3,-0.004245473395411326,0.005067464133133424
MVP,Historical,3,-0.006664264947897529,0.005282587029929114
ERC,GARCH,3,-0.009658528592114114,0.009858499308275441
ERC,Historical,3,-0.010318500955325074,0.009462488925280238
Naive,N/A,3,-0.011299316093784609,0.010722851670204247
HRP,GARCH,4,0.0073282878492125225,0.0086637353803227
HRP,Historical,4,0.007879118063294287,0.00857235064983286
MVP,GARCH,4,0.0054441034640615536,0.005169777640452815
MVP,Historical,4,0.004005325188445744,0.005289725303799926
ERC,GARCH,4,0.008363104747757956,0.009895565561788531
ERC,Historical,4,0.008748660377707326,0.009473916075323788
Naive,N/A,4,0.01114278363665943,0.01073370269808439
HRP,GARCH,5,-0.01634809968568513,0.008588461436052873
HRP,Historical,5,-0.016350262746727483,0.008542829009322616
MVP,GARCH,5,-0.010102448271263477,0.00515917607793207
MVP,Historical,5,-0.008600757112664352,0.005289264520305319
ERC,GARCH,5,-0.01747534531765018,0.009930196572544667
ERC,Historical,5,-0.017299838224901047,0.009466532458209572
Naive,N/A,5,-0.01905468281147536,0.010733427225137732
HRP,GARCH,6,-0.0029118860009551438,0.00890815295978485
HRP,Historical,6,-0.004090099293355411,0.008573869613041702
MVP,GARCH,6,-0.0018740294562280444,0.005344976666749931
MVP,Historical,6,-0.0024385041317724655,0.005311365453042871
ERC,GARCH,6,-0.004646432759445164,0.01021832917890686
ERC,Historical,6,-0.005588943201821801,0.009499899207637774
Naive,N/A,6,-0.008194031558878047,0.010768532193659077
HRP,GARCH,7,-0.005778961224411706,0.00869617323842563
HRP,Historical,7,-0.005633187516478568,0.008581293476212089
MVP,GARCH,7,-0.00020801394469053896,0.005245739850633555
MVP,Historical,7,-0.0006221188609889912,0.0053042244077827145
ERC,GARCH,7,-0.006053852544103025,0.010032782127609444
ERC,Historical,7,-0.005782928429343668,0.009489117305213344
Naive,N/A,7,-0.005865345003342784,0.010759892470515403
HRP,GARCH,8,0.008494784308099738,0.008665867926321872
HRP,Historical,8,0.008623470877801527,0.008614479918429516
MVP,GARCH,8,0.008009361985174908,0.005185105870618434
MVP,Historical,8,0.008723554712951437,0.005282888250869145
ERC,GARCH,8,0.008764964286785769,0.009951647479427521
ERC,Historical,8,0.008895221411321604,0.009488587564971094
Naive,N/A,8,0.009259864535492372,0.010759906601631843
HRP,GARCH,9,-0.024523748706171737,0.008670772439587065
HRP,Historical,9,-0.02512598178533893,0.008589365378180416
MVP,GARCH,9,-0.014096976142510874,0.005146679764039732
MVP,Historical,9,-0.012088795590226804,0.005287719043925134
ERC,GARCH,9,-0.027136473741820613,0.009921942863800656
ERC,Historical,9,-0.027443654394499056,0.009497114774300484
Naive,N/A,9,-0.030543596142793457,0.0107668579353558
HRP,GARCH,10,-0.00573729154509289,0.009437847964613407
HRP,Historical,10,-0.006014129386848295,0.008673972027867974
MVP,GARCH,10,-0.007741571897942984,0.005614185269265599
MVP,Historical,10,-0.008774386715176323,0.005316209241835019
ERC,GARCH,10,-0.005392127531191664,0.010736185095000779
ERC,Historical,10,-0.005557091875982985,0.009577507757132326
Naive,N/A,10,-0.005737221121696437,0.010852748479252083
HRP,GARCH,11,7.557788732376206e-05,0.009223649076120055
HRP,Historical,11,-8.427545187945841e-05,0.008629823230114684
