Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1503495552213738,0.171875636027894,0.150672671166686,1.1407220347062914,-197.55351837692908,0.0242294433773037,0.0895220176896482,0.7932251919590693,0.9017330843715808,1.1225025890358546,-0.4357388883994502,0.3450450699354277,-0.0248362408400071,-0.8733414210408824,26.414087087562383
ERC,GARCH,0.1505264813216229,0.1720996439862178,0.157266925666054,1.0943155609950697,-196.94699197238972,0.0243105837040883,0.0894593201395395,0.7933102905100152,0.901678946080473,1.1228018211479074,-0.4361059648737485,0.3451603358949698,-0.0248598768141401,-0.8726413564331112,26.27857354486731
ERC,Historical,0.1522009149191068,0.174034355823004,0.1673574668149857,1.0398959731829571,-195.5705432968173,0.0244244793669587,0.0344972329456519,0.7947409249308841,0.9019062859399894,1.128334133402391,-0.4360618800499787,0.3490351298344686,-0.025111766570633,-0.787007447249324,25.865782298252743
HRP,DCC,0.1330236186022402,0.1629058140461386,0.139859206051468,1.164784347382821,-197.55351837692908,,0.2028907473817389,0.734546159777503,0.8490161601546934,1.031550152084478,-0.4060504266289558,0.3276036912622078,-0.0234803239173674,-1.1123110709257191,32.018481518019264
HRP,GARCH,0.1346052856462121,0.1627319588225523,0.1459036882767627,1.1153382121078956,-196.94699197238972,,0.189183096781749,0.7436685568573708,0.8582545693986802,1.0461948549059148,-0.4009448142128474,0.3357202310010547,-0.0234558159067724,-1.018336136441996,29.0537448388152
HRP,Historical,0.1392351721375795,0.1655651162480397,0.1574793607272055,1.0513448586754224,-195.5705432968173,,0.0822090855404993,0.758305314781226,0.8709354896703466,1.0732315356432989,-0.4029135769825687,0.3455708124315783,-0.0237797137492281,-0.8733578755750837,28.436750707821083
MVP,DCC,0.0996881291356694,0.1518489758555607,0.1216428556125318,1.2483180791089303,-197.55351837692908,,0.4988555118809444,0.5797116295591949,0.7024656779705165,0.8106078816165821,-0.3605887524539829,0.2764593417216787,-0.0218058956369117,-1.104115394047599,31.12024851229083
MVP,GARCH,0.09426167171998,0.1530020777548991,0.1248304943965741,1.2256786972967253,-196.94699197238972,,0.514309579102715,0.5441554185813888,0.6659858695440335,0.7604535343469777,-0.3803260978089456,0.2478443426917596,-0.0219611058797247,-1.0919794124191762,30.50170999916446
MVP,Historical,0.1059954123463902,0.1520889565350761,0.1381051169885275,1.1012550429084411,-195.5705432968173,,0.061837402134215,0.6165988983387842,0.739164260015614,0.8688953898825229,-0.3574650369014294,0.2965196631960913,-0.0216572441292034,-0.980527880149114,32.87205994045026
Naive,,0.1649139018604404,0.1860098285401218,0.1816035040644694,1.0242634331223484,-195.5705432968173,,0.0350492394586097,0.8141789023051136,0.9144559002515719,1.1611157980134803,-0.4632688726074597,0.3559788097400976,-0.0268128045921717,-0.637174541301807,21.817477898581007
