Model,Covariance Type,#Rolling Windows,Sharpe Ratio,Mean Return,Std Dev,Δ Return vs ERC OOS,Δ Std vs ERC OOS,Δ Return vs MVP OOS,Δ Std vs MVP OOS
MVP,GARCH,9,0.6512543180927779,0.0033564007063704325,0.0051537481028913175,0.007720756108569847,-0.001075565470273326,0.010310339094244263,0.005153253234720806
MVP,Historical,9,0.6887991259176167,0.005096970770877918,0.007399792739411137,0.009461326173077333,0.0011704791662464934,0.012050909158751748,0.007399297871240626
ERC,GARCH,9,-0.7629227016167733,-0.005980475678330184,0.007838901196224018,-0.0016161202761307697,0.001609587623059375,0.0009734627095436457,0.007838406328053507
ERC,Historical,9,-0.7953534873728229,-0.006548828365814772,0.008233858868773654,-0.0021844729636153574,0.0020045452956090103,0.0004051100220590579,0.008233364000603142
Naive,N/A,9,-0.8338743519340688,-0.008055098473092064,0.009659846779564878,-0.003690743070892649,0.003430533206400234,-0.0011011600852182338,0.009659351911394366
Real ERC,OOS,9,-0.7006157822911161,-0.004364355402199415,0.0062293135731646436,0.0,0.0,0.0025895829856744153,0.006228818704994132
Real MVP,OOS,9,-14052.102766458902,-0.00695393838787383,4.948681705112669e-07,-0.0025895829856744153,-0.006228818704994132,0.0,0.0
HRP,GARCH,10,0.6730843187295732,0.004857268499631522,0.007216433906526708,0.003210015122623588,-0.004068354539120587,0.0024292083504629486,0.007216208013412106
HRP,Historical,10,0.8679319432267609,0.007375712316803745,0.008498030720453301,0.005728458939795811,-0.002786757725193994,0.004947652167635172,0.008497804827338699
MVP,GARCH,10,-0.367903105447789,-0.0048854392148223085,0.013279146445029468,-0.0065326925918302425,0.001994357999382173,-0.007313499363990882,0.013278920551914866
MVP,Historical,10,-0.6949633170117995,-0.006455090033028012,0.009288389581170389,-0.008102343410035946,-0.0019963988644769066,-0.008883150182196585,0.009288163688055786
ERC,GARCH,10,0.9834925116072797,0.007797518177801614,0.007928396084133335,0.00615026480079368,-0.003356392361513961,0.005369458028633041,0.007928170191018732
ERC,Historical,10,1.008815077088757,0.009254596968099198,0.009173729832434856,0.007607343591091265,-0.00211105861321244,0.006826536818930626,0.009173503939320253
Naive,N/A,10,1.0572473292939633,0.01150295367519728,0.010880097169769185,0.009855700298189347,-0.0004046912758781107,0.009074893526028707,0.010879871276654582
Real ERC,OOS,10,0.14597113494345593,0.0016472533770079336,0.011284788445647296,0.0,0.0,-0.0007808067721606395,0.011284562552532693
Real MVP,OOS,10,10748.712520237978,0.002428060149168573,2.2589311460297717e-07,0.0007808067721606395,-0.011284562552532693,0.0,0.0
HRP,GARCH,11,-0.06780795865236058,-0.0008574803479287123,0.012645718363604815,-0.0038026012524975013,0.004223148179205683,-0.0022146139269116918,0.012645215781558848
HRP,Historical,11,-0.045408568475748645,-0.0006528943580458573,0.014378219352908,-0.0035980152626146466,0.005955649168508869,-0.0020100279370288366,0.014377716770862034
MVP,GARCH,11,-0.2687643750909609,-0.0011432253487018997,0.004253634241200998,-0.004088346253270689,-0.0041689359431981345,-0.002500358927684879,0.004253131659155031
MVP,Historical,11,0.14812737297911494,0.0008624584311187023,0.005822410900653074,-0.0020826624734500867,-0.0026001592837460582,-0.000494675147864277,0.0058219083186071075
ERC,GARCH,11,-0.07296154591932003,-0.0011572163204844616,0.015860633240475704,-0.0041023372250532505,0.007438063056076572,-0.002514349899467441,0.015860130658429738
ERC,Historical,11,-0.0650652547730377,-0.001134631000257464,0.017438354836468606,-0.004079751904826253,0.009015784652069474,-0.0024917645792404434,0.01743785225442264
Naive,N/A,11,-0.06436239026619078,-0.0013510892506231665,0.020991906065565846,-0.004296210155191956,0.012569335881166713,-0.0027082228296061456,0.02099140348351988
Real ERC,OOS,11,0.3496700935806918,0.002945120904568789,0.008422570184399132,0.0,0.0,0.0015879873255858097,0.008422067602353166
Real MVP,OOS,11,2700.322444614366,0.0013571335789829793,5.025820459662891e-07,-0.0015879873255858097,-0.008422067602353166,0.0,0.0
HRP,GARCH,12,0.16864642898814167,0.002104146199033223,0.012476672122011997,-0.0007407198129513516,-0.0007920156818374824,-0.0028023965566557033,0.012476255082691753
HRP,Historical,12,0.2028200805990464,0.0026034813064398513,0.012836408006299215,-0.0002413847055447232,-0.00043227979755026437,-0.002303061449249075,0.012835990966978971
MVP,GARCH,12,0.553566974969128,0.005327437357891298,0.009623835233647031,0.0024825713459067237,-0.0036448525702024483,0.00042089460220237195,0.009623418194326787
MVP,Historical,12,0.6479018624891925,0.006378324855863794,0.009844584844005121,0.0035334588438792197,-0.0034241029598443586,0.001471782100174868,0.009844167804684877
ERC,GARCH,12,0.12321689948471541,0.0017699803700115403,0.014364753352936783,-0.0010748856419730342,0.0010960655490873036,-0.0031365623856773857,0.014364336313616539
ERC,Historical,12,0.14003201220850067,0.0020521934363171004,0.014655173513192732,-0.0007926725756674741,0.0013864857093432523,-0.002854349319371826,0.014654756473872488
Naive,N/A,12,0.10101323254981422,0.001630358013141983,0.01614004395253839,-0.0012145079988425914,0.002871356148688912,-0.003276184742546943,0.016139626913218148
Real ERC,OOS,12,0.21440447269844037,0.0028448660119845745,0.01326868780384948,0.0,0.0,-0.0020616767437043517,0.013268270764529235
Real MVP,OOS,12,11765.18020608039,0.004906542755688926,4.1703932024374474e-07,0.0020616767437043517,-0.013268270764529235,0.0,0.0
HRP,GARCH,13,0.17907873919573725,0.0024987768319374147,0.013953509183500523,-0.0004519719874744822,-0.003319669045273352,-0.006477893708594605,0.013952869838999045
HRP,Historical,13,0.15251008490647047,0.002260887703117066,0.014824512782243848,-0.0006898611162948309,-0.0024486654465300274,-0.006715782837414953,0.01482387343774237
MVP,GARCH,13,0.380784039382812,0.004499658798753277,0.011816826162268987,0.0015489099793413804,-0.005456352066504888,-0.004477011741778742,0.01181618681776751
MVP,Historical,13,0.39767406457749893,0.0050228431981199865,0.01263055261965954,0.0020720943787080896,-0.0046426256091143345,-0.003953827342412033,0.012629913275158063
ERC,GARCH,13,0.14956545382064,0.0022645452549375786,0.015140830967913474,-0.0006862035644743182,-0.0021323472608604007,-0.006712125285594441,0.015140191623411996
ERC,Historical,13,0.1303842567499493,0.0020647856763687947,0.015836157890815276,-0.0008859631430431021,-0.0014370203379585993,-0.006911884864163225,0.0158355185463138
Naive,N/A,13,0.10509696860788206,0.001793747270995165,0.017067545284656645,-0.001157001548416732,-0.00020563294411722957,-0.0071829232695368546,0.01706690594015517
Real ERC,OOS,13,0.17082836640315,0.002950748819411897,0.017273178228773875,0.0,0.0,-0.006025921721120122,0.0172725388842724
Real MVP,OOS,13,14040.42815694768,0.00897667054053202,6.393445014773326e-07,0.006025921721120122,-0.0172725388842724,0.0,0.0
HRP,GARCH,14,-0.3173292442700024,-0.0020599517268630975,0.006491528165334706,0.0026433183585538407,-0.00690996537871455,-0.0024042555758672906,0.006490431758408638
HRP,Historical,14,-0.33362885002176473,-0.0023794102943379535,0.007131908089431503,0.0023238597910789846,-0.0062695854546177526,-0.0027237141433421467,0.007130811682505435
MVP,GARCH,14,-0.12159181209239867,-0.00043300739200008404,0.0035611558422292285,0.004270262693416854,-0.009840337701820027,-0.000777311241004277,0.00356005943530316
MVP,Historical,14,-0.06995946970288242,-0.00022143879483721077,0.0031652440445540885,0.004481831290579727,-0.010236249499495167,-0.0005657426438414037,0.00316414763762802
ERC,GARCH,14,-0.3215009712360624,-0.0023515331568861463,0.007314233446466109,0.002351736928530792,-0.006087260097583147,-0.0026958370058903394,0.0073131370395400404
