Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1409888981400986,0.172084068341815,0.1474712149820058,1.1668993732967643,-198.2233254135764,0.4961931315268327,0.0450778501577755,0.7396741189026909,0.8533888218637332,1.0405128711044092,-0.4360320023937727,0.3233452988910985,-0.0251025074386501,-0.9325309203175328,26.864103475936407
ERC,GARCH,0.1416417060192676,0.1722599267841128,0.1553756215906044,1.1086676598340277,-197.22005667356177,0.6836511849649795,0.0441058272257419,0.7424242279911089,0.8560231468399181,1.0443317799796552,-0.4359287197863498,0.3249194182220586,-0.0251211148863396,-0.9415463538370112,26.801856908242662
ERC,Historical,0.1420268549969887,0.1758198698163273,0.1727590030941468,1.0177175525868976,-194.48049023358448,0.9037967266524636,0.0102842343086586,0.7328140364789852,0.8441250166801085,1.0347134900163486,-0.4378882083729699,0.3243450092540921,-0.0255342454122703,-0.8511930075475903,27.242132035071744
HRP,DCC,0.1273822376483664,0.162334817924652,0.1364638882138774,1.1895807751734844,-198.2233254135764,,0.1259818261800609,0.7001114064424554,0.8206361638691074,0.979282765270178,-0.4017349815886104,0.3170802730313636,-0.0236523703174554,-1.09260125539311,29.418611876032788
HRP,GARCH,0.1260412074208972,0.1624912052245982,0.1437637421801502,1.1302655506906645,-197.22005667356177,,0.0935644010154802,0.6922601403229971,0.8126646426537263,0.9683316203373096,-0.3997030310852134,0.315337131866849,-0.0236902217050827,-1.0756932323323942,28.877636719293715
HRP,Historical,0.1277252963711512,0.1676669707007282,0.1631639523567195,1.027598120044089,-194.48049023358448,,0.0237324283857979,0.6849060438149572,0.8016157522460591,0.9634254724309992,-0.402959825658326,0.3169678172321102,-0.0242613693035225,-0.9753642490266634,30.90042531289055
MVP,DCC,0.0965644749032517,0.151470594660127,0.1185343580723922,1.2778623609503987,-198.2233254135764,,0.2580595605003503,0.5558455566944722,0.6849497204885688,0.7754428254838354,-0.3568950794955484,0.2705682438652286,-0.0220834283492494,-0.9487994699429884,24.940522540097984
MVP,GARCH,0.0937333060036222,0.1528790351369761,0.1225476602440588,1.2475067645723397,-197.22005667356177,,0.2672914404529711,0.5352271378195935,0.6631498897280474,0.7469570084785908,-0.3627137506452144,0.2584222567710337,-0.0221928243540582,-0.9564209779841584,25.896684917834612
MVP,Historical,0.0930473895997188,0.1528381020265534,0.1438534676335747,1.0624568496038238,-194.48049023358448,,0.0120038339566531,0.5314644192980668,0.6594394905004474,0.7385767572380185,-0.358289736299731,0.2596987303088108,-0.0219894471307768,-1.3681401314676231,38.55738207688813
Naive,,0.1555003053305179,0.1864739353765236,0.1858169812347244,1.0035354903380405,-194.48049023358448,,0.0106468151613782,0.7642190367256636,0.8691798615165932,1.0840602011093017,-0.4627631003042827,0.3360257229417625,-0.0270491087229833,-0.709235094807961,23.54648289825364
