Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1407531181664145,0.1726690560490502,0.1497584016165732,1.1612887503966034,-197.73131051134536,0.0355525704906781,0.0808412109834146,0.7365790943492276,0.8499122508234201,1.0362527986897734,-0.4382796180226705,0.3211491303233132,-0.025133014000577,-0.9546517817615272,27.890325890860815
ERC,GARCH,0.14148926996787,0.1728353481189243,0.1577256449875135,1.103710546312174,-196.8546135240694,0.0355866427434315,0.0804696943858507,0.7397769908133384,0.8530013345060246,1.040631197527648,-0.438111479660331,0.3229526651015103,-0.0251536051161549,-0.9624639712448596,27.72550086940492
ERC,Historical,0.1421221209680261,0.175870633401547,0.1727657856092824,1.0246227053319354,-194.33064815533044,0.0360301521279221,0.0235951776224959,0.7331271746653912,0.8444059791936547,1.0352823013806425,-0.4373681230040747,0.3249485124609825,-0.0255380475511851,-0.8492888850247308,27.232670682801473
HRP,DCC,0.1278809265711447,0.1631818917647639,0.1390164088476481,1.1829226106549369,-197.73131051134536,,0.1918783664167931,0.7000558963806668,0.8199567738826011,0.9799664759918204,-0.4145470782087173,0.3084834830430498,-0.0237119108489344,-1.103705901043368,30.606034979704493
HRP,GARCH,0.1269385301513934,0.1633947984824332,0.1464351866098745,1.124706205218425,-196.8546135240694,,0.1646567120209315,0.6942501980835438,0.8139969947499002,0.971531086417962,-0.4059427978076825,0.3127005352402661,-0.0237196307240581,-1.1208472849203923,30.802344574978843
HRP,Historical,0.1278676234965887,0.1676919776101212,0.1631627576299473,1.0348676294290657,-194.33064815533044,,0.0506895775361124,0.6855571476414868,0.8022503231802962,0.964874663316205,-0.4059435340796504,0.3149886936528955,-0.024264704777448,-0.9426580091398044,30.11057480616284
MVP,DCC,0.0970217924155023,0.1521826293115985,0.1213866658626939,1.2648996301600999,-197.73131051134536,,0.4563505227241348,0.55693137161209,0.6854346484104238,0.7737731357887305,-0.4028929733130475,0.2408128183961066,-0.0219469986738347,-1.3285753897793893,35.49005102818881
MVP,GARCH,0.097413266852482,0.1534919606460804,0.1255273450434627,1.2332956835383069,-196.8546135240694,,0.4734639038136878,0.555806168738978,0.6832094067376249,0.7732538281067761,-0.4033455993670595,0.2415131515140999,-0.0220855857090295,-1.2799112960038082,34.460942318319304
MVP,Historical,0.0938957343452666,0.1529947474455005,0.143860314491452,1.0729780306184842,-194.33064815533044,,0.0301311083492885,0.5361486851155222,0.6639924170762574,0.745919748537933,-0.360704956080679,0.2603117388946133,-0.0219729593959629,-1.3579665540726402,38.880526017250475
Naive,,0.1554649293899042,0.1864791481480197,0.1858250401634511,1.0035200206817836,-194.33064815533044,,0.0243782263554751,0.7640385650526443,0.8689963664799385,1.0838191129667347,-0.4628172395637669,0.3359099793612684,-0.0270491087229833,-0.7089692012712544,23.544253525621052
