Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,-0.0005755783809950898,0.00952127986748222,
MVP,Historical,0,-0.0025561970334178064,0.007716785631228942,
HRP,Historical,0,-0.001270173679672304,0.008523182598901535,
ERC,Historical,0,-0.0009550585045621229,0.008859618911516822,0.42507216370856754
MVP,GARCH,0,-0.002364767256836875,0.005723339448282774,
HRP,GARCH,0,-0.0011865531628842962,0.006953743302358382,
ERC,GARCH,0,-0.0009766006463943766,0.007667698096928521,0.3905559976959614
MVP,DCC,0,-0.0021336130031273104,0.005133586851046595,
HRP,DCC,0,-0.002125141308182754,0.006390552867857873,
ERC,DCC,0,-0.0013092504011014139,0.007036743134109968,0.29651195665139274
Naive,N/A,1,-0.012784843571082893,0.009520728756093727,
MVP,Historical,1,-0.00858976053734195,0.007717222104512267,
HRP,Historical,1,-0.010559021912950772,0.008523170394213244,
ERC,Historical,1,-0.011420755937914251,0.00885938931381121,0.04733857024960988
MVP,GARCH,1,-0.002280204465927138,0.005588953492229421,
HRP,GARCH,1,-0.00801587094741818,0.006834428799620121,
ERC,GARCH,1,-0.010484411171461816,0.007527498315409912,0.04894509235020101
MVP,DCC,1,-0.002209616124593694,0.0050296870412961285,
HRP,DCC,1,-0.00783557758956599,0.0062766073750371515,
ERC,DCC,1,-0.00996017788304826,0.006890518885951665,0.052844327370049106
Naive,N/A,2,0.009510481508145707,0.009523644206728972,
MVP,Historical,2,0.003954712384117043,0.00771893510725017,
HRP,Historical,2,0.006627034892714878,0.008466107496413565,
ERC,Historical,2,0.007704096580857467,0.008861561320464569,0.057919167913008066
MVP,GARCH,2,-0.00011386956619241495,0.005458399184846439,
HRP,GARCH,2,0.004599133536238087,0.006793193706288381,
ERC,GARCH,2,0.006830356070826715,0.0076106327834850745,0.05691693527184496
MVP,DCC,2,-0.0008861479985013965,0.0049282064434806195,
HRP,DCC,2,0.004621824479755121,0.006202871605106792,
ERC,DCC,2,0.006702962343318797,0.006983860047125309,0.05752586644792236
Naive,N/A,3,0.0048579828704162775,0.00952388420902439,
MVP,Historical,3,0.011875786139755151,0.007715608746944259,
HRP,Historical,3,0.007082126575701508,0.008506711922867966,
ERC,Historical,3,0.005716569036504859,0.008859191566450944,0.1703110644466839
MVP,GARCH,3,0.0029896328552296847,0.005334534058301398,
HRP,GARCH,3,0.0030970248590762584,0.006650858951190325,
ERC,GARCH,3,0.005121435927417206,0.007497499284984312,0.1629429293949021
MVP,DCC,3,0.0013422676804411005,0.004809382934550687,
HRP,DCC,3,0.0016903705765241028,0.006028131418186717,
ERC,DCC,3,0.0036631091871279775,0.006887790923549924,0.2151710008727162
Naive,N/A,4,0.006662497766733777,0.00951731573450203,
MVP,Historical,4,0.00236085880264425,0.007722028040217672,
HRP,Historical,4,0.0053211661888921125,0.008506787921006918,
ERC,Historical,4,0.0060458906520037825,0.008857541211169467,0.06620968735229191
MVP,GARCH,4,0.001359556587220201,0.005238340547942901,
HRP,GARCH,4,0.004836010886732467,0.006656336063613826,
ERC,GARCH,4,0.005516703779953502,0.0076430618910115974,0.0643538529738296
MVP,DCC,4,0.0011882376031766562,0.00471082199431291,
HRP,DCC,4,0.005116931178511752,0.005895492948740721,
ERC,DCC,4,0.005942048321671223,0.006893144194921064,0.061655559271501716
Naive,N/A,5,0.0017019881159869854,0.009518815782915361,
MVP,Historical,5,0.0023194213521593454,0.007720639045814189,
HRP,Historical,5,0.0031602727650397178,0.008521926614545256,
ERC,Historical,5,0.0020434900052901384,0.008858520430301248,0.29499714768217444
MVP,GARCH,5,0.0004805212340159848,0.005098775893361845,
HRP,GARCH,5,0.0017156085547118671,0.006528801169234234,
ERC,GARCH,5,0.0017199822548725763,0.007513557241441,0.3189701865645497
MVP,DCC,5,0.0013748429200068912,0.00458488440549236,
HRP,DCC,5,0.0012851338738373297,0.006073774620298819,
ERC,DCC,5,0.0016976734000291316,0.006812788643733544,0.32262575108906577
Naive,N/A,6,-0.005124544118575658,0.009509279183579987,
MVP,Historical,6,-0.001435782742741032,0.007714247137205277,
HRP,Historical,6,-0.0031561765954009058,0.008514378562553975,
ERC,Historical,6,-0.0041177938832379635,0.008849489704845115,0.0768263986109311
MVP,GARCH,6,0.0018196387177957796,0.004984487868116798,
HRP,GARCH,6,-0.0014659271623973513,0.006453201810928976,
ERC,GARCH,6,-0.0033275271663806283,0.007439490844903532,0.0899344840893355
MVP,DCC,6,0.002125851650845112,0.004494681973417629,
HRP,DCC,6,-0.0015905461159249068,0.005967837836193634,
ERC,DCC,6,-0.0031457290565690688,0.006700513517716292,0.09198392692366232
Naive,N/A,7,-0.007568002353500636,0.009509899135005542,
MVP,Historical,7,-0.0100593282345256,0.007714017888864146,
HRP,Historical,7,-0.0073458521401613686,0.008514283128756097,
ERC,Historical,7,-0.007402610431087919,0.00884983238231443,0.07801181013943106
MVP,GARCH,7,-0.0024896952017091634,0.0048649191428127864,
HRP,GARCH,7,-0.003884170482601368,0.006292164843429707,
