Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,0.005375761860931291,0.006594109849573199
HRP,Historical,0,0.008135716133715708,0.007194019743462373
MVP,GARCH,0,6.969994517463978e-05,0.004829188995354951
MVP,Historical,0,0.0009463971877128208,0.005816609868281854
ERC,GARCH,0,0.011288792877458754,0.0103720837215347
ERC,Historical,0,0.011738889093021298,0.008409957582221093
Naive,N/A,0,0.0138780527625645,0.009365885758470952
HRP,GARCH,1,0.0039229680212125,0.006341815387333384
HRP,Historical,1,3.965767260920056e-05,0.007212863170237962
MVP,GARCH,1,0.0047578068901265105,0.004650703456428983
MVP,Historical,1,0.0002591992873571836,0.005816774376445919
ERC,GARCH,1,0.001841867061005746,0.010083162502257704
ERC,Historical,1,-0.0005989800126352174,0.008434090714883758
Naive,N/A,1,0.0004765040789801167,0.009404460557167761
HRP,GARCH,2,0.007431964304343964,0.007765915147146527
HRP,Historical,2,0.008074754850672326,0.007201882732983315
MVP,GARCH,2,0.004022956929130609,0.005808834343870814
MVP,Historical,2,0.00566924855424124,0.005807018170923868
ERC,GARCH,2,0.009763616389215898,0.010627598736352958
ERC,Historical,2,0.009643378510764137,0.008403979301221755
Naive,N/A,2,0.010101546867553261,0.009370159978682237
HRP,GARCH,3,-0.0020695038884654873,0.00715664521777948
HRP,Historical,3,-0.00022493034799587726,0.007216512869484853
MVP,GARCH,3,-0.003996059220527754,0.005294241836511728
MVP,Historical,3,-0.0021481899274230667,0.0058033408261618045
ERC,GARCH,3,-0.0005989765450350343,0.010192141561820543
ERC,Historical,3,0.00032319810021213266,0.008416251678528958
Naive,N/A,3,0.0001090956738200935,0.00938528825550373
HRP,GARCH,4,0.001310729442498014,0.006846803985975733
HRP,Historical,4,-0.0012567417637299814,0.007135629274859478
MVP,GARCH,4,0.004368718001892359,0.005164678326218626
MVP,Historical,4,0.0034390022591553214,0.005798858213715671
ERC,GARCH,4,-0.0018446656559328186,0.009847141550774288
ERC,Historical,4,-0.0031430215777567554,0.008416709331049248
Naive,N/A,4,-0.004252113430067692,0.009382834135614264
HRP,GARCH,5,-0.010168390490754086,0.007460123516037329
HRP,Historical,5,-0.010466610751530426,0.007205567006780614
MVP,GARCH,5,-0.008715344095423629,0.005684506047074257
MVP,Historical,5,-0.008939575744197077,0.005796768974438018
ERC,GARCH,5,-0.010301831826512294,0.009706670195737368
ERC,Historical,5,-0.010342520433481701,0.008401902454015895
Naive,N/A,5,-0.010281742213361152,0.00936737158086966
HRP,GARCH,6,0.0009559801712795812,0.008492042160675027
HRP,Historical,6,0.0034430099087653324,0.007326052282858343
MVP,GARCH,6,0.00037433106596319887,0.0067377372797800695
MVP,Historical,6,0.0020105061555752302,0.005823995343290282
ERC,GARCH,6,0.0035586980545772523,0.009842314606527854
ERC,Historical,6,0.005175042852333516,0.008429295625096492
Naive,N/A,6,0.005601145030403966,0.009384520061281787
HRP,GARCH,7,0.00017838189385925986,0.006249968012165734
HRP,Historical,7,0.0029021070515257885,0.007189167587919996
MVP,GARCH,7,0.0021354198450905136,0.004597938999423915
MVP,Historical,7,0.00388966679117665,0.0057941241573070965
ERC,GARCH,7,-0.0012779050760936498,0.009166111419146332
ERC,Historical,7,0.0009592884120784143,0.008408869009559668
Naive,N/A,7,-0.00042792455046410105,0.009373323072370172
HRP,GARCH,8,0.00572057370653651,0.00668941335301625
HRP,Historical,8,0.0073532950710577145,0.007239350870877566
MVP,GARCH,8,0.00010511246033315361,0.004963830202334004
MVP,Historical,8,0.0017529767549665882,0.005798436995015255
ERC,GARCH,8,0.010004448093045744,0.009272209236085991
ERC,Historical,8,0.009642307218491684,0.008409366446350994
Naive,N/A,8,0.01092340448857368,0.009373390195324181
HRP,GARCH,9,-0.0007559459447875057,0.005930931665232837
HRP,Historical,9,0.003257993596920041,0.007218068564134534
MVP,GARCH,9,-0.003898797731755265,0.004356638299341173
MVP,Historical,9,-0.002471836859244453,0.0057691465733018385
ERC,GARCH,9,0.004146467901312278,0.009231172090808
ERC,Historical,9,0.006049060824643713,0.00841248393336978
Naive,N/A,9,0.00855613611295572,0.009395967316181761
HRP,GARCH,10,-0.0018077929934150886,0.006763638032925423
HRP,Historical,10,-0.0003460853002638961,0.007097125432822109
MVP,GARCH,10,-0.0011737297474875082,0.005036164810422957
MVP,Historical,10,0.0011696744005952576,0.005699049664131312
ERC,GARCH,10,-0.0032403919636426297,0.009752059519018001
ERC,Historical,10,-0.002409642657265208,0.008357963272595996
Naive,N/A,10,-0.003832442207007375,0.009393951094464252
HRP,GARCH,11,0.003591000243879634,0.00610248975227454
HRP,Historical,11,0.0004693321551380006,0.006890941394262823
MVP,GARCH,11,0.004667007704088687,0.004483623754461599
MVP,Historical,11,0.003124235467158813,0.005453207053716452
ERC,GARCH,11,0.000446176420999449,0.009503442766379057
ERC,Historical,11,-0.0016611056435844838,0.008302618658045536
Naive,N/A,11,-0.0026486002908318387,0.009392073258912868
HRP,GARCH,12,0.0081500971580891,0.007456224766128684
HRP,Historical,12,0.00807908049491127,0.00690850255036213
MVP,GARCH,12,0.008091163854252584,0.005544760180754469
MVP,Historical,12,0.005938895803216172,0.005385720745323254
ERC,GARCH,12,0.009211677787764275,0.00991947650195747
ERC,Historical,12,0.009272175287117984,0.008302213008389167
Naive,N/A,12,0.010093024921652663,0.009386558848043064
HRP,GARCH,13,-0.00044312222629831955,0.008659428517881053
HRP,Historical,13,0.0002700702464961041,0.0070268843414830395
MVP,GARCH,13,0.0010429387315573592,0.006733198127632315
MVP,Historical,13,0.002562912408111737,0.005380323951646784
ERC,GARCH,13,-4.773284960671808e-05,0.010100153174248583
ERC,Historical,13,-0.00017906815410585254,0.008322429104682626
Naive,N/A,13,0.00011505836726267288,0.009402422385032683
HRP,GARCH,14,0.0038309369603437495,0.0077725411426480375
HRP,Historical,14,0.003559367361745852,0.007008515321897258
MVP,GARCH,14,0.006106506082039492,0.005864966802297664
MVP,Historical,14,0.006767046647633694,0.00537355327856725
ERC,GARCH,14,0.0010675562544707217,0.009670014637627037
ERC,Historical,14,0.0011238965430188602,0.008287919416974857
Naive,N/A,14,0.001055755137257093,0.009347128391110942
HRP,GARCH,15,0.005099919207559405,0.007862289732858586
HRP,Historical,15,0.006104913149916243,0.006966728775306315
MVP,GARCH,15,0.004519373273335839,0.0060049189623942525
MVP,Historical,15,0.004074156201329024,0.005391148708320813
