Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1089267726482066,0.1700604738337186,0.1471572671649936,1.1596775981583622,-142.66255513405346,0.0002132910329809,0.4356801943702522,0.6060512506048855,0.0341571810874766,0.613095259315247,0.6934689844290909,0.8553649907664734,-0.373838613805345,0.2913737870452408,-0.0259046780978057,-0.523990451983092,13.24530989155468
ERC,GARCH,0.1089824047383469,0.1703703423201431,0.1470906415302863,1.1622633596890817,-141.26893493737873,0.0002118007732468,1.13604090362104,0.6066022399659222,0.0337605631442205,0.6125803535296753,0.6928081534810148,0.8548613905174736,-0.3746192498061018,0.2909151219398225,-0.0259267617798405,-0.5157646565444886,13.09876561559268
ERC,Historical,0.1120962282603732,0.17498575897177,0.1837656182100671,0.9553357936366412,-139.0725975854222,0.0002511527205217,1.7394429786790984,0.6032108925683681,0.0055680932753508,0.6170116547101795,0.6951185961079035,0.8637803379617196,-0.3731219961589037,0.3004278209656504,-0.0266108192543743,-0.4724315333409037,12.604237930811792
HRP,DCC,0.1026535782086457,0.1598849596692447,0.1367029738697783,1.1740366948537682,-142.66255513405346,0.0002132910329809,,1.4313459554326156,0.0877673499093401,0.6060970800533754,0.6915956892145383,0.8409028392013186,-0.3672788422769493,0.2794976633346036,-0.0243663044773251,-0.614472453703969,14.515634010990103
HRP,GARCH,0.1039775591429821,0.1603812608893396,0.1371266677569728,1.1741008796472192,-141.26893493737873,0.0002118007732468,,1.4312503939854464,0.0703081604093076,0.612206645697857,0.6974441182140879,0.8494457130745529,-0.3712804314698492,0.2800512774975749,-0.0244196887984251,-0.6249132201455425,14.288373631798471
HRP,Historical,0.1090538125160356,0.1666067046648817,0.1735622044649256,0.9632804701137224,-139.0725975854222,0.0002511527205217,,1.4364701756225338,0.0073090289927896,0.6229840091273477,0.7050274331433403,0.8698690826207531,-0.365143575196039,0.2986600885897735,-0.0253560072264099,-0.5348530928711436,13.498274746477652
MVP,DCC,0.0898674985068419,0.1363292958746405,0.1113165003324998,1.2310782629624637,-142.66255513405346,0.0002132910329809,,1.466428400062672,0.2545778114074818,0.5996168720387681,0.6999027855437684,0.8203525813696507,-0.3509720613299213,0.2560531404303562,-0.0205000270650243,-0.9938385851853924,15.325694488231292
MVP,GARCH,0.0916093694571356,0.1379734255425848,0.1118702166996035,1.238754193948571,-141.26893493737873,0.0002118007732468,,1.494031260316438,0.260966388360733,0.6056262281352501,0.7047288278394301,0.833743600492377,-0.346938876682594,0.2640504584931448,-0.02055704391974,-0.8434613442172538,14.978386496228502
MVP,Historical,0.0851631245728279,0.1399942964135911,0.1411795056671261,0.9942596543282632,-139.0725975854222,0.0002511527205217,,1.5753268085740433,0.0037829498811091,0.5564940293716654,0.6541164057998472,0.774967947412794,-0.3058844590581445,0.2784159902567641,-0.0207253388597561,-0.5023629433147168,14.486359766848516
Naive,,0.1133561351841885,0.1836630504957224,0.1945809884151766,0.9468833202147016,-139.0725975854222,0.0002511527205217,,,0.0057089878962781,0.602526886734236,0.6769378263896992,0.8447503995587592,-0.3826981259066594,0.2962024831337591,-0.0279164620449943,-0.4311971692338146,11.82398618740185
