Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1089680979796958,0.1701985959981332,0.1512075426623352,1.132204815236101,-141.99997561190486,9.61969899971266e-05,0.0159107059532339,0.19866492378591163,0.0944071242021421,0.6131004796223349,0.6932550748800452,0.855886274113844,-0.3675723551620464,0.2964534640578632,-0.0259447708278404,-0.5123422598268907,12.83726696879548
ERC,GARCH,0.1090623522429794,0.1704292165344718,0.1510815010922033,1.1346077488235553,-140.9379617810925,9.706118695840528e-05,0.0161521684250716,0.2066526464837978,0.0921280157683784,0.6129973810546688,0.6930433297633378,0.8558756164558099,-0.3686760594805259,0.2958216283331527,-0.0259630039931385,-0.5058145270716488,12.74433071944137
ERC,Historical,0.1116227045295119,0.1747418518847579,0.1837892758079845,0.9562520629648688,-138.9100841885622,0.0001586501428772,0.0182540447649838,0.2305212523006425,0.0264474437330817,0.6153429375997153,0.6934090547869588,0.8608284182059863,-0.3720454040546611,0.3000244145284813,-0.0266364771452206,-0.4798894002512626,12.447091873497076
HRP,DCC,0.102759037038417,0.1600053373680341,0.1415474370455207,1.1372077881485765,-141.99997561190486,9.61969899971266e-05,,0.35967062608033196,0.2133546419264967,0.6064995866483563,0.6917708692365767,0.8432474670008805,-0.3546436821048948,0.2897529047423534,-0.0243871450004762,-0.5762867088982899,13.786245840719324
HRP,GARCH,0.1039865162491822,0.1607182459797201,0.1419620150642148,1.1389108558041383,-140.9379617810925,9.706118695840528e-05,,0.3623963625382893,0.1847151720580527,0.6114455843541935,0.6963384809930387,0.85062532231697,-0.3574510012440213,0.2909112462611167,-0.0244512817816355,-0.5691160703359618,13.69348138404606
HRP,Historical,0.108515979051494,0.1664240993395865,0.1735692787732869,0.9646662784215768,-138.9100841885622,0.0001586501428772,,0.40382645665767686,0.0361255429994187,0.620729751702016,0.7027049923100445,0.8661030772451555,-0.3644485282193443,0.2977539231169109,-0.025387960489925,-0.5424115494743216,13.325439329885722
MVP,DCC,0.0806677449218469,0.1366924519425276,0.1172106399362827,1.171853377926465,-141.99997561190486,9.61969899971266e-05,,1.0303081354965202,0.6371625309518497,0.5364112567726009,0.6362140418503957,0.7457371234466654,-0.2994514686272207,0.2693850368864548,-0.0203679094340004,-0.5768637146877829,15.945303811197236
MVP,GARCH,0.0809119630243435,0.1379689523440061,0.1178925870562212,1.1756516347738504,-140.9379617810925,9.706118695840528e-05,,1.0427962616333029,0.6482393605228164,0.5343387891593474,0.6332324291250331,0.7426652892937212,-0.3086325335359156,0.2621627801105674,-0.0204976864126925,-0.5457198730770192,16.37067161987091
MVP,Historical,0.0855522046992998,0.140720066463144,0.1411754814763151,1.000486511812684,-138.9100841885622,0.0001586501428772,,1.1722611782510999,0.0229187962767234,0.557069390830637,0.6540004030244264,0.7773245909903365,-0.3087595930629093,0.2770835518035828,-0.0208418278476515,-0.4568539211371251,14.780749350078356
Naive,,0.1128293112053955,0.1833211978006226,0.1946084452220493,0.9472521750659126,-138.9100841885622,0.0001586501428772,,,0.0271751671021724,0.6008718121280133,0.6752792809387809,0.8417452162213308,-0.3813468373488266,0.2958705832983951,-0.0279315781056561,-0.4411182383543274,11.683553237164048
