"Model","Covariance Type","Window Index","Mean Return","Forecasted Std","RC RMSE"
"Naive","N/A",0,0.00346841048209584,0.00932645775386965,NA
"MVP","Historical",0,0.000272896970728951,0.00579390072523649,NA
"HRP","Historical",0,0.00194510728384008,0.00718635691486275,NA
"ERC","Historical",0,0.00293094046623498,0.00837175535676311,0.0237987035065515
"MVP","GARCH",0,-0.00033803334462913,0.00597604726759458,NA
"HRP","GARCH",0,0.00126026846173018,0.00794153511334026,NA
"ERC","GARCH",0,0.00261250909067696,0.0107501984145882,0.031334686548556
"MVP","DCC",0,-0.000313019195705433,0.00597246173922578,NA
"HRP","DCC",0,0.00123726310171699,0.00766837308205419,NA
"ERC","DCC",0,0.00261983583248187,0.0105816402739275,0.0288954146473569
"Naive","N/A",1,-0.00429671300278501,0.00935446764688385,NA
"MVP","Historical",1,0.00179918260184403,0.005677371191211,NA
"HRP","Historical",1,-0.00123348806781192,0.0071037057413861,NA
"ERC","Historical",1,-0.00309210188400275,0.00832206070240462,0.0186879787660171
"MVP","GARCH",1,0.00170206139283212,0.00554861942595413,NA
"HRP","GARCH",1,-0.000727890195465166,0.00743345055904651,NA
"ERC","GARCH",1,-0.00305457483090951,0.0100595229391076,0.0231998152199631
"MVP","DCC",1,0.00161851983914413,0.00550281669147375,NA
"HRP","DCC",1,-0.000676624697941458,0.00735051264097231,NA
"ERC","DCC",1,-0.00300536905996112,0.00980180554926187,0.0239246111730866
"Naive","N/A",2,0.00522278791156545,0.00986365655959615,NA
"MVP","Historical",2,0.00297758054494185,0.00544616056606487,NA
"HRP","Historical",2,0.00403156569001238,0.00713254492711337,NA
"ERC","Historical",2,0.00474544367284937,0.00865223052389476,0.0182690465844634
"MVP","GARCH",2,0.00282681231462174,0.0055759574452703,NA
"HRP","GARCH",2,0.00348026666455768,0.00775324788212725,NA
"ERC","GARCH",2,0.00449844298313869,0.0115032047822363,0.0138581088274224
"MVP","DCC",2,0.00283671596988256,0.00560364791163095,NA
"HRP","DCC",2,0.00347280217881668,0.00780009213178854,NA
"ERC","DCC",2,0.00447721326900063,0.0116169784506741,0.0131719970549416
"Naive","N/A",3,0.00146063682812918,0.0100108440624288,NA
"MVP","Historical",3,0.00187586782691973,0.00547176787573318,NA
"HRP","Historical",3,0.00181494838860352,0.00719755217774019,NA
"ERC","Historical",3,0.00180194052996659,0.00876982759849126,0.0358057541258615
"MVP","GARCH",3,0.00238527785674613,0.00754857558646602,NA
"HRP","GARCH",3,0.00195257347798315,0.00951720120812905,NA
"ERC","GARCH",3,0.0018240554905436,0.0108116707119235,0.0394769383656887
"MVP","DCC",3,0.00236512907804576,0.00743971765940078,NA
"HRP","DCC",3,0.00203209432326032,0.00932640606298887,NA
"ERC","DCC",3,0.00186977625209936,0.0106440133665504,0.0369825217041727
"Naive","N/A",4,-0.00401068235538632,0.0100010408731263,NA
"MVP","Historical",4,-0.00172983443607431,0.00537582118792795,NA
"HRP","Historical",4,-0.00276571402574186,0.00712372888672764,NA
"ERC","Historical",4,-0.00345700030145356,0.00872898734700048,0.0336132208378769
"MVP","GARCH",4,-0.0022118541154876,0.00604935096703109,NA
"HRP","GARCH",4,-0.00298266657349757,0.00811907661056772,NA
"ERC","GARCH",4,-0.00358667457388086,0.0101577770921359,0.0326778534031723
"MVP","DCC",4,-0.0022396068168461,0.00605920381050587,NA
"HRP","DCC",4,-0.00299299762898698,0.00813788007401935,NA
"ERC","DCC",4,-0.0036165169952824,0.0101161086164739,0.0317834620595888
"Naive","N/A",5,0.0026880898955386,0.0100454202769362,NA
"MVP","Historical",5,0.00246525509143142,0.00539300878382874,NA
"HRP","Historical",5,0.00222874858320995,0.00717497290238636,NA
"ERC","Historical",5,0.00238053346720479,0.00875892501703463,0.0597915559901655
"MVP","GARCH",5,0.00254891941223722,0.00545632112323087,NA
"HRP","GARCH",5,0.00215426478930148,0.00731742090000351,NA
"ERC","GARCH",5,0.00228898077365772,0.00897773727061468,0.0550919945031553
"MVP","DCC",5,0.00252966587564789,0.00547575215855162,NA
"HRP","DCC",5,0.00194749454715663,0.00725424865578033,NA
"ERC","DCC",5,0.00223108983419665,0.0089028203122573,0.0538037905449207
"Naive","N/A",6,-0.000892107275230843,0.0101183229628219,NA
"MVP","Historical",6,1.37103292808886e-05,0.00538179628035552,NA
"HRP","Historical",6,-0.000844954568578885,0.007063497784185,NA
"ERC","Historical",6,-0.000949392263296094,0.00876411371229063,0.0271010197617857
"MVP","GARCH",6,0.000108903653315127,0.00573957227897518,NA
"HRP","GARCH",6,-0.000812320308285346,0.00748847664998992,NA
"ERC","GARCH",6,-0.000922808346362227,0.00921389544871345,0.0283340726193473
"MVP","DCC",6,2.66312375154712e-05,0.0057371288411535,NA
"HRP","DCC",6,-0.000920368938676992,0.00743120751280887,NA
"ERC","DCC",6,-0.00095135793907674,0.00908386839928873,0.028522477078783
"Naive","N/A",7,0.00292440059796327,0.0101180204279077,NA
"MVP","Historical",7,0.00146203753518108,0.00539980314800209,NA
"HRP","Historical",7,0.00206392035996119,0.00704805168186133,NA
"ERC","Historical",7,0.00227390024625212,0.00874916165918379,0.068535251123631
"MVP","GARCH",7,0.00136988557022,0.00557783308951388,NA
"HRP","GARCH",7,0.00215587766879494,0.0071980635263474,NA
"ERC","GARCH",7,0.00231745815353074,0.00873845426334996,0.0663158521319789
"MVP","DCC",7,0.00136831476706137,0.00557734642110342,NA
"HRP","DCC",7,0.0023105147644951,0.00719584242241799,NA
"ERC","DCC",7,0.00234475620727984,0.0086548729529408,0.0666069457810612
"Naive","N/A",8,-4.36605398881941e-05,0.0101271851814291,NA
"MVP","Historical",8,0.000324188834659753,0.00591069078759267,NA
"HRP","Historical",8,8.57905892777155e-05,0.00753709737366153,NA
"ERC","Historical",8,-4.722908869162e-05,0.00887133048363644,0.0590563083349552
"MVP","GARCH",8,0.000170438283534282,0.00637132134351905,NA
"HRP","GARCH",8,7.55977582765822e-05,0.00787398394440034,NA
"ERC","GARCH",8,-3.73157135684185e-05,0.00893464995001554,0.0604095627985503
"MVP","DCC",8,0.000228577574358968,0.0063705853796134,NA
"HRP","DCC",8,9.43771293150787e-05,0.00776775393454196,NA
"ERC","DCC",8,-3.08898651852201e-05,0.00884485780864555,0.0608842943879354
"Naive","N/A",9,0.00257114743268106,0.0101017354728767,NA
"MVP","Historical",9,0.0036401372094275,0.00584513624671777,NA
"HRP","Historical",9,0.00317319115445305,0.00745605764704112,NA
"ERC","Historical",9,0.00298309544917203,0.00883057405695792,0.0292339081201581
"MVP","GARCH",9,0.00340259227123615,0.00614666859368767,NA
"HRP","GARCH",9,0.00304575975825727,0.00760808751885941,NA
"ERC","GARCH",9,0.00291980734525096,0.00869756376463986,0.0282131547297279
"MVP","DCC",9,0.00349792967926564,0.00616291781577361,NA
"HRP","DCC",9,0.00305823243619415,0.00754956106807698,NA
"ERC","DCC",9,0.00291789747044967,0.00861759736423776,0.0286789619253588
"Naive","N/A",10,0.000531787650417331,0.0100827298167655,NA
"MVP","Historical",10,0.000575578014413842,0.00600050448308902,NA
"HRP","Historical",10,0.000593156167461002,0.00757889630348892,NA
"ERC","Historical",10,0.000717712104960197,0.00886639941763909,0.0324437070386644
"MVP","GARCH",10,0.000534338905403005,0.00626951109241634,NA
"HRP","GARCH",10,0.000562504955050699,0.00772058549099565,NA
"ERC","GARCH",10,0.000683477803723164,0.00870853108753501,0.0320653476112792
"MVP","DCC",10,0.000545381723995062,0.00627291521580361,NA
"HRP","DCC",10,0.000562201920566106,0.00756436715041023,NA
"ERC","DCC",10,0.000660085625309392,0.00861229958778547,0.0320860284295937
"Naive","N/A",11,0.00024659861410779,0.0100377173011396,NA
