"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0774900449829419,0.174804022711686,0.147750137255545,1.18310565363029,-158.437638054704,0.000116132312077738,0.0194029872330426,0.0851610162368578,0.514666353735548,0.719922383324309,-0.539051109832641,0.143752686098727,-0.0266113070449416,-0.310020639659758,13.8436592689539
"ERC","GARCH",0.0777792292094988,0.175349849437031,0.153572216536884,1.141807114537,-157.032969439034,0.000120014539114369,0.0193367286039108,0.0830993921288607,0.515139968106579,0.720760645687471,-0.538573905419866,0.144417002804588,-0.0266884507580389,-0.306654491828945,13.7502138152052
"ERC","Historical",0.0809417245154882,0.177614801201036,0.168570003787472,1.05365603138365,-155.620123939341,0.000167486695338975,0.0203563387744643,0.0208021520766763,0.527331701254045,0.738684075575455,-0.546359559227154,0.148147356715024,-0.0270168269102842,-0.308140879140301,13.4203548997382
"HRP","DCC",0.0759666195768196,0.163504859598105,0.136849616593537,1.19477762282476,-158.437638054704,0.000116132312077738,NA,0.2090072102577,0.529843685474989,0.740348884288184,-0.497160351944371,0.152801041514509,-0.0248801524837647,-0.320103972974819,14.7964927002413
"HRP","GARCH",0.0742144916360425,0.164290001779633,0.142650090445596,1.151699247203,-157.032969439034,0.000120014539114369,NA,0.177270166797402,0.518185894002169,0.722902236726626,-0.497589815345385,0.149147931383059,-0.0250438189177869,-0.337707157678562,14.7314877698075
"HRP","Historical",0.080205489365234,0.167574862673041,0.158656234674394,1.05621353624678,-155.620123939341,0.000167486695338975,NA,0.0451719283399713,0.544489423937304,0.761344365257637,-0.513521194859388,0.156187300871186,-0.0255375838449515,-0.334232714557875,14.2980228939655
"MVP","DCC",0.0680755006727498,0.138673043272882,0.111024401525187,1.24903211697496,-158.437638054704,0.000116132312077738,NA,0.600865257317991,0.544446668086199,0.762501810270895,-0.377762590991289,0.180207099104526,-0.0207859361757986,-0.274733672018367,16.4276886333708
"MVP","GARCH",0.0696771260438558,0.139942287859799,0.11419509668549,1.22546669622095,-157.032969439034,0.000120014539114369,NA,0.657157113308694,0.551507457794873,0.771365665397819,-0.36778585667352,0.189450259653969,-0.0209523100090981,-0.326099198452364,16.4130095404602
"MVP","Historical",0.0681063603388545,0.139306320270045,0.128715154070737,1.08228375497641,-155.620123939341,0.000167486695338975,NA,0.0416749348456553,0.542864812724248,0.757633934965113,-0.393009678468991,0.173294359070672,-0.0207264113393338,-0.390416621876522,17.9921690797501
"Naive","N/A",0.0825990786659088,0.189492283725602,0.181224373228052,1.04562250844231,-155.620123939341,0.000167486695338975,NA,0.0207605837153996,0.513902177705053,0.721151091008023,-0.57238812574695,0.144306066024901,-0.0287418368128813,-0.283196414093695,12.1791637465765
