Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.07726455190792714,0.17462605733981812,0.14749128911982048,1.188259732246705,-158.38952683859506,0.00011709086625877298,0.019376977972023115,0.08270988540290433,0.4134102014845318,0.5138137137202332,0.5763069942170621,-0.538674249124692,0.14343464911024917,-0.026580863453051568,-0.3108263163935232,13.858184762574005
ERC,GARCH,0.07714133548095692,0.17473668415904894,0.14639598135795162,1.1978670781713998,-157.9732002053969,0.0001185803842802229,0.019448721844507674,0.08153230724616284,0.4126014900282048,0.5129411546028665,0.5752979107353086,-0.5360093002298609,0.14391790487194125,-0.026591969106194432,-0.30516747951576045,13.863936047470606
ERC,Historical,0.08059412781468445,0.17741503897040947,0.16856925547547807,1.0562600189898332,-155.62012393934128,0.00016748669533897488,0.020356156164012658,0.020802975028737243,0.4270857640682778,0.5259141401417388,0.5961151243090967,-0.5472297068854506,0.14727659482045424,-0.026993988472824054,-0.3122983652566087,13.425199664156395
HRP,DCC,0.07521748540106832,0.16341469406628234,0.13668647886735727,1.1997049782959135,-158.38952683859506,0.00011709086625877298,,0.1998914915331135,0.4184860804229794,0.5257807456038345,0.5825328939137895,-0.4976500882696331,0.15114532715668794,-0.02486756062884469,-0.3168569448396122,14.849784261517957
HRP,GARCH,0.07517006462963294,0.1637989716192018,0.1357601930367698,1.2109876456693873,-157.9732002053969,0.0001185803842802229,,0.17781911362045064,0.417638115960695,0.5246799612961761,0.5808345985453072,-0.4974922614081454,0.15109795761820505,-0.024914153515677148,-0.3427727122776971,15.23074002274739
HRP,Historical,0.07993991051957483,0.16739245444581244,0.1586562346743944,1.0588303059768691,-155.62012393934128,0.00016748669533897488,,0.04517192833997127,0.4386839066826305,0.5434317652805323,0.6111191155359903,-0.5137694165146133,0.15559491855681737,-0.025515433515273554,-0.33708667552257154,14.303238760636237
MVP,DCC,0.0673910812006362,0.13885540762145962,0.11096231073453157,1.2555347606721834,-158.38952683859506,0.00011709086625877298,,0.5958410629386589,0.4130309543682096,0.539294678025906,0.5758595757849246,-0.38786883617211865,0.17374708900493124,-0.020828988636634523,-0.2691858823068382,16.34317151040235
MVP,GARCH,0.0665855605306771,0.14022044391714372,0.11057635610336954,1.272319162107982,-157.9732002053969,0.0001185803842802229,,0.600154718154882,0.4049894513120303,0.5300243601461172,0.5643252312623427,-0.3874966652978026,0.17183518335442743,-0.02103179998768555,-0.26879754656421967,17.104181764374765
MVP,Historical,0.06817990383277217,0.1391570779347346,0.12871357730291713,1.0847944719455513,-155.62012393934128,0.00016748669533897488,,0.04159768143913502,0.4178194087178694,0.5437902225051845,0.5807058049208049,-0.39237050641484394,0.17376408959925033,-0.020702215446852464,-0.3866727397357674,17.932349904679764
Naive,N/A,0.08215071537243412,0.18927916158666122,0.18122437322805204,1.0481461127084928,-155.62012393934128,0.00016748669533897488,,0.020760583715399603,0.4194503548074141,0.5120816043973699,0.5865271322358514,-0.5740422936575758,0.14310916857537012,-0.028726368892826832,-0.28864969810708746,12.177954094620231
