Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.07776339366023244,0.17451894481395944,0.14561513669559845,1.2017788821482314,-158.89640972269837,0.0002319053816342926,0.482826651446459,0.034936057222519024,0.41625065117072524,0.5167000452306957,0.5792335756655445,-0.5419907074032235,0.1434773559731514,-0.026607821623736972,-0.3477768757545724,14.145160898405873
ERC,GARCH,0.07802118668411939,0.174661905815535,0.14434061267697385,1.21332539628409,-158.31767888012746,0.00023131697060882608,0.44864628585865834,0.03437755528895931,0.41741760922722054,0.5177849440732126,0.5811175769859613,-0.5394307628463286,0.14463614620797188,-0.026611496275556746,-0.33941102305488247,14.1310529240031
ERC,Historical,0.08099432872816226,0.17751972550237607,0.16857967333786816,1.0556607759166852,-155.97331619645556,0.00026222468761768174,0.852836918210018,0.005978359014391529,0.4290400078579375,0.5277953805417519,0.5989552925614109,-0.5475089892942844,0.14793241811894353,-0.02700843155640506,-0.31196317035510945,13.435063336815698
HRP,DCC,0.07639822315613443,0.16305387494644877,0.13427235533756726,1.217818645582419,-158.89640972269837,0.0002319053816342926,,0.09831457704329216,0.425846092692707,0.5333604840011883,0.590612257275577,-0.5039492116811061,0.1515990528118505,-0.024883919458472216,-0.39498924172353594,15.447926356392742
HRP,GARCH,0.07625310239757188,0.16338941251445738,0.13324060368673463,1.229999475246533,-158.31767888012746,0.00023131697060882608,,0.07718502454790135,0.42450132813013364,0.5317943138759863,0.588203073668859,-0.507493795342266,0.1502542555148777,-0.024901522833103405,-0.4231981426679022,15.799213488905853
HRP,Historical,0.08039265335738288,0.167472784682315,0.1586721992266121,1.058144955810506,-155.97331619645556,0.00026222468761768174,,0.013627324498923555,0.44107652224284616,0.5457576636801992,0.6143007594608961,-0.5172874491951502,0.1554119541900082,-0.02554728209539951,-0.3416873693691907,14.256405966201875
MVP,DCC,0.06932274367200719,0.1393656899025852,0.10803154365448135,1.2954569450121693,-158.89640972269837,0.0002319053816342926,,0.25915865223017964,0.42520993539626173,0.5509900601501508,0.5830212764243814,-0.4313031931233713,0.16072856583785575,-0.021079104626694975,-0.6979532096954143,18.866447015937656
MVP,GARCH,0.06997867713888906,0.1405601278221514,0.10754953023591589,1.3117584775607474,-158.31767888012746,0.00023131697060882608,,0.2606423541710929,0.4271130160950624,0.5518283329434509,0.5880614862044243,-0.4205705302546523,0.1663898730529633,-0.021171984136933306,-0.5974546365758454,19.050361175248128
MVP,Historical,0.07015504873399903,0.13875715984835754,0.12873229935830327,1.0798361402953705,-155.97331619645556,0.00026222468761768174,,0.00991316852779383,0.4319033336642875,0.558220231883495,0.6028263060143824,-0.3886880123689498,0.18049192797694663,-0.020632745788286697,-0.2629492095454984,17.45057723799538
Naive,N/A,0.08261595531789023,0.18947041321423358,0.1812321879646639,1.0479799420253397,-155.97331619645556,0.00026222468761768174,,0.006097306153508492,0.42149789752094746,0.5140218170024061,0.5896723517824813,-0.5723881257469512,0.14433555065468667,-0.02874043017576243,-0.2831556834328906,12.183594481140375
