"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.077741090465786,0.174524612692296,0.145556571378735,1.19901568880863,-158.887809776426,0.000231787340225172,0.426073964083641,0.0361421506416783,0.516570612545929,0.721160586712835,-0.541688166225137,0.143516316790785,-0.0266150852272421,-0.348270636200785,14.1338328071891
"ERC","GARCH",0.0783285213248535,0.175054577186145,0.151240628550644,1.15745735034106,-157.041547795386,0.000235033096739347,0.392055267339713,0.0355565698831749,0.518649185821663,0.724330799525304,-0.542083065078668,0.14449542214252,-0.0266823974772513,-0.344483814278842,14.0235680677737
"ERC","Historical",0.0809914009464126,0.177520318066012,0.168580406430305,1.05303054978339,-155.973316196456,0.000262224687617682,0.904026919172476,0.00597817039061016,0.527778948728121,0.739186810782895,-0.547509826502896,0.147926844461821,-0.0270085006023527,-0.311957615193252,13.4348653588475
"HRP","DCC",0.0765528836715368,0.163024960129523,0.134181823370409,1.21495561794158,-158.887809776426,0.000231787340225172,NA,0.101006279312535,0.534312731006783,0.74323524556743,-0.503585145860177,0.152015769926605,-0.0249021759858401,-0.404670285855255,15.4008620200521
"HRP","GARCH",0.0762245760318288,0.163732605849878,0.139817216543224,1.17104752832252,-157.041547795386,0.000235033096739347,NA,0.0775517167538006,0.530851577010383,0.738099885506836,-0.504418453688061,0.151113773642721,-0.0250323055566631,-0.408416480355055,15.2336323638319
"HRP","Historical",0.0803926533573784,0.167472784682315,0.158672199226612,1.05546394074449,-155.973316196456,0.000262224687617682,NA,0.0136273244989235,0.545757663680175,0.762706614522256,-0.517287449195156,0.155411954189998,-0.0255472820953995,-0.341687369369195,14.256405966202
"MVP","DCC",0.0695373281147973,0.139266506818269,0.107874237790247,1.29100802630061,-158.887809776426,0.000231787340225172,NA,0.268738321126729,0.552719041519932,0.761423371478752,-0.423876935960292,0.164050747317168,-0.021061754287554,-0.688747141273957,18.5865423559757
"MVP","GARCH",0.0684787215970535,0.14066386016814,0.110670232366768,1.27101802499131,-157.041547795386,0.000235033096739347,NA,0.290950438510229,0.541592054503495,0.746129893752556,-0.414968219891401,0.165021604823075,-0.0212237321890786,-0.703451060361224,18.1030689567312
"MVP","Historical",0.0701940265308727,0.138764725279148,0.128733877862128,1.07791925158786,-155.973316196456,0.000262224687617682,NA,0.00990855330558387,0.558460051707151,0.782863147428746,-0.388685919351598,0.180593180859162,-0.0206343986548472,-0.263297153341614,17.4468200559326
"Naive","N/A",0.0826159553178851,0.189470413214234,0.181232187964664,1.04545674442321,-155.973316196456,0.000262224687617682,NA,0.0060973061535085,0.514021817002382,0.721339016246241,-0.57238812574695,0.144335550654678,-0.0287404301757624,-0.283155683432888,12.1835944811402
