"Date","Historical","GARCH","DCC"
"2002-02-25",0.000235155376019244,0.000251040819189447,0.000248440248932751
"2002-02-26",0.00013344067844224,0.00011517599526899,0.000119227035200652
"2002-02-27",0.000138582749902511,0.000113637135257112,0.000117448016309123
"2002-02-28",0.000125697138741416,0.000100026365854498,0.0001030173160046
"2002-03-01",0.000418743936807874,0.000438763102077907,0.000434222206299202
"2002-03-04",0.000494584726018642,0.000502344950413259,0.000497034758421001
"2002-03-05",0.000229363472904524,0.000241247157028538,0.000244793009111651
"2002-03-06",0.000167662239626102,0.000172323764083077,0.000167529548900462
"2002-03-07",0.000130155188913322,0.000120799852114919,0.000126561447017544
"2002-03-08",0.000153980703296782,0.000146525921866861,0.000152327490383036
"2002-03-11",0.00013131090832955,0.00011482343127289,0.000119841274418263
"2002-03-12",0.000136140778686898,0.000116653465001473,0.000121785858855141
"2002-03-13",0.000124315453910648,0.00011299933682872,0.000109532149435358
"2002-03-14",0.000130167406076997,0.000106134156621512,0.000110336744324019
"2002-03-15",0.000104987337595178,0.000108064268511256,0.000106781014411755
"2002-03-18",0.000131821308572119,0.000102001029570743,0.000105242868718477
"2002-03-19",0.0001245285031116,9.03904501781543e-05,9.31932651491822e-05
"2002-03-20",0.000137317837013371,0.000139558993443867,0.000137702885315872
"2002-03-21",0.000174301682363959,0.000152033778947119,0.000153595047413339
"2002-03-22",0.000127142843039398,9.23909533762283e-05,9.49056288262009e-05
"2002-03-25",8.07515257396715e-05,9.26610902382694e-05,8.86508702536503e-05
"2002-03-26",0.000153076366202449,0.000139272604661974,0.000139091323260393
"2002-03-27",0.000134332632093719,0.000105403749341189,0.000106510716868499
"2002-03-28",0.000123238575456138,8.30615611969621e-05,8.66235396163043e-05
"2002-03-29",0.000131303399736055,8.52117010593776e-05,8.77078954359627e-05
"2002-04-01",0.000151099272229802,0.000120765887188912,0.000122816574854994
"2002-04-02",0.000125622750299272,0.000128078986430907,0.000129935954554684
"2002-04-03",0.000103839086495667,8.17570396423018e-05,7.91739405076071e-05
"2002-04-04",0.00015287330732616,0.000126264566240209,0.000128559680916995
"2002-04-05",0.000154103253611286,0.000119683196497564,0.000120376437637516
"2002-04-08",0.000125236346601085,9.07932050043926e-05,9.10509812889762e-05
"2002-04-09",0.000163198035718351,0.000140025957710415,0.00013945178335017
"2002-04-10",0.000179762263885798,0.000191339959226963,0.000189459057285596
"2002-04-11",0.000149314401258396,0.000172751543885535,0.000169676998134195
"2002-04-12",0.000164855795823944,0.000149959020828545,0.00015196668882136
"2002-04-15",0.000137946030111475,0.000111157973194615,0.000111522020570226
"2002-04-16",0.000282855049220346,0.000312676958133791,0.000309395141847465
"2002-04-17",0.000153443536983502,0.00012969267653262,0.000131709001808377
"2002-04-18",0.000137989862010545,0.000109110416258393,0.000112060735412455
"2002-04-19",0.000128330746604446,9.22468935411001e-05,9.38180043867368e-05
"2002-04-22",0.000157610577721127,0.000164836593736036,0.00016204560403222
"2002-04-23",0.000139869167357488,0.00011207208140963,0.000113134467789936
"2002-04-24",0.000113957902850731,8.28612416780367e-05,8.20353296542259e-05
"2002-04-25",0.000136027712577862,9.43770944044083e-05,9.65431262424652e-05
"2002-04-26",0.000153737608949224,0.000169820485041213,0.000168627313081442
"2002-04-29",0.000125079866741985,9.62852172767713e-05,9.63564871451285e-05
"2002-04-30",0.000153773078194239,0.000147657346320913,0.0001462845301399
"2002-05-01",0.000156590214203486,0.000135109237862212,0.000135480530467848
"2002-05-02",0.000155979432181733,0.000133600478667552,0.000136119170492587
"2002-05-03",0.000110772784011066,0.000102040238578643,0.000101898624204247
"2002-05-06",0.00023815030613696,0.000255353057010099,0.000252453917485768
"2002-05-07",0.00014116886080179,0.000109278122609682,0.000111304848115598
"2002-05-08",0.0011380532389153,0.00117072721224674,0.00116847058530968
"2002-05-09",0.000103181067719385,0.000112481527896546,0.000106153008509972
"2002-05-10",0.000146759976435055,0.000144969262252849,0.00013999134853218
"2002-05-13",0.000192733041715299,0.000181180158861622,0.000170626005158747
"2002-05-14",0.000366285052698264,0.000366292439037192,0.000358945178399668
"2002-05-15",0.000151807067986097,0.000170159496163545,0.000176405294018583
"2002-05-16",0.000156233654815345,0.000164238927469328,0.00016980543478717
"2002-05-17",0.000133923837693964,0.000138866746245366,0.000143094096284625
"2002-05-20",0.000111583729342928,0.000108406759003903,0.000107378161602886
"2002-05-21",0.00013623477000623,0.000143134618709954,0.00014080605969668
"2002-05-22",0.000145267869097256,0.000136466689824504,0.000139909675199657
"2002-05-23",0.000127433384003189,0.000126197336212708,0.000127792890353026
"2002-05-24",0.00010597084931907,9.54551721034904e-05,8.91270243945165e-05
"2002-05-27",0.000133034831542862,0.000112163633456867,0.000116767356432232
"2002-05-28",0.00010778080888601,8.99670879023645e-05,9.20367176804852e-05
"2002-05-29",0.000112363550137244,8.8334653238124e-05,9.07344166330327e-05
"2002-05-30",0.000136685957758158,0.000108471960561914,0.000111698671128066
"2002-05-31",0.000130640545761135,0.000102069589279834,0.000104520707464195
"2002-06-03",0.000375567056076617,0.000399192458703567,0.000393236002599337
"2002-06-04",0.000153709714560612,0.00013128868802238,0.000135343440392991
"2002-06-05",0.000123775151202523,0.000109524208042624,0.000110902334865138
"2002-06-06",0.000248120944205169,0.000261163964687158,0.000254355838076034
"2002-06-07",0.000191919335295235,0.000183158199251049,0.00018770481451407
"2002-06-10",0.000150171287120067,0.00013134925598151,0.000136027136716544
"2002-06-11",0.000219960092445807,0.000219788262291272,0.000214483961228305
"2002-06-12",0.000200294103111428,0.000186433386109244,0.000187493568010275
"2002-06-13",0.000128078558069213,0.000134565313763359,0.000136717152948438
"2002-06-14",0.00012856806651946,0.000102819841215427,0.00010722741271621
"2002-06-17",0.000504879946267699,0.000527516734672048,0.000521098164715373
"2002-06-18",0.000138965700057543,0.000124692957708763,0.000130509667688523
"2002-06-19",0.000221240441562182,0.000232742275874667,0.000227291317882111
"2002-06-20",0.000198704280029124,0.000197127713724979,0.000197066259577245
"2002-06-21",0.000214488662656674,0.000217085801096659,0.000211515374514414
"2002-06-24",0.00014398602749922,0.000134267279386987,0.000139402890175845
"2002-06-25",0.000354796943824271,0.000363826453072421,0.000359120781341467
"2002-06-26",0.000171103792496028,0.000163070849203247,0.000168103958904726
"2002-06-27",0.000239653208517066,0.000245166650988697,0.000239602902280843
"2002-06-28",0.000250566019094106,0.000244328255439776,0.000247917702743625
"2002-07-01",0.000469536326036289,0.000468146449549289,0.000462586608768961
"2002-07-02",0.000510702134885198,0.000510342207422217,0.000501362659939635
"2002-07-03",0.000225618202280742,0.000235800602521707,0.000241625943191795
"2002-07-04",0.000136028309233795,0.000145280753968021,0.000152640930866261
"2002-07-05",0.00102721702527998,0.00102576310420903,0.00101556973765617
"2002-07-08",0.000169600062112638,0.000153176739696969,0.000145645103795546
"2002-07-09",0.000489645091563727,0.000468997696540409,0.000456436459980262
"2002-07-10",0.0010409676638745,0.001006825633916,0.000989767496167952
"2002-07-11",0.000375620448784763,0.00039276429063414,0.000401606378109605
"2002-07-12",0.000279144440930851,0.000306082399239612,0.000319574095105374
"2002-07-15",0.000253632864816056,0.000276319968949242,0.00028838818902106
"2002-07-16",0.000457327537149396,0.000451315620886245,0.000444523035891956
"2002-07-17",0.000211210674561921,0.000219011945946575,0.000226452980433596
"2002-07-18",0.000941337947141849,0.000908170824217343,0.000896234455576267
"2002-07-19",0.00136520486946267,0.00132310642533504,0.00130194347749701
"2002-07-22",0.00113692830711807,0.00109750783740865,0.0010802816242488
"2002-07-23",0.00100754799195215,0.000974923912632762,0.000965720894000024
"2002-07-24",0.00265610836296708,0.00253080191766345,0.00249075585999558
"2002-07-25",0.00072204178575591,0.000772740881774784,0.000809881716825908
"2002-07-26",0.000218160197123155,0.000338013012957169,0.000365929778614759
"2002-07-29",0.00254984004506521,0.00241635164899023,0.00237929013295612
"2002-07-30",0.000367393935105983,0.000500517041913368,0.00053931539451056
"2002-07-31",0.00026631999776517,0.000393942072537277,0.000436892092147339
"2002-08-01",0.000784573398487814,0.000701283176363517,0.000666701629545234
"2002-08-02",0.000791375953970448,0.0006875574403902,0.000670006942418449
"2002-08-05",0.00102471889434727,0.000891145890570204,0.000851448697950418
"2002-08-06",0.000882626432495944,0.000729376546986504,0.000686945205673013
"2002-08-07",0.000245791595388516,0.000265923212237666,0.00027066441395785
"2002-08-08",0.00068641811230382,0.000575994041072605,0.000540901952896415
"2002-08-09",0.000166363747429202,0.000325950227171244,0.00036382623089448
"2002-08-12",0.000141172915369286,0.000274797865943123,0.000307597911744616
"2002-08-13",0.000362658470140677,0.000309070913920574,0.000293514811674813
"2002-08-14",0.00119374164635902,0.00112264462361154,0.00109377529161929
"2002-08-15",0.000391940923160957,0.000380368807894734,0.000388021088715989
"2002-08-16",0.000202249929881443,0.000303940106730293,0.000336627925854777
"2002-08-19",0.000195084500766364,0.000156733561343875,0.000148524813762431
"2002-08-20",0.000111721534176543,0.000182626840464386,0.000197543357439173
"2002-08-21",0.000150372148666372,0.000175026093699621,0.000177200440550987
"2002-08-22",0.000166339066276444,0.000177671714443544,0.000185280771649839
"2002-08-23",0.00037300872098519,0.000335414480631521,0.000310100727866799
