Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,-0.003619070866402792,0.009147904081120652
HRP,Historical,0,-0.003773046990089732,0.008549278005192512
MVP,GARCH,0,-0.0015181738745925599,0.0056068712474740415
MVP,Historical,0,-0.002084534998559733,0.005299804434906587
ERC,GARCH,0,-0.003910070494515529,0.010310477949619064
ERC,Historical,0,-0.00403235008863715,0.009500605844334608
Naive,N/A,0,-0.004324674503335851,0.010766311623337925
HRP,GARCH,1,-0.0021335360437511816,0.009491890976073582
HRP,Historical,1,-0.0022823658580063974,0.008673972027867974
MVP,GARCH,1,-0.0007375398188047921,0.0056785139365718145
MVP,Historical,1,-0.0011971262816754529,0.005316209241835019
ERC,GARCH,1,-0.003061026108428733,0.010733143129559511
ERC,Historical,1,-0.003173004785903434,0.009577507757132326
Naive,N/A,1,-0.004018450736605299,0.010852748479252083
HRP,GARCH,2,0.002157074388333951,0.00943871569974002
HRP,Historical,2,0.0026541584935590736,0.008688121406311191
MVP,GARCH,2,0.00010774465811616354,0.005599406671510184
MVP,Historical,2,0.0003339755540396733,0.005326058246358408
ERC,GARCH,2,0.002734685842816077,0.01095374993146729
ERC,Historical,2,0.003201457722012157,0.009610246832045442
Naive,N/A,2,0.004220435425168118,0.010929167639093294
HRP,GARCH,3,0.0042194497265610476,0.009758264874802317
HRP,Historical,3,0.004397177254925069,0.00869296335588428
MVP,GARCH,3,0.0030931253069848203,0.005654920279603821
MVP,Historical,3,0.0032577610792172635,0.005341413519438507
ERC,GARCH,3,0.0038824805241795338,0.011749102037900132
ERC,Historical,3,0.004088735708007131,0.009620266642247192
Naive,N/A,3,0.004462224963424738,0.011064667453541937
HRP,GARCH,4,0.00028427564521221505,0.01051472378452143
HRP,Historical,4,0.00017946538964275105,0.00885588554826661
MVP,GARCH,4,0.0013871819807135314,0.0059386014240117605
MVP,Historical,4,0.0012440698000166536,0.005383260204198707
ERC,GARCH,4,0.00025886429682773284,0.012384880458558685
ERC,Historical,4,0.00017438602909607137,0.009799525598126708
Naive,N/A,4,-0.00015502580957577617,0.01130261263747917
HRP,GARCH,5,-0.0014672987327017007,0.009554239569547233
HRP,Historical,5,-0.00130576950434805,0.008868007453833386
MVP,GARCH,5,0.0006545445499192431,0.005636565575031727
MVP,Historical,5,-5.502867017162794e-05,0.005399532001490822
ERC,GARCH,5,-0.0017252933860928965,0.011174381490724755
ERC,Historical,5,-0.0014927537801687877,0.009825111733279046
Naive,N/A,5,-0.0010495651815845073,0.011348388597794174
HRP,GARCH,6,-0.003191453045925257,0.01025194430653602
HRP,Historical,6,-0.0032068697954886205,0.009061855436004037
MVP,GARCH,6,-0.0003598074351423283,0.006098099551653735
MVP,Historical,6,-0.00017286257899073142,0.005516557883367267
ERC,GARCH,6,-0.003360763467428523,0.011703500595716777
ERC,Historical,6,-0.003319009611668844,0.009992389953779138
Naive,N/A,6,-0.0035495857654568703,0.011522826474482379
HRP,GARCH,7,-0.01172372186528475,0.012469389682848817
HRP,Historical,7,-0.011955840161352546,0.009633234346092513
MVP,GARCH,7,-0.009443369263984407,0.007057410352242145
MVP,Historical,7,-0.007300053313523078,0.0057684206832802785
ERC,GARCH,7,-0.013630562820697145,0.015568287157463154
ERC,Historical,7,-0.013825378662919868,0.010701738671457017
Naive,N/A,7,-0.015220093723968292,0.012461299663707629
HRP,GARCH,8,-0.005586092572557221,0.014353201819180893
HRP,Historical,8,-0.004922368847378492,0.010225430498589686
MVP,GARCH,8,-0.008096396411469923,0.008212148765873298
MVP,Historical,8,-0.007102563259445441,0.006147280969048862
ERC,GARCH,8,-0.005066157994787513,0.018082698505085894
ERC,Historical,8,-0.004641806778478459,0.011537802460518807
Naive,N/A,8,-0.004653032500445846,0.013450207433975724
HRP,GARCH,9,-0.0012065130228472946,0.022597942110072794
HRP,Historical,9,-0.0007145327626507446,0.01276069973221397
MVP,GARCH,9,-0.0037933802842816345,0.011251711706122219
MVP,Historical,9,-0.0017885197127173401,0.0075652590730268575
ERC,GARCH,9,-0.0008356874746332616,0.029060354355056824
ERC,Historical,9,-0.0007893331963043052,0.014082089121396227
Naive,N/A,9,-0.0006615663885861944,0.015752446443369233
HRP,GARCH,10,-0.011062731034013711,0.022138018217028203
HRP,Historical,10,-0.011400813260931317,0.013683594492616802
MVP,GARCH,10,-0.0048460740053182655,0.010806952606609077
MVP,Historical,10,-0.008138032173220445,0.008166187832201095
ERC,GARCH,10,-0.013204862501537035,0.028713686561825873
ERC,Historical,10,-0.013231365325508093,0.015200503966295532
Naive,N/A,10,-0.01508003900100061,0.016856484103868932
HRP,GARCH,11,5.330107134797653e-05,0.0242499145034823
HRP,Historical,11,0.0007687590708336898,0.014659473771480505
MVP,GARCH,11,-0.0036711778527361945,0.011888692635334796
MVP,Historical,11,-0.002408310505764366,0.008839537294495253
ERC,GARCH,11,0.001168552250606645,0.0297073777640204
ERC,Historical,11,0.0013746920397387987,0.016249474369087285
Naive,N/A,11,0.002126910842947785,0.018009283151993783
HRP,GARCH,12,0.0076903235233818385,0.028460007006713448
HRP,Historical,12,0.007810038250998272,0.01607925240318573
MVP,GARCH,12,0.008223235326211022,0.013869869640737454
MVP,Historical,12,0.004503399371711352,0.009884791514494996
ERC,GARCH,12,0.009247231474067799,0.035295935890877476
ERC,Historical,12,0.00960752092331362,0.017855027726077773
Naive,N/A,12,0.01135729500235844,0.01990604547625686
HRP,GARCH,13,0.0017804125461717384,0.024938747147022235
HRP,Historical,13,0.0018091836674382794,0.01651820864387484
MVP,GARCH,13,0.003149716462554869,0.013584279310715361
MVP,Historical,13,0.0028163930226582532,0.010149286822712064
ERC,GARCH,13,0.0016684143196898462,0.030366599647259587
ERC,Historical,13,0.001672517111726062,0.018371262018163994
Naive,N/A,13,0.0015437613359148387,0.020577815445093905
HRP,GARCH,14,-0.003696373534210919,0.01744847790448742
HRP,Historical,14,-0.003915447437008685,0.016561765692879572
MVP,GARCH,14,-0.003809561031636917,0.009901719141130843
MVP,Historical,14,-0.003102692545600798,0.010242815477600387
