Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1463112139833404,0.1709129380061513,0.1513300800320598,1.129404927096733,-196.71194958939137,0.0174275182219791,0.0986233059480485,0.7787439105882251,0.8852265151406667,1.103118954948938,-0.4324023755248022,0.3383682011593116,-0.024610841314992,-0.8427469546461912,25.819051330119223
ERC,GARCH,0.1463882277166714,0.1710791452764762,0.1566561715292457,1.0920677021941514,-196.18427413331423,0.0174946768046711,0.098993513681949,0.7785462795349131,0.8849275806125199,1.102871859905341,-0.433004146416919,0.3380758104235825,-0.0246296128681806,-0.843665350100687,25.72810523189555
ERC,Historical,0.1479768428814407,0.1726789772268322,0.1635324630997882,1.0559308772929246,-195.8987876781648,0.0173907193256439,0.052764895532274,0.7809247499570512,0.8863248316445728,1.1089201570878215,-0.4348406209910057,0.3403013328060294,-0.0248476636495457,-0.7813893006724527,25.76723415319755
HRP,DCC,0.1303150336133276,0.1617069375376956,0.1398582647961982,1.1562201044989038,-196.71194958939137,,0.2141525266337745,0.7267090050247716,0.8392356101698011,1.0225434700175915,-0.4052822061080903,0.3215414633293131,-0.0231672134910584,-1.0455105713258757,30.159897444649612
HRP,GARCH,0.1302594427401093,0.1617038153699393,0.1448026780915683,1.1167184025953112,-196.18427413331423,,0.2117488446647127,0.7264177482126596,0.8389455912363893,1.0213890773691372,-0.4040594550311344,0.3223769203224618,-0.0231838683689823,-1.0500743742505172,29.903179686062625
HRP,Historical,0.133494661743964,0.1638433858653083,0.1534020918017012,1.068064874089881,-195.8987876781648,,0.1212676678929742,0.7364650871689072,0.8475311633608685,1.0406010880059091,-0.4054235734241461,0.329272076156027,-0.0234751148535436,-0.9317057114470254,29.951936561249656
MVP,DCC,0.0995833911854877,0.1513452427522562,0.1208610052056509,1.2522255833859302,-196.71194958939137,,0.4912330153715489,0.5834571939791903,0.7036507632374597,0.8156414440877053,-0.3710715354243332,0.2683670981974154,-0.0215848850403765,-1.0793459398712697,31.218428043092448
MVP,GARCH,0.0975833259980432,0.1520660583476277,0.1233340216492242,1.2329611595746115,-196.18427413331423,,0.5064920657429242,0.5694352033626985,0.6890610829823831,0.7962031317248904,-0.3711483848421562,0.2629226745511607,-0.0216523135294975,-1.0686840007635188,30.826293477258
MVP,Historical,0.1016351987220074,0.1501147897772546,0.1336900637349939,1.122856744797567,-195.8987876781648,,0.128537901047958,0.5993676354349601,0.720543656645082,0.8440601332312337,-0.3461075110612398,0.2936521036783401,-0.0212854045902194,-0.98007570087843,31.374350150288837
Naive,,0.1618431654902201,0.1859446981022678,0.178791732202393,1.0400072520790706,-195.8987876781648,,0.0518206735130246,0.8025942702736499,0.9004892073493038,1.1455923637046208,-0.4632688726074606,0.3493503990011302,-0.0267469148534441,-0.6152534114666623,21.42283361240633
