Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,0.001609104569989099,0.011544466483697953,
MVP,Historical,0,0.0004519703372869414,0.010153911269322304,
HRP,Historical,0,0.0012030821224287298,0.010776842383198662,
ERC,Historical,0,0.0014196638796189183,0.011034085329096756,0.019388196491506814
MVP,GARCH,0,0.0010231610042435607,0.009755000414669389,
HRP,GARCH,0,0.001486196470649493,0.010590085587757906,
ERC,GARCH,0,0.0015507492952613951,0.010912326715358012,0.02474740092545006
MVP,DCC,0,0.0010107361873539769,0.009644144459605401,
HRP,DCC,0,0.001507166990043227,0.010454539475297136,
ERC,DCC,0,0.0015507246025769747,0.010835111948172533,0.02495441000355118
Naive,N/A,1,-0.00083389052634863,0.011569718174000477,
MVP,Historical,1,0.0008561497268756041,0.01012549076615173,
HRP,Historical,1,-0.00012200255698934274,0.010776045029112466,
ERC,Historical,1,-0.00038427120396637075,0.011054921769467034,0.01853336259600231
MVP,GARCH,1,0.0017110120517983228,0.009485156749435352,
HRP,GARCH,1,0.0002298230435345158,0.010484512424663023,
ERC,GARCH,1,-0.00023445490108461137,0.010970042335707475,0.02263769376606922
MVP,DCC,1,0.0016991117289881761,0.009376029623408144,
HRP,DCC,1,0.00013297819545106542,0.010414753643714306,
ERC,DCC,1,-0.00021928750584027183,0.01096884147923765,0.02314791253739367
Naive,N/A,2,-0.0031177611007179493,0.011587975996943105,
MVP,Historical,2,-0.0016753053809122924,0.010200574457347076,
HRP,Historical,2,-0.0026819626011891713,0.010826800782147641,
ERC,Historical,2,-0.0028500276959348946,0.011097614035117699,0.02346585688553442
MVP,GARCH,2,-0.002510120824233946,0.010270000279267501,
HRP,GARCH,2,-0.0028271281579306962,0.01099477432664728,
ERC,GARCH,2,-0.0029327677507462505,0.011288006077647543,0.021266684470255207
MVP,DCC,2,-0.0025788228368137716,0.01029673347203648,
HRP,DCC,2,-0.002803608219164673,0.011073843892144872,
ERC,DCC,2,-0.002971752802769078,0.011424891950075938,0.020766611874889082
Naive,N/A,3,0.0009512686615027006,0.011684903764202701,
MVP,Historical,3,-5.0561401066265864e-05,0.010278257759730276,
HRP,Historical,3,0.0007455985224038592,0.010944836566651295,
ERC,Historical,3,0.0009178535367895419,0.011203049773284564,0.02647350404217309
MVP,GARCH,3,-0.00019511496514823133,0.010123793628281837,
HRP,GARCH,3,0.0006450493414999443,0.01088619489588453,
ERC,GARCH,3,0.0008531943402115556,0.01120061417160508,0.027162150225288645
MVP,DCC,3,-0.00026342954722192226,0.010027786513839721,
HRP,DCC,3,0.0006296328413080741,0.010843890771949388,
ERC,DCC,3,0.0008229530102960803,0.011206647620773648,0.027861314473675448
Naive,N/A,4,-0.0008402739529701838,0.011588220564043353,
MVP,Historical,4,0.0016419932815092454,0.010219952032154412,
HRP,Historical,4,0.00030932549443753063,0.010827559884070574,
ERC,Historical,4,-4.350336758833308e-05,0.01109167956242492,0.022318876644675224
MVP,GARCH,4,0.0018540035272686637,0.01001444285847072,
HRP,GARCH,4,0.0004941817892856858,0.010664166314069337,
ERC,GARCH,4,8.954668242892739e-05,0.011022333130994261,0.02117046963121142
MVP,DCC,4,0.001962364495120753,0.00992279643176503,
HRP,DCC,4,0.0004988117676359449,0.01063083425883981,
ERC,DCC,4,0.000103674212800515,0.011012878489515349,0.021579689125500175
Naive,N/A,5,0.00015511865540092414,0.011493318003635348,
MVP,Historical,5,-0.0007529036880542961,0.01017397117895312,
HRP,Historical,5,-0.0003418902925186716,0.010760545229691916,
ERC,Historical,5,-3.351994474444593e-05,0.01099883413818256,0.0503522119739652
MVP,GARCH,5,1.482866223923485e-05,0.009606212798582358,
HRP,GARCH,5,-0.00031774595982250747,0.010275009615559393,
ERC,GARCH,5,-5.888357336874931e-05,0.010700594192281119,0.05086453830559536
MVP,DCC,5,-8.343951785066727e-05,0.009571856601651583,
HRP,DCC,5,-0.00032219904742834414,0.010236945446244821,
ERC,DCC,5,-8.20156640322103e-05,0.010692707766912314,0.05182943029490205
Naive,N/A,6,-0.00044276068379051634,0.0114096725046283,
MVP,Historical,6,-0.0015582614780702288,0.010168752661299801,
HRP,Historical,6,-0.000880288824782794,0.010688071432266797,
ERC,Historical,6,-0.0007515913204956747,0.01092087320217932,0.029460216035647847
MVP,GARCH,6,-0.001940561058269735,0.009500572792319816,
HRP,GARCH,6,-0.001098613861325504,0.010182048728240165,
ERC,GARCH,6,-0.0009112796137130885,0.010537295595438183,0.02807466038104004
MVP,DCC,6,-0.0019351816767883391,0.009418821755037783,
HRP,DCC,6,-0.0011283387067484818,0.010152826530194389,
ERC,DCC,6,-0.000917980847185398,0.010470651304515965,0.02817424795441843
Naive,N/A,7,0.0013709499553502895,0.01132127402665683,
MVP,Historical,7,0.0008091918663088988,0.01007259782793344,
