Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,-0.0061326860878904614,0.0061395840561183175
HRP,Historical,0,-0.005999157104180244,0.006824711220574651
MVP,GARCH,0,-0.004211669048465245,0.005076708873289257
MVP,Historical,0,-0.0034301431701414934,0.005633596327381775
ERC,GARCH,0,-0.00750668575698465,0.0072672679004458784
ERC,Historical,0,-0.007588427806830084,0.00804190061426249
Naive,N/A,0,-0.008568711757807776,0.009264972916068245
HRP,GARCH,1,0.0006411083392675683,0.0063250429924553925
HRP,Historical,1,0.000401908384425329,0.0068510179194511325
MVP,GARCH,1,0.0009216122015215631,0.005001331050884605
MVP,Historical,1,0.0009181890850423003,0.005642257508244984
ERC,GARCH,1,-0.00015335270989560315,0.008570626939356138
ERC,Historical,1,-0.00035816400881086925,0.008212228379037088
Naive,N/A,1,-0.0010604900704330373,0.00949948148441225
HRP,GARCH,2,0.004127337508499095,0.007241611040500122
HRP,Historical,2,0.004887007831342138,0.007210650454856562
MVP,GARCH,2,0.0013822403901465618,0.005434629799891207
MVP,Historical,2,0.0014651409094840928,0.0056000990111632586
ERC,GARCH,2,0.006252991204419719,0.008951618725304212
ERC,Historical,2,0.00678017570510959,0.008371010802159363
Naive,N/A,2,0.008486963014864013,0.009650780470105086
HRP,GARCH,3,0.0015397744820126733,0.007773388753132111
HRP,Historical,3,0.001612218017208681,0.007251152232533816
MVP,GARCH,3,0.001198177857095585,0.005996398613441411
MVP,Historical,3,0.000976812497305454,0.005710995487594877
ERC,GARCH,3,0.0018143951218892896,0.009534908600770397
ERC,Historical,3,0.0019118620196589872,0.008562778876724774
Naive,N/A,3,0.002243206433776833,0.009902028827572646
HRP,GARCH,4,0.002316865049586713,0.007610102853922367
HRP,Historical,4,0.0022916438562641376,0.007331339705423707
MVP,GARCH,4,0.001407375576671737,0.006027288287481331
MVP,Historical,4,0.0012769578322917863,0.0056736785228980995
ERC,GARCH,4,0.002576195052163566,0.008701571895598656
ERC,Historical,4,0.002531439413996912,0.008518444626582732
Naive,N/A,4,0.002384968375478261,0.009870886387763927
HRP,GARCH,5,7.341211396849041e-05,0.006691504031324754
HRP,Historical,5,-0.0001493022237791037,0.00712913628592878
MVP,GARCH,5,0.0011883210758439036,0.005199824487218485
MVP,Historical,5,0.0011670475222652836,0.005664685683699848
ERC,GARCH,5,-0.0008634177393288117,0.008555193645375396
ERC,Historical,5,-0.000987860349934843,0.008556027493654892
Naive,N/A,5,-0.0014866786629580055,0.00991843307707989
HRP,GARCH,6,0.00033790140681951356,0.006294035583886662
HRP,Historical,6,0.0004037189404965038,0.007117370165829579
MVP,GARCH,6,0.0016970171533461612,0.0049902069389218375
MVP,Historical,6,0.0019372357249153812,0.005650291008117222
ERC,GARCH,6,-0.000388544506952729,0.007738319512716153
ERC,Historical,6,-0.0003446703951713897,0.008555092796668164
Naive,N/A,6,-0.00047597884397481414,0.009940418175209232
HRP,GARCH,7,-0.0013734963687523668,0.006288625674245778
HRP,Historical,7,-0.001325717687524631,0.007123795058622183
MVP,GARCH,7,-0.00022356338416002814,0.005025428215321112
