Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1398141752077937,0.1728144158276984,0.1514461653298524,1.1410946949452665,-197.3594814661572,0.0241050133086107,0.093209529953928,0.7312615873392398,0.8445540220151265,1.0294149288794063,-0.4410368322481248,0.317012469219657,-0.0251400070881638,-0.9250983335562908,27.07877135256443
ERC,GARCH,0.140432968169297,0.1729774357309964,0.159454712607441,1.0848060424331687,-196.58690100529464,0.0241970543793805,0.0931037852711043,0.7338800308610137,0.8470661939785437,1.0329198272254072,-0.4402611978304707,0.3189764822821677,-0.0251652427441873,-0.9327415548846576,26.908145985396313
ERC,Historical,0.1416709037868841,0.1759394749075304,0.1727948690107685,1.018198491163334,-194.19986549582612,0.0244706363053252,0.033216031878768,0.7306070934638564,0.8418967198281261,1.0316016196372189,-0.4381716540420451,0.3233228404439188,-0.0255468660623271,-0.8476106136809125,27.16146527280449
HRP,DCC,0.1254942200763524,0.1634284815856974,0.140860165530637,1.1602178725975716,-197.3594814661572,,0.211982382984329,0.6861984480773063,0.8059677857931189,0.961576226716686,-0.4173804998867336,0.3006710186757848,-0.0237358083134029,-1.0529364328959354,29.460150291111024
HRP,GARCH,0.1254083988321173,0.163577971871463,0.1483507839268543,1.1026431242326065,-196.58690100529464,,0.1898815876167766,0.6852519343394906,0.804919994981041,0.9601063352212568,-0.4074043828288749,0.3078229005817876,-0.0237552642756232,-1.0608703735978595,29.290876103842603
HRP,Historical,0.1273042694875468,0.1677090242026241,0.1632074114256763,1.0275821590307974,-194.19986549582612,,0.0694541163380758,0.6824686042957906,0.7992040543724666,0.960324472419841,-0.4059522250907601,0.3135942153269019,-0.0242660803125849,-0.941073968701332,29.97493179301448
MVP,DCC,0.0952087427441006,0.1520845329727251,0.1234893084520316,1.2315603259840182,-197.3594814661572,,0.5210550346548612,0.5461527645607935,0.674803078213558,0.7611785417985069,-0.4044387598253804,0.2354095408293896,-0.0219599717479863,-1.160718417171501,32.397096147437594
MVP,GARCH,0.096405132006863,0.1533579935713047,0.1277145636839976,1.2007870453267664,-196.58690100529464,,0.5395753887277674,0.5499980422081975,0.6775822076645452,0.7679335152692562,-0.3855286599470069,0.250059572795741,-0.0220468093912138,-1.117461286407506,31.53870580023925
MVP,Historical,0.0926707418551116,0.1532514754271724,0.1438849582375955,1.065097264539008,-194.19986549582612,,0.044395585298417,0.5281312614373106,0.6558225980812473,0.7342510043318806,-0.35865835373292,0.2583816629128905,-0.0220264227527089,-1.3530827754774994,38.359301793307154
Naive,,0.1549509709372605,0.1864627403249947,0.1858526450253375,1.0032826828995305,-194.19986549582612,,0.0343618267121837,0.7616503499442911,0.8666695347571806,1.0802648648878987,-0.4635496700535846,0.3342704804845374,-0.0270459097691493,-0.7095060814858363,23.56374398911876
